"Metodo","Accuracy","Std_Acc","Precision","Std_Pre","Recall","Std_Rec","F1","Std_F1"
"LDA_Simple",0.346666666666667,0.0670360139066594,0.324831973581974,0.0815169950474245,0.346666666666667,0.0670360139066594,0.351898455537572,0.0550149225056193
"QDA",0.94,0.0491909858248414,0.944713804713805,0.0457030796658315,0.94,0.0491909858248414,0.939722791828055,0.0494228467444503
"SVM_Radial",0.986666666666667,0.02330686329267,0.987272727272727,0.0227575555824468,0.986666666666667,0.02330686329267,0.986649958228906,0.0233228153219332
"SVM_Poly2",0.98,0.02330686329267,0.981515151515152,0.0218728271910528,0.98,0.02330686329267,0.979958228905597,0.0233466980175242
"SVM_Poly3",0.503333333333333,0.0895117069383237,0.59563330897427,0.12113496172079,0.503333333333333,0.0895117069383237,0.478941049090643,0.102366699160321
"RF",0.94,0.0344265186329548,0.946920486920487,0.0302979536694838,0.94,0.0344265186329548,0.940133579447081,0.0342745494554146
