"Dataset","Mean_Accuracy","Std_Accuracy","Mean_F1","Std_F1","Mean_Precision","Std_precision","Mean_Recall","Std_Recall"
"4.1.CancerWisconsin.csv",0.970571471782905,0.00420420258545415,0.977363722953564,0.00327766630164298,0.960899217738076,0.00534014914194112,0.995306878306878,0.00324596405204093
