Metrica,Media,Std_Dev
Accuracy,0.7789062500000001,0.0036252497767032136
F1-Score,0.7557748878127087,0.0036942558386018785
Recall,0.7602283406890239,0.004551867906514256
Precision,0.7571640085059752,0.004050460969852625
Vars_E1,5.0,0.0
Vars_E2,9.366666666666667,0.8087168778415267
Tiempo,182.41242803460003,49.80781781396915
