Metrica,Media,Std_Dev
Accuracy,0.9747777777777777,0.003466681402856998
F1-Score,0.9739138784300355,0.0038169061776667824
Recall,0.9755740326304051,0.004062147633872993
Precision,0.9754418269209288,0.0040932645564788605
Vars_E1,3.0,0.0
Vars_E2,5.0,0.0
Tiempo,1.2719612288666664,1.119633528987458
