"Dataset","Mean_Accuracy","Std_Accuracy","Mean_F1","Std_F1","Mean_Precision","Std_precision","Mean_Recall","Std_Recall"
"1.2.penguins.csv",0.990998217468806,0,0.987610628618693,0,0.993995098039216,0,0.984126984126984,0
