Metrica,Media,Std_Dev
Accuracy,0.9430199430199433,0.008530619253794053
F1-Score,0.9339886886866304,0.01040303612078343
Recall,0.9266339924995093,0.012699697145321213
Precision,0.9500059067036074,0.008225813063501926
Vars_E1,7.933333333333334,1.142692927446732
Vars_E2,22.9,6.702289881463828
Tiempo,2282.158190836666,597.3452694517206
