"Dataset","Mean_Accuracy","Std_Accuracy","Mean_F1","Std_F1","Mean_Precision","Std_precision","Mean_Recall","Std_Recall"
"3.3.Cebolla20D.csv",0.905444444444444,0.0166202418555172,0.904160709928826,0.0170482479089521,0.914268780602114,0.0143882836193586,0.905444444444444,0.0166202418555172
