"Dataset","Mean_Accuracy","Std_Accuracy","Mean_F1","Std_F1","Mean_Precision","Std_precision","Mean_Recall","Std_Recall"
"4.2.Ionosphere.csv",0.934530501089325,0.0111071798835607,0.898776112307615,0.0187591088382688,0.981429588929589,0.0105740527244459,0.83508547008547,0.031583201560969
