"Dataset","Mean_Accuracy","Std_Accuracy","Mean_F1","Std_F1","Mean_Precision","Std_precision","Mean_Recall","Std_Recall"
"1.3.pimadiabetes.csv",0.773133971291866,0.00285656384174382,0.834776314653292,0.00181021644462781,0.794279182192534,0.00296632274469424,0.882266666666667,0.00163861449745337
