"Metodo","Accuracy","Std_Acc","Precision","Std_Pre","Recall","Std_Rec","F1","Std_F1"
"LDA_Simple",0.961182049952467,0.0310368273905552,0.947857624831309,0.0392916153817762,0.994365079365079,0.0118809285236901,0.970222053038954,0.0233980098456921
"QDA",0.959549736409991,0.0222496532949668,0.966883311883312,0.0252263063163769,0.969206349206349,0.0207053471899501,0.967836530798849,0.0175907765844226
"SVM_Radial",0.971708365741941,0.0255677898868765,0.973756971256971,0.0372936492397663,0.983095238095238,0.0237625933719654,0.977790504329586,0.0192760495336198
"SVM_Poly2",0.871696482585775,0.0499975565327049,0.853738174534067,0.0497854283682275,0.963730158730159,0.0321644602648517,0.904706233065866,0.035110502183007
"SVM_Poly3",0.957856926799758,0.0265794183798532,0.940454371375424,0.0354419582315807,0.997222222222222,0.00878410461157884,0.96770772142005,0.0200436820434308
"RF",0.961273874341025,0.0233462342117107,0.965470293891347,0.0344627911674437,0.97468253968254,0.0281952752242915,0.969408828501939,0.018095755000044
