Corrida,Acc,F1,Rec,Prec,Vars_E1,Nombres_E1,Vars_E2,Nombres_E2,Tiempo,Ahorro
1,0.8666666666666667,0.8650171667413047,0.8666666666666667,0.8721001221001221,8,"V1, V2, V4, V5, V6, V7, V8, V9",20,"V6, V9, V1^2, V2*V1, V4*V1, V8*V1, V2^2, V5*V2, V2*V8, V4^2, V5*V4, V7*V4, V9*V4, V5^2, V6^2, V7^2, V9*V7, V8^2, V9*V8, V9^2",959.8050370740001,0.4966755319148936
2,0.9111111111111111,0.9108132011357818,0.9111111111111111,0.9176136363636364,9,"V1, V2, V3, V5, V6, V7, V8, V9, V10",25,"V2, V6, V7, V8, V10, V1^2, V2*V1, V3*V1, V6*V1, V9*V1, V10*V1, V2^2, V2*V10, V3^2, V3*V8, V9*V3, V5^2, V6^2, V9*V6, V7^2, V7*V8, V8^2, V9*V8, V9^2, V10^2",2176.7113228129997,0.49717420212765956
3,0.9,0.8992323705438459,0.9,0.9031130160162418,7,"V1, V2, V5, V6, V7, V8, V9",14,"V2, V7, V8, V1^2, V5*V1, V2^2, V5*V2, V9*V2, V5^2, V6^2, V9*V6, V7^2, V8^2, V9^2",3588.55587584,0.5129654255319149
4,0.9,0.8997019929223319,0.9,0.9064039408866996,9,"V1, V2, V3, V4, V5, V6, V7, V8, V9",22,"V1, V4, V5, V8, V9, V1^2, V7*V1, V9*V1, V2^2, V2*V4, V6*V2, V3^2, V4^2, V5*V4, V6*V4, V5^2, V5*V8, V9*V5, V6^2, V7^2, V8^2, V9^2",1046.285263191,0.49310172872340424
5,0.9111111111111111,0.9108381032155987,0.9111111111111111,0.9166666666666666,7,"V1, V2, V5, V6, V8, V9, V10",12,"V2, V9, V1^2, V6*V1, V9*V1, V2^2, V5^2, V6^2, V6*V8, V8^2, V9^2, V10^2",2081.540437003,0.512217420212766
6,0.8777777777777778,0.8761297182349814,0.8777777777777778,0.882716049382716,7,"V1, V2, V3, V5, V6, V7, V9",14,"V3, V5, V7, V1^2, V2^2, V6*V2, V3^2, V3*V6, V7*V3, V5^2, V6^2, V7^2, V9*V7, V9^2",3676.86305602,0.5136303191489362
7,0.8888888888888888,0.8879393008425266,0.888888888888889,0.8938636363636364,7,"V1, V2, V4, V5, V6, V8, V9",19,"V5, V6, V1^2, V4*V1, V8*V1, V2^2, V2*V4, V5*V2, V2*V8, V9*V2, V4^2, V5^2, V9*V5, V6^2, V6*V8, V9*V6, V8^2, V9*V8, V9^2",939.347465131,0.5160405585106383
8,0.9222222222222223,0.9220747844186737,0.9222222222222222,0.9263015551048005,8,"V1, V2, V3, V5, V6, V7, V8, V9",15,"V1^2, V5*V1, V8*V1, V2^2, V3^2, V9*V3, V5^2, V5*V6, V5*V7, V9*V5, V6^2, V7^2, V9*V7, V8^2, V9^2",2279.409109074,0.4975066489361702
9,0.9,0.8992323705438459,0.9,0.9031130160162418,8,"V1, V2, V3, V5, V6, V7, V8, V9",18,"V3, V5, V7, V1^2, V5*V1, V7*V1, V9*V1, V2^2, V3*V2, V5*V2, V3^2, V5*V3, V3*V6, V5^2, V6^2, V7^2, V8^2, V9^2",3670.392747314,0.49601063829787234
10,0.9111111111111111,0.9099013850621098,0.9111111111111111,0.9109941782355575,8,"V1, V2, V5, V6, V7, V8, V9, V10",22,"V6, V7, V8, V9, V1^2, V5*V1, V10*V1, V2^2, V5*V2, V6*V2, V5^2, V5*V7, V5*V8, V6^2, V6*V8, V7^2, V7*V8, V8^2, V9*V8, V10*V8, V9^2, V10^2",996.251142579,0.4978390957446808
