"Corrida","Sigma_Optimo","Accuracy","Kappa","Macro_F1","Macro_Rec","Macro_Prec","Tiempo_Segundos"
1,0.211998913784518,0.977777777777778,0.966666666666666,0.977774690500448,0.977777777777778,0.978136200716846,6.53
2,0.211998913784518,1,1,1,1,1,9.47000000000001
3,0.211998913784518,0.966666666666667,0.95,0.966238971304517,0.966666666666667,0.968413978494624,18.06
4,0.211998913784518,0.955555555555556,0.933333333333333,0.955488760865733,0.955555555555556,0.957792207792208,5.81999999999999
5,0.211998913784518,0.966666666666667,0.95,0.966583124477861,0.966666666666667,0.96969696969697,6.80000000000001
6,0.211998913784518,1,1,1,1,1,19.06
7,0.211998913784518,0.977777777777778,0.966666666666666,0.977576785377803,0.977777777777778,0.978494623655914,5.84
8,0.000529997284461295,0.955555555555556,0.933333333333333,0.955357142857143,0.955555555555556,0.96078431372549,8.28
9,0.000529997284461295,0.977777777777778,0.966666666666666,0.977753058954394,0.977777777777778,0.979166666666667,18.84
10,0.211998913784518,0.944444444444444,0.916666666666667,0.943790376699726,0.944444444444444,0.945651632815611,6.2
11,0.211998913784518,0.955555555555556,0.933333333333333,0.954852979443143,0.955555555555556,0.958944281524927,9.70999999999999
12,0.211998913784518,0.977777777777778,0.966666666666666,0.977576785377803,0.977777777777778,0.978494623655914,18.31
13,0.211998913784518,0.955555555555556,0.933333333333333,0.954852979443143,0.955555555555556,0.958944281524927,6.11
14,0.211998913784518,0.955555555555556,0.933333333333333,0.954852979443143,0.955555555555556,0.958944281524927,7.94000000000001
15,0.000529997284461295,0.977777777777778,0.966666666666666,0.977774690500448,0.977777777777778,0.978136200716846,18.92
16,0.211998913784518,0.966666666666667,0.95,0.966238971304517,0.966666666666667,0.968413978494624,5.89
17,0.000529997284461295,0.977777777777778,0.966666666666666,0.977753058954394,0.977777777777778,0.979166666666667,8.36
18,0.211998913784518,0.955555555555556,0.933333333333333,0.954852979443143,0.955555555555556,0.958944281524927,18.34
19,0.000529997284461295,0.922222222222222,0.883333333333333,0.921148972120529,0.922222222222222,0.936936936936937,5.95999999999999
20,0.000529997284461295,1,1,1,1,1,7.55
21,0.000529997284461295,0.988888888888889,0.983333333333333,0.988885801611559,0.988888888888889,0.989247311827957,19.3
22,0.000529997284461295,0.977777777777778,0.966666666666666,0.977753058954394,0.977777777777778,0.979166666666667,5.97
23,0.000529997284461295,0.977777777777778,0.966666666666666,0.977753058954394,0.977777777777778,0.979166666666667,8.22
24,0.211998913784518,0.966666666666667,0.95,0.966238971304517,0.966666666666667,0.968413978494624,18.89
25,0.211998913784518,0.955555555555556,0.933333333333333,0.95468509984639,0.955555555555556,0.958333333333333,6.13
26,0.211998913784518,1,1,1,1,1,9.75
27,0.211998913784518,0.977777777777778,0.966666666666666,0.977753058954394,0.977777777777778,0.979166666666667,17.91
28,0.211998913784518,0.977777777777778,0.966666666666666,0.977777777777778,0.977777777777778,0.977777777777778,6.16999999999999
29,0.211998913784518,0.944444444444444,0.916666666666667,0.943071265651911,0.944444444444444,0.948863636363636,9.03
30,0.00132499321115324,0.988888888888889,0.983333333333333,0.988885801611559,0.988888888888889,0.989247311827957,18.66
31,0.211998913784518,0.977777777777778,0.966666666666666,0.977576785377803,0.977777777777778,0.978494623655914,6.11
32,0.211998913784518,0.977777777777778,0.966666666666666,0.977753058954394,0.977777777777778,0.979166666666667,8.19000000000001
33,0.211998913784518,0.966666666666667,0.95,0.966583124477861,0.966666666666667,0.96969696969697,19.52
