"Corrida","Sigma_Optimo","Accuracy","Kappa","Macro_F1","Macro_Rec","Macro_Prec","Tiempo_Segundos"
1,0.00122956666966747,0.977777777777778,0.966666666666666,0.977774690500448,0.977777777777778,0.978136200716846,20.07
2,0.00122956666966747,0.966666666666667,0.95,0.96664844177146,0.966666666666667,0.967672413793103,10.75
3,0.00245913333933495,0.977777777777778,0.966666666666666,0.977753058954394,0.977777777777778,0.979166666666667,20.24
4,0.00184435000450121,0.944444444444444,0.916666666666667,0.944055944055944,0.944444444444444,0.952380952380952,18.37
5,0.00122956666966747,0.944444444444444,0.916666666666667,0.944277183070671,0.944444444444444,0.948438634713144,12.1
6,0.00245913333933495,0.888888888888889,0.833333333333333,0.888018493560946,0.888888888888889,0.901069518716577,19.46
7,0.00122956666966747,0.944444444444444,0.916666666666667,0.943399155489319,0.944444444444444,0.950031625553447,18.97
8,0.000614783334833737,0.966666666666667,0.95,0.96664844177146,0.966666666666667,0.967672413793103,11.14
9,0.000614783334833737,0.944444444444444,0.916666666666667,0.94438104780725,0.944444444444444,0.946908602150538,20.11
10,0.00184435000450121,1,1,1,1,1,19.54
11,0.00245913333933495,0.966666666666667,0.95,0.966647823629169,0.966666666666667,0.967741935483871,11.98
12,0.00184435000450121,0.977777777777778,0.966666666666666,0.977753058954394,0.977777777777778,0.979166666666667,19.7
13,0.00122956666966747,0.955555555555556,0.933333333333333,0.955488760865733,0.955555555555556,0.957792207792208,20.36
14,0.00614783334833737,0.944444444444444,0.916666666666667,0.944049571714963,0.944444444444444,0.944683908045977,10.94
15,0.00122956666966747,0.933333333333333,0.9,0.932994971130564,0.933333333333333,0.93956043956044,18.94
16,0.00122956666966747,0.933333333333333,0.9,0.933189655172414,0.933333333333333,0.936974789915966,19.32
17,0.00122956666966747,0.977777777777778,0.966666666666666,0.977753058954394,0.977777777777778,0.979166666666667,13.76
18,0.00184435000450121,0.966666666666667,0.95,0.966583124477861,0.966666666666667,0.96969696969697,18.26
19,0.00122956666966747,0.933333333333333,0.9,0.933249791144528,0.933333333333333,0.936363636363636,20.63
20,0.00184435000450121,0.955555555555556,0.933333333333333,0.955488760865733,0.955555555555556,0.957792207792208,12.24
21,0.00122956666966747,0.955555555555556,0.933333333333333,0.955488760865733,0.955555555555556,0.957792207792208,18.41
22,0.00184435000450121,0.955555555555556,0.933333333333333,0.955488760865733,0.955555555555556,0.957792207792208,19.68
23,0.00245913333933495,0.977777777777778,0.966666666666666,0.977774690500448,0.977777777777778,0.978136200716846,11.94
24,0.00245913333933495,0.944444444444444,0.916666666666667,0.944277183070671,0.944444444444444,0.948438634713144,19.15
25,0.00184435000450121,0.966666666666667,0.95,0.966583124477861,0.966666666666667,0.96969696969697,20.58
26,0.00122956666966747,0.955555555555556,0.933333333333333,0.955488760865733,0.955555555555556,0.957792207792208,11.57
27,0.00122956666966747,0.966666666666667,0.95,0.96664844177146,0.966666666666667,0.967672413793103,18.89
28,0.00122956666966747,0.933333333333333,0.9,0.933189655172414,0.933333333333333,0.936974789915966,19.59
29,0.00122956666966747,0.922222222222222,0.883333333333333,0.921623009758603,0.922222222222222,0.931111111111111,11.5
30,0.00614783334833737,0.944444444444444,0.916666666666667,0.944270968861133,0.944444444444444,0.948843271423917,19.61
31,0.00245913333933495,0.966666666666667,0.95,0.966647823629169,0.966666666666667,0.967741935483871,20.32
32,0.00122956666966747,0.944444444444444,0.916666666666667,0.94438104780725,0.944444444444444,0.946908602150538,11.44
33,0.00184435000450121,0.933333333333333,0.9,0.933179723502304,0.933333333333333,0.9375,19.39
