"Corrida","Sigma_Optimo","Accuracy","Kappa","Macro_F1","Macro_Rec","Macro_Prec","Tiempo_Segundos"
1,6.31112178515375e-06,0.672131147540984,0.570783574067197,0.654199406858884,0.648249847847371,0.664107851164316,3375.54
2,6.31112178515375e-06,0.665300546448087,0.562162478882042,0.657540843906491,0.655660342409568,0.662758875225958,3308.12
3,6.31112178515375e-06,0.640710382513661,0.527873966313848,0.627137434020942,0.619464158132889,0.639833963592429,3313.55
4,6.31112178515375e-06,0.639344262295082,0.526768178901846,0.63889884501706,0.624930274403959,0.66556531175144,3384.23
5,6.31112178515375e-06,0.66120218579235,0.557831049449773,0.653839402998596,0.653283321425736,0.657145778701998,3320.33
6,6.31112178515375e-06,0.637978142076503,0.525950762222689,0.627934457375094,0.620347437220502,0.645397035792957,3315.45
7,6.31112178515375e-06,0.632513661202186,0.517495883321571,0.623563239840388,0.61156862745098,0.649787512506057,3375.72
8,6.31112178515375e-06,0.680327868852459,0.582364960086605,0.673383783570483,0.667524278267312,0.687911075503194,3311.68
9,6.31112178515375e-06,0.646174863387978,0.536889931115345,0.640320492352204,0.628194279061152,0.670503892897682,3316.89
10,6.31112178515375e-06,0.635245901639344,0.522485059639281,0.634363115176685,0.625865946918579,0.650393728976169,3382.09
11,6.31112178515375e-06,0.633879781420765,0.521654954476073,0.621594829117168,0.617767987086873,0.63130334153045,3319.76
12,6.31112178515375e-06,0.633879781420765,0.523500007286824,0.621029062423671,0.623103119790426,0.625932627562964,3313.17
13,6.31112178515375e-06,0.647540983606557,0.539332913782253,0.643942244919727,0.63651266174486,0.662077637773176,3377.93
14,6.31112178515375e-06,0.681693989071038,0.583416378451257,0.67508504652626,0.668938371569951,0.687047361587444,3319.88
15,6.31112178515375e-06,0.662568306010929,0.557670383653738,0.653705638479725,0.644070016670636,0.671857315202486,3313.78
16,6.31112178515375e-06,0.627049180327869,0.509927213513567,0.61707449377624,0.609140271493213,0.627634199128956,3386.33
17,6.31112178515375e-06,0.666666666666667,0.56542431276369,0.671491774042753,0.667298298536689,0.684256348542433,3316.5
18,6.31112178515375e-06,0.655737704918033,0.549505458275331,0.644737678676204,0.634616443068455,0.671556673567799,3320.19
19,6.31112178515375e-06,0.636612021857924,0.523558774591367,0.630781789229556,0.619329205366357,0.656957666659817,3394.43
20,6.31112178515375e-06,0.66120218579235,0.55401600801875,0.660853302700761,0.646080283665423,0.682003838214022,3313.33
21,6.31112178515375e-06,0.629781420765027,0.515011344077609,0.639611760801398,0.6309137096134,0.653436140883833,3315.41
22,6.31112178515375e-06,0.637978142076503,0.525147733448223,0.627329067706483,0.618675875208383,0.64169467257774,3379.86
23,6.31112178515375e-06,0.640710382513661,0.528019809262301,0.641344723224872,0.628130242650367,0.661753016650779,3321.37
24,6.31112178515375e-06,0.677595628415301,0.57740442478742,0.6789308461496,0.673593712788759,0.688461572948465,3310.63
25,6.31112178515375e-06,0.640710382513661,0.531121221272906,0.647820624575784,0.641078563679183,0.663130426938352,3392.69
26,6.31112178515375e-06,0.628415300546448,0.514664586583463,0.628533216689384,0.621301103437326,0.649659044588726,3313.94
27,6.31112178515375e-06,0.668032786885246,0.563755689844608,0.661279808252492,0.651298192691382,0.67841125901284,3315.98
28,6.31112178515375e-06,0.648907103825137,0.540371760290841,0.649843156603263,0.642257945013363,0.664818129049675,3390.58
29,6.31112178515375e-06,0.666666666666667,0.562882399584928,0.665302045783477,0.65246037416316,0.695248320106236,3322.57
30,6.31112178515375e-06,0.665300546448087,0.559114196650704,0.656801931315514,0.639549892831627,0.689049090573833,3312.45
31,6.31112178515375e-06,0.646174863387978,0.538101711763072,0.642960386431467,0.637909555185097,0.658768205918118,3394.37
32,6.31112178515375e-06,0.658469945355191,0.554794353916593,0.653206303949464,0.65186896350983,0.66304056877067,3319.16
33,6.31112178515375e-06,0.658469945355191,0.551692544377538,0.638042440131652,0.62769786457093,0.663492246349122,3312.32
