"Corrida","Accuracy","Kappa","Macro_F1","Macro_Rec","Macro_Prec","Tiempo_Segundos"
1,0.917344173441734,0.887907852276802,0.899329352408059,0.890389344657058,0.916622327902816,0.0199999999999996
2,0.905149051490515,0.871639417581872,0.896537904018094,0.891082004547459,0.906513959480983,0.0199999999999996
3,0.922764227642276,0.89536237363687,0.912708997369706,0.909022191456191,0.918233436776513,0.0300000000000002
4,0.905149051490515,0.870974187344681,0.896197533908117,0.886485463131611,0.909404445190987,0.0300000000000002
5,0.90650406504065,0.873614454841032,0.896446003877846,0.895180022419208,0.902345796248182,0.0299999999999994
6,0.920054200542005,0.891584354403779,0.916829660955786,0.914648756918335,0.919482603774963,0.04
7,0.915989159891599,0.885739400129353,0.894136612084816,0.881133466375852,0.911960400691345,0.0200000000000005
8,0.902439024390244,0.86767112029785,0.880788024186935,0.873541206260582,0.899387799384027,0.0199999999999996
9,0.911924119241192,0.880404187473978,0.897376200206978,0.89103540341806,0.907922894821256,0.04
10,0.937669376693767,0.915295597107655,0.917740697983334,0.908374384440094,0.931332265420501,0.0300000000000002
11,0.928184281842818,0.902933052742338,0.924459383364912,0.92534875500004,0.926283426467269,0.0299999999999994
12,0.921409214092141,0.893480257116621,0.909987504012961,0.908140093413231,0.912761215384627,0.0200000000000005
13,0.892953929539295,0.854511607479294,0.871261803186875,0.858544087979609,0.889556118999324,0.0300000000000002
14,0.907859078590786,0.874683487406919,0.897886143075242,0.890027925447805,0.913443530789068,0.0299999999999994
15,0.911924119241192,0.880359743809733,0.89877676455091,0.891285682069761,0.907698468153324,0.0300000000000002
16,0.911924119241192,0.880639574811143,0.905231902835601,0.904430280014465,0.906195033917806,0.0300000000000002
17,0.903794037940379,0.868965362022012,0.873043178438224,0.858532873080997,0.894310570271274,0.0300000000000002
18,0.913279132791328,0.882280222519092,0.901299084481101,0.893753919726398,0.912059170884452,0.00999999999999979
19,0.929539295392954,0.904611820617726,0.916541744237475,0.914729986735255,0.919726334277399,0.0300000000000002
20,0.901084010840108,0.865730898541767,0.884693608811806,0.88171614564592,0.89489858710126,0.0300000000000002
21,0.913279132791328,0.882091851126982,0.902062105886615,0.889909883711814,0.917135289425864,0.00999999999999979
22,0.907859078590786,0.874697254945044,0.893490442002551,0.884641611982021,0.904028864301455,0.0300000000000002
23,0.915989159891599,0.885942761991889,0.904109409924266,0.896698176597428,0.918309778766159,0.04
24,0.905149051490515,0.871016388858373,0.885638309847526,0.873098122257953,0.903906255287183,0.00999999999999979
25,0.932249322493225,0.907827885436806,0.926829751175445,0.914641805237011,0.941145381504302,0.0200000000000005
26,0.914634146341463,0.884016105132388,0.890962360736175,0.879412089404931,0.912395514939804,0.0300000000000002
27,0.911924119241192,0.880665407894442,0.918809868676117,0.915790967013349,0.923978293291164,0.00999999999999979
28,0.917344173441734,0.888039434153718,0.898727378344409,0.892807956713163,0.908976375099049,0.00999999999999979
29,0.905149051490515,0.871558994351182,0.88796283620744,0.885335143861743,0.891593009621316,0.04
30,0.91869918699187,0.890013810370694,0.912586897054832,0.9098670910701,0.920958277809486,0.00999999999999979
31,0.91869918699187,0.889850746268657,0.907449043631561,0.904281115264973,0.911164166393043,0.00999999999999979
32,0.932249322493225,0.908221283708159,0.934538667610047,0.932412295326369,0.937577374084427,0.0199999999999996
33,0.915989159891599,0.886139168215717,0.90383591561074,0.900327489416489,0.909808400815202,0.0200000000000005
