"Corrida","Accuracy","Kappa","Macro_F1","Macro_Rec","Macro_Prec","Tiempo_Segundos"
1,0.455555555555556,0.183333333333333,0.448148148148148,0.455555555555556,0.469312169312169,0.00999999999999091
2,0.577777777777778,0.366666666666667,0.575892857142857,0.577777777777778,0.577677224736048,0.00999999999999091
3,0.5,0.25,0.480367159612443,0.5,0.486166007905138,0.0400000000000205
4,0.522222222222222,0.283333333333333,0.503267973856209,0.522222222222222,0.516534391534392,0.00999999999999091
5,0.466666666666667,0.2,0.451381722279555,0.466666666666667,0.45679012345679,0.00999999999999091
6,0.566666666666667,0.35,0.558994708994709,0.566666666666667,0.566666666666667,0.0200000000000387
7,0.5,0.25,0.48689715356382,0.5,0.498737373737374,0.0199999999999818
8,0.522222222222222,0.283333333333333,0.495773420479303,0.522222222222222,0.552020202020202,0.0199999999999818
9,0.566666666666667,0.35,0.561219591266724,0.566666666666667,0.56334539667873,0.0300000000000296
10,0.522222222222222,0.283333333333333,0.510518475339227,0.522222222222222,0.538425292597659,0.00999999999999091
11,0.511111111111111,0.266666666666667,0.506345067362017,0.511111111111111,0.505923961096375,0.00999999999999091
12,0.511111111111111,0.266666666666667,0.510916553521544,0.511111111111111,0.518762939958592,0.0200000000000387
13,0.544444444444444,0.316666666666667,0.538471401319699,0.544444444444444,0.54174139051332,0.0100000000000477
14,0.544444444444444,0.316666666666667,0.546726190476191,0.544444444444444,0.552187028657617,0.0200000000000387
15,0.5,0.25,0.489470173432438,0.5,0.497101449275362,0.0299999999999727
16,0.533333333333333,0.3,0.501865659076061,0.533333333333333,0.535056446821153,0.0100000000000477
17,0.555555555555556,0.333333333333333,0.545015305700339,0.555555555555556,0.58390022675737,0.0200000000000387
18,0.466666666666667,0.2,0.46394098069811,0.466666666666667,0.481322323334457,0.00999999999999091
19,0.511111111111111,0.266666666666667,0.508612106730386,0.511111111111111,0.512050653594771,0.0100000000000477
20,0.511111111111111,0.266666666666667,0.504351597786013,0.511111111111111,0.510750119445772,0.0200000000000387
21,0.544444444444444,0.316666666666667,0.530701499758104,0.544444444444445,0.548001756697409,0.00999999999999091
22,0.455555555555556,0.183333333333333,0.457395192637741,0.455555555555556,0.460292580982236,0.0100000000000477
23,0.511111111111111,0.266666666666667,0.499788906982576,0.511111111111111,0.508226867982966,0.0100000000000477
24,0.533333333333333,0.3,0.525016171567896,0.533333333333333,0.522486772486772,0.0199999999999818
25,0.533333333333333,0.3,0.513961852223663,0.533333333333333,0.53489765812281,0.0100000000000477
26,0.533333333333333,0.3,0.528086385117021,0.533333333333333,0.530119863453197,0.0100000000000477
27,0.488888888888889,0.233333333333333,0.470185522240317,0.488888888888889,0.472840028188865,0.0199999999999818
28,0.477777777777778,0.216666666666667,0.475504285828727,0.477777777777778,0.499755957507895,0.0300000000000296
29,0.5,0.25,0.478367137190667,0.5,0.482135642135642,0.0199999999999818
30,0.488888888888889,0.233333333333333,0.482497935328124,0.488888888888889,0.49496204278813,0
31,0.5,0.25,0.478623491766783,0.5,0.489302967563837,0.0199999999999818
32,0.477777777777778,0.216666666666667,0.465797962377439,0.477777777777778,0.476051918413921,0.0199999999999818
33,0.6,0.4,0.592592592592593,0.6,0.590909090909091,0
