"Corrida","Accuracy","Kappa","Macro_F1","Macro_Rec","Macro_Prec","Tiempo_Segundos"
1,0.99009900990099,0.984353214562355,0.987789987789988,0.983333333333333,0.992753623188406,5.41000000000003
2,0.96039603960396,0.937169517884914,0.950419527078566,0.942592592592593,0.960204885736801,0.0400000000000205
3,0.98019801980198,0.968827160493827,0.975925925925926,0.975925925925926,0.975925925925926,0.00999999999999091
4,0.99009900990099,0.984473481936972,0.988124600347127,0.992592592592593,0.984126984126984,5.42000000000002
5,0.98019801980198,0.968827160493827,0.975925925925926,0.975925925925926,0.975925925925926,0.00999999999999091
6,0.99009900990099,0.984353214562355,0.987789987789988,0.983333333333333,0.992753623188406,0.0199999999999818
7,0.99009900990099,0.984353214562355,0.987789987789988,0.983333333333333,0.992753623188406,5.42000000000002
8,1,1,1,1,1,0.0299999999999727
9,0.98019801980198,0.968827160493827,0.975925925925926,0.975925925925926,0.975925925925926,0.0199999999999818
10,1,1,1,1,1,5.38
11,0.98019801980198,0.968584758942457,0.975209763539283,0.966666666666667,0.985815602836879,0.00999999999999091
12,0.99009900990099,0.984353214562355,0.987789987789988,0.983333333333333,0.992753623188406,0.0200000000000387
13,0.99009900990099,0.984473481936972,0.988124600347127,0.992592592592593,0.984126984126984,5.38999999999999
14,0.99009900990099,0.984353214562355,0.987789987789988,0.983333333333333,0.992753623188406,0.00999999999999091
15,0.98019801980198,0.968827160493827,0.975925925925926,0.975925925925926,0.975925925925926,0.0199999999999818
16,0.98019801980198,0.968827160493827,0.975925925925926,0.975925925925926,0.975925925925926,5.5
17,0.99009900990099,0.984353214562355,0.987789987789988,0.983333333333333,0.992753623188406,0.0199999999999818
18,0.99009900990099,0.984353214562355,0.987789987789988,0.983333333333333,0.992753623188406,0
19,0.99009900990099,0.984353214562355,0.987789987789988,0.983333333333333,0.992753623188406,5.49000000000001
20,0.99009900990099,0.984473481936972,0.988124600347127,0.992592592592593,0.984126984126984,0.0199999999999818
21,1,1,1,1,1,0
22,0.97029702970297,0.953059643687064,0.963369963369963,0.959259259259259,0.967963386727689,5.32999999999998
23,0.99009900990099,0.984353214562355,0.987789987789988,0.983333333333333,0.992753623188406,0.00999999999999091
24,0.99009900990099,0.984353214562355,0.987789987789988,0.983333333333333,0.992753623188406,0.0300000000000296
25,0.97029702970297,0.953059643687064,0.963369963369963,0.959259259259259,0.967963386727689,5.44
26,0.97029702970297,0.953059643687064,0.963369963369963,0.959259259259259,0.967963386727689,0.0200000000000387
27,0.99009900990099,0.984353214562355,0.987789987789988,0.983333333333333,0.992753623188406,0.00999999999999091
28,0.99009900990099,0.984353214562355,0.987789987789988,0.983333333333333,0.992753623188406,5.39999999999998
29,0.97029702970297,0.952693208430913,0.96222028480093,0.95,0.979166666666667,0.0199999999999818
30,0.98019801980198,0.968827160493827,0.975925925925926,0.975925925925926,0.975925925925926,0.00999999999999091
31,0.98019801980198,0.968827160493827,0.975925925925926,0.975925925925926,0.975925925925926,5.49000000000001
32,0.99009900990099,0.984353214562355,0.987789987789988,0.983333333333333,0.992753623188406,0.0200000000000387
33,1,1,1,1,1,0.00999999999999091
