"Corrida","Accuracy","Kappa","Macro_F1","Macro_Rec","Macro_Prec","Tiempo_Segundos"
1,0.898373983739837,0.862824258916423,0.907042952000281,0.909096307086536,0.905744893469679,0.0199999999999996
2,0.873983739837398,0.830120168805614,0.879128293130598,0.885461885534153,0.873724369197216,0.00999999999999979
3,0.872628726287263,0.828793121319664,0.867477665407739,0.883362671029138,0.853983082177105,0.0199999999999996
4,0.897018970189702,0.860824857383195,0.90047403211616,0.905270773658982,0.896315278422436,0.0300000000000002
5,0.878048780487805,0.835932752683816,0.881428702039641,0.890173780221954,0.874345020212143,0.04
6,0.876693766937669,0.833794067786124,0.886108515749367,0.896136185589629,0.8776076551376,0.0100000000000007
7,0.878048780487805,0.835224946972798,0.860645299915425,0.862296606047321,0.860916773304982,0.0200000000000005
8,0.872628726287263,0.827626648643813,0.871739437915551,0.87155393404641,0.874861416408001,0.0199999999999996
9,0.87940379403794,0.837029905888133,0.863401388643601,0.867730654106436,0.859341353880699,0.0300000000000002
10,0.860433604336043,0.811506873772541,0.858966576636095,0.859086935135928,0.859852560990411,0.00999999999999979
11,0.883468834688347,0.842751526203124,0.886097740904253,0.89096425503582,0.882326213058972,0.0199999999999996
12,0.872628726287263,0.828245890721287,0.876449445166449,0.890457622316866,0.865565952898192,0.0300000000000002
13,0.872628726287263,0.827140005830773,0.868012453664871,0.869213788810703,0.867717671238398,0.00999999999999979
14,0.882113821138211,0.84095773140717,0.890141680422902,0.890362346385193,0.891661082397617,0.0300000000000002
15,0.855013550135501,0.804188694591297,0.833533302411797,0.842391179215065,0.827187540797687,0.00999999999999979
16,0.873983739837398,0.829908404211027,0.883296246175651,0.894017086999323,0.875227009832273,0.00999999999999979
17,0.848238482384824,0.793901523746356,0.847688685345346,0.843956731979522,0.851682564938272,0.0100000000000007
18,0.865853658536585,0.819245632177652,0.859050161205895,0.865956967347401,0.853153114039568,0.0299999999999994
19,0.883468834688347,0.842380142301913,0.872877561326979,0.873916359607092,0.872555702442409,0
20,0.883468834688347,0.842776456599287,0.877871017885747,0.88990087851804,0.867829806905437,0.0100000000000007
21,0.868563685636856,0.822059934775692,0.863728769376843,0.864908532963294,0.863809838775032,0.0199999999999996
22,0.845528455284553,0.791252825451018,0.837279051322635,0.840306061327689,0.834603048167341,0.00999999999999979
23,0.887533875338753,0.848289561022003,0.882001489471815,0.886978708716997,0.877991620848401,0.0100000000000007
24,0.86449864498645,0.817106717486878,0.866311493727617,0.875223524544992,0.85968815291663,0.0199999999999996
25,0.860433604336043,0.811187560545468,0.866064989232129,0.863896139514707,0.869131512058253,0.0299999999999994
26,0.867208672086721,0.820504802322984,0.862251744093154,0.861305427679401,0.865250640741151,0.00999999999999979
27,0.867208672086721,0.821169209770861,0.865348833935483,0.872799149050833,0.85919005384859,0
28,0.872628726287263,0.828789741007833,0.888169862393891,0.894870513047807,0.884910756118752,0.0300000000000002
29,0.855013550135501,0.805049178385211,0.850430833143396,0.86120284002971,0.843108126272964,0.0199999999999996
30,0.863143631436314,0.815759942655165,0.852208688939276,0.861751562626448,0.844127052300436,0.0100000000000007
31,0.87940379403794,0.837420792079208,0.89126378916211,0.897575220686405,0.885867191130395,0.00999999999999979
32,0.872628726287263,0.827793099510725,0.878541939285592,0.878885603350427,0.878738299236463,0.0100000000000007
33,0.871273712737127,0.826353371261,0.87743983095272,0.884214036845031,0.872068327404884,0.0199999999999996
