"Corrida","Accuracy","Kappa","Macro_F1","Macro_Rec","Macro_Prec","Tiempo_Segundos"
1,0.970588235294118,0.93674653966364,0.976744186046512,0.981308411214953,0.972222222222222,0.0200000000000014
2,0.935294117647059,0.863523573200993,0.947368421052632,0.925233644859813,0.970588235294118,0.0199999999999996
3,0.952941176470588,0.898461997909512,0.962962962962963,0.97196261682243,0.954128440366973,0
4,0.958823529411765,0.910861423220974,0.967741935483871,0.981308411214953,0.954545454545455,0
5,0.958823529411765,0.911445155529097,0.967441860465116,0.97196261682243,0.962962962962963,0.0199999999999996
6,0.947058823529412,0.886143771394553,0.958139534883721,0.962616822429907,0.953703703703704,0.00999999999999979
7,0.976470588235294,0.949230998954756,0.981481481481482,0.990654205607477,0.972477064220184,0.0200000000000014
8,0.935294117647059,0.860842387260009,0.948837209302326,0.953271028037383,0.944444444444444,0.00999999999999979
9,0.976470588235294,0.949562379468921,0.981308411214953,0.981308411214953,0.981308411214953,0.0199999999999996
10,0.964705882352941,0.924343569203382,0.97196261682243,0.97196261682243,0.97196261682243,0.0200000000000014
11,0.964705882352941,0.924834193072955,0.971698113207547,0.962616822429907,0.980952380952381,0.00999999999999979
12,0.976470588235294,0.949230998954756,0.981481481481482,0.990654205607477,0.972477064220184,0.0199999999999996
13,0.952941176470588,0.899778924097273,0.962264150943396,0.953271028037383,0.971428571428571,0.00999999999999979
14,0.964705882352941,0.923846498432134,0.972222222222222,0.981308411214953,0.963302752293578,0
15,0.970588235294118,0.937564272072866,0.976303317535545,0.962616822429907,0.990384615384615,0.0199999999999996
16,0.952941176470588,0.900424659540196,0.961904761904762,0.94392523364486,0.980582524271845,0.0199999999999996
17,0.958823529411765,0.911445155529097,0.967441860465116,0.97196261682243,0.962962962962963,0
18,0.952941176470588,0.898461997909512,0.962962962962963,0.97196261682243,0.954128440366973,0.0199999999999996
19,0.964705882352941,0.924834193072955,0.971698113207547,0.962616822429907,0.980952380952381,0.0199999999999996
20,0.958823529411765,0.910861423220974,0.967741935483871,0.981308411214953,0.954545454545455,0.00999999999999979
21,0.941176470588235,0.874723655121592,0.952830188679245,0.94392523364486,0.961904761904762,0.0199999999999996
22,0.976470588235294,0.949562379468921,0.981308411214953,0.981308411214953,0.981308411214953,0.0199999999999996
23,0.935294117647059,0.861747745083543,0.948356807511737,0.94392523364486,0.952830188679245,0.00999999999999979
24,0.976470588235294,0.949230998954756,0.981481481481482,0.990654205607477,0.972477064220184,0
25,0.964705882352941,0.925318494655147,0.971428571428571,0.953271028037383,0.990291262135922,0.00999999999999979
26,0.970588235294118,0.937965260545906,0.976076555023924,0.953271028037383,1,0
27,0.958823529411765,0.912021292325891,0.967136150234742,0.962616822429907,0.971698113207547,0.0200000000000014
28,0.935294117647059,0.860842387260009,0.948837209302326,0.953271028037383,0.944444444444444,0.0199999999999996
29,0.958823529411765,0.913151364764268,0.966507177033493,0.94392523364486,0.990196078431373,0
30,0.970588235294118,0.93674653966364,0.976744186046512,0.981308411214953,0.972222222222222,0.00999999999999979
31,0.952941176470588,0.898461997909512,0.962962962962963,0.97196261682243,0.954128440366973,0.0199999999999996
32,0.970588235294118,0.937158065947065,0.976525821596244,0.97196261682243,0.981132075471698,0
33,0.917647058823529,0.827960098308515,0.932038834951456,0.897196261682243,0.96969696969697,0.00999999999999979
