"Dataset","Mean_Accuracy","Std_Accuracy","Mean_F1","Std_F1","Mean_Precision","Std_precision","Mean_Recall","Std_Recall"
"3.1.Cebolla3D.csv",0.973333333333333,0,0.97328320802005,0,0.975151515151515,0,0.973333333333333,0
