"Dataset","Mean_Accuracy","Std_Accuracy","Mean_F1","Std_F1","Mean_Precision","Std_precision","Mean_Recall","Std_Recall"
"1.4.wines.csv",0.972570806100218,0.0013265784664181,0.973754295087628,0.00127559852225091,0.978756613756614,0.000704744810284615,0.975624338624339,0.000878035361825819
