"Dataset","Mean_Accuracy","Std_Accuracy","Mean_F1","Std_F1","Mean_Precision","Std_precision","Mean_Recall","Std_Recall"
"3.2.Cebolla10D.csv",0.956666666666667,0.00716526316115343,0.956313629320315,0.00729032010129624,0.961041936458603,0.00660899869212328,0.956666666666667,0.00716526316115343
