"Corrida","Sigma_Optimo","Accuracy","Kappa","Macro_F1","Macro_Rec","Macro_Prec"
1,0.00255953235400049,0.966666666666667,0.95,0.966647823629169,0.966666666666667,0.967741935483871
2,0.00127976617700025,0.966666666666667,0.95,0.96664844177146,0.966666666666667,0.967672413793103
3,0.00255953235400049,0.977777777777778,0.966666666666666,0.977753058954394,0.977777777777778,0.979166666666667
4,0.00255953235400049,0.922222222222222,0.883333333333333,0.922074784418674,0.922222222222222,0.926301555104801
5,0.00127976617700025,0.944444444444444,0.916666666666667,0.944277183070671,0.944444444444444,0.948438634713144
6,0.000639883088500123,0.855555555555556,0.783333333333333,0.853676470588235,0.855555555555556,0.875070028011204
7,0.00127976617700025,0.944444444444444,0.916666666666667,0.943399155489319,0.944444444444444,0.950031625553447
8,0.000639883088500123,0.966666666666667,0.95,0.96664844177146,0.966666666666667,0.967672413793103
9,0.000639883088500123,0.944444444444444,0.916666666666667,0.94438104780725,0.944444444444444,0.946908602150538
10,0.00191964926550037,0.988888888888889,0.983333333333333,0.988885801611559,0.988888888888889,0.989247311827957
11,0.00255953235400049,0.955555555555556,0.933333333333333,0.955530836732172,0.955555555555556,0.956944444444444
12,0.00191964926550037,0.988888888888889,0.983333333333333,0.988885801611559,0.988888888888889,0.989247311827957
13,0.00127976617700025,0.955555555555556,0.933333333333333,0.955488760865733,0.955555555555556,0.957792207792208
14,0.00255953235400049,0.966666666666667,0.95,0.966583124477861,0.966666666666667,0.96969696969697
15,0.00127976617700025,0.933333333333333,0.9,0.932994971130564,0.933333333333333,0.93956043956044
16,0.00127976617700025,0.933333333333333,0.9,0.933189655172414,0.933333333333333,0.936974789915966
17,0.00127976617700025,0.977777777777778,0.966666666666666,0.977753058954394,0.977777777777778,0.979166666666667
18,0.00191964926550037,0.966666666666667,0.95,0.966583124477861,0.966666666666667,0.96969696969697
19,0.00127976617700025,0.933333333333333,0.9,0.933249791144528,0.933333333333333,0.936363636363636
20,0.00191964926550037,0.955555555555556,0.933333333333333,0.955488760865733,0.955555555555556,0.957792207792208
21,0.00127976617700025,0.955555555555556,0.933333333333333,0.955488760865733,0.955555555555556,0.957792207792208
22,0.00191964926550037,0.955555555555556,0.933333333333333,0.955488760865733,0.955555555555556,0.957792207792208
23,0.00255953235400049,0.977777777777778,0.966666666666666,0.977774690500448,0.977777777777778,0.978136200716846
24,0.00255953235400049,0.944444444444444,0.916666666666667,0.944277183070671,0.944444444444444,0.948438634713144
25,0.00191964926550037,0.966666666666667,0.95,0.966583124477861,0.966666666666667,0.96969696969697
26,0.00127976617700025,0.955555555555556,0.933333333333333,0.955488760865733,0.955555555555556,0.957792207792208
27,0.00191964926550037,0.966666666666667,0.95,0.96664844177146,0.966666666666667,0.967672413793103
28,0.00127976617700025,0.933333333333333,0.9,0.933189655172414,0.933333333333333,0.936974789915966
29,0.00127976617700025,0.922222222222222,0.883333333333333,0.921623009758603,0.922222222222222,0.931111111111111
30,0.00639883088500123,0.944444444444444,0.916666666666667,0.944270968861133,0.944444444444444,0.948843271423917
31,0.00255953235400049,0.966666666666667,0.95,0.966647823629169,0.966666666666667,0.967741935483871
32,0.00127976617700025,0.944444444444444,0.916666666666667,0.94438104780725,0.944444444444444,0.946908602150538
33,0.00191964926550037,0.922222222222222,0.883333333333333,0.92190724448789,0.922222222222222,0.928661616161616
