"Corrida","Sigma_Optimo","Accuracy","Kappa","Macro_F1","Macro_Rec","Macro_Prec"
1,0.00214277449534338,0.944444444444444,0.916666666666667,0.944384143682799,0.944444444444444,0.946708463949843
2,0.0107138724767169,0.966666666666667,0.95,0.96664844177146,0.966666666666667,0.967672413793103
3,0.0107138724767169,0.977777777777778,0.966666666666666,0.977774690500448,0.977777777777778,0.978136200716846
4,0.0107138724767169,0.944444444444444,0.916666666666667,0.944384143682799,0.944444444444444,0.946708463949843
5,0.00535693623835844,0.944444444444444,0.916666666666667,0.944277183070671,0.944444444444444,0.948438634713144
6,0.0107138724767169,0.966666666666667,0.95,0.966647823629169,0.966666666666667,0.967741935483871
7,0.0107138724767169,0.977777777777778,0.966666666666666,0.977774690500448,0.977777777777778,0.978136200716846
8,0.0107138724767169,0.966666666666667,0.95,0.96664844177146,0.966666666666667,0.967672413793103
9,0.00214277449534338,0.988888888888889,0.983333333333333,0.988885801611559,0.988888888888889,0.989247311827957
10,0.0107138724767169,0.966666666666667,0.95,0.966657404834676,0.966666666666667,0.967000370782351
11,0.00214277449534338,0.955555555555556,0.933333333333333,0.955488760865733,0.955555555555556,0.957792207792208
12,0.0107138724767169,0.955555555555556,0.933333333333333,0.955147694969719,0.955555555555556,0.956150793650794
13,0.0160708087150753,0.977777777777778,0.966666666666666,0.977753058954394,0.977777777777778,0.979166666666667
14,0.0160708087150753,0.955555555555556,0.933333333333333,0.955147694969719,0.955555555555556,0.956150793650794
15,0.00535693623835844,0.988888888888889,0.983333333333333,0.988885801611559,0.988888888888889,0.989247311827957
16,0.00214277449534338,0.955555555555556,0.933333333333333,0.955530836732172,0.955555555555556,0.956944444444444
17,0.0107138724767169,0.977777777777778,0.966666666666666,0.977774690500448,0.977777777777778,0.978136200716846
18,0.00214277449534338,0.955555555555556,0.933333333333333,0.955530836732172,0.955555555555556,0.956944444444444
19,0.00214277449534338,0.933333333333333,0.9,0.933189655172414,0.933333333333333,0.936974789915966
20,0.0107138724767169,0.966666666666667,0.95,0.966475255472199,0.966666666666667,0.966641947843283
21,0.0107138724767169,0.988888888888889,0.983333333333333,0.988885801611559,0.988888888888889,0.989247311827957
22,0.0107138724767169,0.988888888888889,0.983333333333333,0.988885801611559,0.988888888888889,0.989247311827957
23,0.0107138724767169,0.966666666666667,0.95,0.966657404834676,0.966666666666667,0.967000370782351
24,0.0107138724767169,0.988888888888889,0.983333333333333,0.988885801611559,0.988888888888889,0.989247311827957
25,0.00214277449534338,0.966666666666667,0.95,0.96664844177146,0.966666666666667,0.967672413793103
26,0.0107138724767169,0.955555555555556,0.933333333333333,0.955153570755606,0.955555555555556,0.955837173579109
27,0.00214277449534338,0.966666666666667,0.95,0.966647823629169,0.966666666666667,0.967741935483871
28,0.0107138724767169,0.977777777777778,0.966666666666666,0.977753058954394,0.977777777777778,0.979166666666667
29,0.00214277449534338,0.966666666666667,0.95,0.96664844177146,0.966666666666667,0.967672413793103
30,0.0107138724767169,0.977777777777778,0.966666666666666,0.977777777777778,0.977777777777778,0.977777777777778
31,0.00214277449534338,0.988888888888889,0.983333333333333,0.988885801611559,0.988888888888889,0.989247311827957
32,0.0107138724767169,0.977777777777778,0.966666666666666,0.977774690500448,0.977777777777778,0.978136200716846
33,0.0535693623835844,0.911111111111111,0.866666666666666,0.910213243546577,0.911111111111111,0.921296296296296
