"Dataset","Mean_Accuracy","Std_Accuracy","Mean_F1","Std_F1","Mean_Precision","Std_precision","Mean_Recall","Std_Recall"
"3.3.Cebolla20D.csv",0.902888888888889,0.0145621493648829,0.901524455408704,0.0149057342215679,0.91206372639706,0.0128880986418263,0.902888888888889,0.0145621493648829
