"Dataset","Mean_Accuracy","Std_Accuracy","Mean_F1","Std_F1","Mean_Precision","Std_precision","Mean_Recall","Std_Recall"
"4.2.Ionosphere.csv",0.936634920634921,0.0100959454557784,0.90202422699486,0.0176312530416919,0.981923335923336,0.0113349696554114,0.839957264957265,0.0287934646678408
