"Dataset","Mean_Accuracy","Std_Accuracy","Mean_F1","Std_F1","Mean_Precision","Std_precision","Mean_Recall","Std_Recall"
"1.4.wines.csv",0.989761495241371,0.00350928629864516,0.990416682083349,0.00355599001210643,0.990883597883598,0.00348075514716691,0.991378306878307,0.00306645518159099
