"Dataset","Mean_Accuracy","Std_Accuracy","Mean_F1","Std_F1","Mean_Precision","Std_precision","Mean_Recall","Std_Recall"
"4.1.CancerWisconsin.csv",0.973525732434535,0.0035146555670161,0.979609497971366,0.00269383731614424,0.964171993065446,0.00470208382719957,0.99634126984127,0.00258371701412736
