Metrica,Media,Std_Dev
Accuracy,0.7615283267457182,0.023214124406853203
F1-Score,0.7384776178939705,0.02523643619832506
Recall,0.7401010101010097,0.025858529023387374
Precision,0.7382031095418095,0.02528232259715466
Vars_E1,5.181818181818182,0.9504783484693854
Vars_E2,9.181818181818182,2.639300871615264
Tiempo,510.6258972045454,291.2300855521832
