Metrica,Media,Std_Dev
Accuracy,0.897979797979798,0.03679423782536161
F1-Score,0.8968500158822401,0.03782530991440356
Recall,0.897979797979798,0.036794237825361585
Precision,0.9043522557376958,0.03426115365271754
Vars_E1,8.030303030303031,0.8833476270999034
Vars_E2,19.181818181818183,4.869898262891032
Tiempo,2282.0352062135157,1077.9837987853464
