Metrica,Media,Std_Dev
Accuracy,0.9433962264150945,0.038029517680653525
F1-Score,0.9451852236420741,0.036722291049218425
Recall,0.945625248838047,0.037414471674846454
Precision,0.9473070799645029,0.035609562114915276
Vars_E1,5.9393939393939394,1.1439895634192303
Vars_E2,5.757575757575758,1.5006311803351084
Tiempo,889.572464602091,431.5817921177535
