Metrica,Media,Std_Dev
Accuracy,0.9176602086438151,0.009323662448036455
F1-Score,0.918753930727073,0.009279971507229982
Recall,0.923948703515267,0.009273623853621956
Precision,0.9181756396737939,0.010303902949237194
Vars_E1,9.333333333333334,0.5400617248673216
Vars_E2,29.90909090909091,3.075748245992717
Tiempo,1256.8423893882423,313.96474098592074
