Metrica,Media,Std_Dev
Accuracy,0.982898289828983,0.011941043349614412
F1-Score,0.9788919757600925,0.01500950242234101
Recall,0.9769360269360271,0.016349154785562158
Precision,0.9817120826565903,0.015241041351672898
Vars_E1,2.9696969696969697,0.1740776559556979
Vars_E2,3.0,0.25
Tiempo,4.362892307060606,5.507156495229659
