Metrica,Media,Std_Dev
Accuracy,0.7794270833333334,0.004518894126673761
F1-Score,0.7555296222946777,0.0047319319769552
Recall,0.7592837955272665,0.004360015873020694
Precision,0.7568216907592485,0.005665781222120165
Vars_E1,5.0,0.0
Vars_E2,9.2,0.6324555320336759
Tiempo,172.9921208637,5.555084659186439
