Metrica,Media,Std_Dev
Accuracy,0.9447293447293447,0.00997829100593634
F1-Score,0.9361113419105722,0.009409016584304196
Recall,0.928994676206424,0.0093288962806644
Precision,0.9507131023261964,0.010691502147569082
Vars_E1,7.9,0.9944289260117531
Vars_E2,23.2,7.612854625930772
Tiempo,1335.4473220155999,21.753510109741075
