"Corrida","Cost_Optimo","Gamma_Optimo","Accuracy","Kappa","Macro_F1","Macro_Rec","Macro_Prec","Tiempo_Segundos"
1,10,0.398071150651429,0.977777777777778,0.966666666666666,0.977774690500448,0.977777777777778,0.978136200716846,1.31
2,0.1,31.8456920521143,0.977777777777778,0.966666666666666,0.977774690500448,0.977777777777778,0.978136200716846,1.21
3,1,0.796142301302857,1,1,1,1,1,1.23
4,0.1,7.96142301302857,0.966666666666667,0.95,0.96664844177146,0.966666666666667,0.967672413793103,1.25
5,10,0.398071150651429,0.988888888888889,0.983333333333333,0.988885801611559,0.988888888888889,0.989247311827957,1.26
6,0.1,7.96142301302857,1,1,1,1,1,1.25
7,0.1,7.96142301302857,1,1,1,1,1,1.33
8,0.1,31.8456920521143,0.966666666666667,0.95,0.966238971304517,0.966666666666667,0.968413978494624,1.22
9,100,0.0796142301302857,0.988888888888889,0.983333333333333,0.988885801611559,0.988888888888889,0.989247311827957,1.22
10,1,3.98071150651429,1,1,1,1,1,1.3
11,10,0.398071150651429,1,1,1,1,1,1.19
12,100,0.398071150651429,0.977777777777778,0.966666666666666,0.977576785377803,0.977777777777778,0.978494623655914,1.23
13,0.1,15.9228460260571,1,1,1,1,1,1.26
14,0.1,7.96142301302857,0.988888888888889,0.983333333333333,0.988885801611559,0.988888888888889,0.989247311827957,1.24
15,0.1,159.228460260571,1,1,1,1,1,1.23
16,0.1,63.6913841042286,0.988888888888889,0.983333333333333,0.988885801611559,0.988888888888889,0.989247311827957,1.28
17,10,0.398071150651429,0.977777777777778,0.966666666666666,0.977774690500448,0.977777777777778,0.978136200716846,1.24
18,0.1,31.8456920521143,1,1,1,1,1,1.2
19,0.1,3.98071150651429,0.988888888888889,0.983333333333333,0.988885801611559,0.988888888888889,0.989247311827957,1.28
20,1,1.19421345195429,1,1,1,1,1,1.25
21,0.1,63.6913841042286,1,1,1,1,1,1.2
22,0.1,31.8456920521143,0.966666666666667,0.95,0.966583124477861,0.966666666666667,0.96969696969697,1.25
23,0.1,31.8456920521143,0.944444444444444,0.916666666666667,0.94438104780725,0.944444444444444,0.946908602150538,1.17
24,100,0.159228460260571,1,1,1,1,1,1.25
25,100,0.0796142301302857,0.988888888888889,0.983333333333333,0.988885801611559,0.988888888888889,0.989247311827957,1.23
26,1,3.98071150651429,0.988888888888889,0.983333333333333,0.988885801611559,0.988888888888889,0.989247311827957,1.3
27,1,7.96142301302857,0.988888888888889,0.983333333333333,0.988885801611559,0.988888888888889,0.989247311827957,1.21
28,10,0.796142301302857,0.988888888888889,0.983333333333333,0.988885801611559,0.988888888888889,0.989247311827957,1.29
29,0.1,3.98071150651429,0.988888888888889,0.983333333333333,0.988885801611559,0.988888888888889,0.989247311827957,1.21
30,0.1,7.96142301302857,1,1,1,1,1,1.22
31,10,0.398071150651429,0.988888888888889,0.983333333333333,0.988885801611559,0.988888888888889,0.989247311827957,1.28
32,10,0.159228460260571,0.988888888888889,0.983333333333333,0.988885801611559,0.988888888888889,0.989247311827957,1.22
33,100,0.0796142301302857,0.988888888888889,0.983333333333333,0.988885801611559,0.988888888888889,0.989247311827957,1.22
