"Corrida","Cost_Optimo","Gamma_Optimo","Accuracy","Kappa","Macro_F1","Macro_Rec","Macro_Prec","Tiempo_Segundos"
1,0.1,0.771769299734154,0.844444444444444,0.766666666666666,0.842486383569768,0.844444444444444,0.854554865424431,4.36
2,0.1,7.71769299734154,0.922222222222222,0.883333333333333,0.921929048970791,0.922222222222222,0.927689594356261,2.8
3,0.1,0.771769299734154,0.877777777777778,0.816666666666667,0.877212647704451,0.877777777777778,0.887864823348694,2.8
4,0.1,7.71769299734154,0.844444444444444,0.766666666666667,0.843371194342752,0.844444444444444,0.859159159159159,4.39
5,0.1,0.385884649867077,0.777777777777778,0.666666666666667,0.774164925437216,0.777777777777778,0.80849358974359,2.67
6,0.1,7.71769299734154,0.755555555555556,0.633333333333333,0.751304653316726,0.755555555555556,0.788346883468835,2.88
7,0.1,3.85884649867077,0.855555555555556,0.783333333333333,0.85275666885574,0.855555555555556,0.86414554905783,4.44
8,0.1,38.5884649867077,0.855555555555556,0.783333333333333,0.85389878938266,0.855555555555556,0.871527777777778,2.73
9,0.1,0.385884649867077,0.911111111111111,0.866666666666666,0.910912698412698,0.911111111111111,0.916339869281046,2.77999999999999
10,0.1,57.8826974800615,0.9,0.85,0.899701992922332,0.9,0.9064039408867,4.31
11,0.1,0.385884649867077,0.822222222222222,0.733333333333333,0.818720961578104,0.822222222222222,0.8505291005291,2.7
12,0.1,0.385884649867077,0.844444444444444,0.766666666666666,0.843287506573511,0.844444444444444,0.858395989974937,2.75
13,0.1,0.771769299734154,0.766666666666667,0.65,0.76304607304846,0.766666666666667,0.795626576955425,4.26
14,0.1,7.71769299734154,0.844444444444444,0.766666666666666,0.841069358119025,0.844444444444444,0.865114560236511,2.84
15,0.1,19.2942324933538,0.811111111111111,0.716666666666667,0.80919449010827,0.811111111111111,0.831122900088417,2.88
16,0.1,192.942324933538,0.888888888888889,0.833333333333333,0.888500388500388,0.888888888888889,0.896825396825397,4.23
17,0.1,38.5884649867077,0.877777777777778,0.816666666666667,0.876434676434676,0.877777777777778,0.893506493506493,2.76
18,0.1,3.85884649867077,0.855555555555556,0.783333333333333,0.854457891609594,0.855555555555556,0.86809616634178,2.83
19,0.1,7.71769299734154,0.822222222222222,0.733333333333333,0.819572900218062,0.822222222222222,0.835542929292929,4.21
20,0.1,3.85884649867077,0.888888888888889,0.833333333333333,0.88841618151963,0.888888888888889,0.896825396825397,2.88
21,0.1,3.85884649867077,0.866666666666667,0.8,0.865817688094012,0.866666666666667,0.879464285714286,2.8
22,0.1,7.71769299734154,0.911111111111111,0.866666666666666,0.910838103215599,0.911111111111111,0.916666666666667,4.17
23,0.1,57.8826974800615,0.877777777777778,0.816666666666667,0.877247046738572,0.877777777777778,0.886973180076628,2.83
24,0.1,0.385884649867077,0.866666666666667,0.8,0.865817688094012,0.866666666666667,0.879464285714286,2.81
25,0.1,19.2942324933538,0.855555555555556,0.783333333333333,0.853676470588235,0.855555555555556,0.875070028011204,4.22
26,0.1,3.85884649867077,0.877777777777778,0.816666666666667,0.876497795989321,0.877777777777778,0.882089175192623,2.86
27,1,0.771769299734154,0.822222222222222,0.733333333333333,0.819993571198971,0.822222222222222,0.843803056027165,2.67
28,0.1,0.771769299734154,0.822222222222222,0.733333333333333,0.820329094565125,0.822222222222222,0.843186936936937,3.94
29,0.1,7.71769299734154,0.822222222222222,0.733333333333333,0.820542558909225,0.822222222222222,0.83974358974359,2.73
30,0.1,0.771769299734154,0.8,0.7,0.795454545454545,0.8,0.833333333333333,2.8
31,0.1,0.771769299734154,0.833333333333333,0.75,0.828329882677709,0.833333333333333,0.867132867132867,3.95
32,0.1,3.85884649867077,0.788888888888889,0.683333333333333,0.786085002237903,0.788888888888889,0.815331010452962,2.88
33,0.1,19.2942324933538,0.833333333333333,0.75,0.831508360920126,0.833333333333333,0.853535353535354,2.7
