"Bloque_Friedman","Corrida_Original","Accuracy","Kappa","Macro_F1","Macro_Rec","Macro_Prec","Tiempo_R_Segundos","Vars_E1","Nombres_E1","Vars_E2","Nombres_E2","Tiempo_Julia_AG","Ahorro_Espacio"
21,21,0.911924119241192,0.880879657910812,0.891554602947792,0.881903652877709,0.907401278562836,0.00999999999999801,10,"i_analf, i_asistesc, i_edbasinc, i_sdsalud, i_ptierra, i_noagua, i_nodren, i_noelec, i_nolav, i_noref",33,"i_analf, i_edbasinc, i_sdsalud, i_noagua, i_nodren, i_noelec, i_noref, i_analf^2, i_asistesc*i_analf, i_analf*i_edbasinc, i_analf*i_sdsalud, i_analf*i_noref, i_asistesc*i_edbasinc, i_asistesc*i_sdsalud, i_asistesc*i_ptierra, i_asistesc*i_noelec, i_edbasinc^2, i_ptierra*i_edbasinc, i_edbasinc*i_noagua, i_edbasinc*i_noelec, i_ptierra*i_sdsalud, i_noagua*i_sdsalud, i_noelec*i_sdsalud, i_nolav*i_sdsalud, i_noref*i_sdsalud, i_nodren*i_ptierra, i_ptierra*i_noelec, i_nolav*i_ptierra, i_nodren*i_noagua, i_nodren^2, i_noelec^2, i_noref*i_noelec, i_noref^2",760.020442143,0.468334441489362
22,22,0.921409214092141,0.893680808943887,0.88767500771165,0.882509146011292,0.899371228063486,0.0300000000000011,10,"i_analf, i_asistesc, i_edbasinc, i_sdsalud, i_ptierra, i_noagua, i_nodren, i_noelec, i_nolav, i_noref",39,"i_analf, i_edbasinc, i_sdsalud, i_ptierra, i_noagua, i_nodren, i_nolav, i_noref, i_analf^2, i_analf*i_edbasinc, i_ptierra*i_analf, i_analf*i_noagua, i_analf*i_noref, i_asistesc*i_edbasinc, i_asistesc*i_ptierra, i_asistesc*i_noelec, i_asistesc*i_nolav, i_asistesc*i_noref, i_edbasinc^2, i_ptierra*i_edbasinc, i_edbasinc*i_noagua, i_edbasinc*i_noelec, i_sdsalud^2, i_ptierra*i_sdsalud, i_noagua*i_sdsalud, i_nodren*i_sdsalud, i_nolav*i_sdsalud, i_noref*i_sdsalud, i_ptierra^2, i_ptierra*i_noagua, i_nodren*i_ptierra, i_ptierra*i_noelec, i_nolav*i_ptierra, i_nolav*i_noagua, i_noref*i_noagua, i_nodren*i_noelec, i_nodren*i_nolav, i_noelec^2, i_nolav*i_noelec",665.345383221,0.471077127659574
23,23,0.93360433604336,0.910131738193639,0.914538657120719,0.910132114324031,0.92274260654577,0.159999999999997,11,"i_analf, i_asistesc, i_edbasinc, i_sdsalud, i_ptierra, i_nosan, i_noagua, i_nodren, i_noelec, i_nolav, i_noref",39,"i_asistesc, i_edbasinc, i_sdsalud, i_ptierra, i_nosan, i_noagua, i_nodren, i_noelec, i_noref, i_analf^2, i_analf*i_edbasinc, i_analf*i_sdsalud, i_analf*i_nosan, i_analf*i_noagua, i_analf*i_noelec, i_nolav*i_analf, i_analf*i_noref, i_asistesc*i_edbasinc, i_asistesc*i_noref, i_edbasinc^2, i_ptierra*i_edbasinc, i_edbasinc*i_noagua, i_edbasinc*i_noelec, i_ptierra*i_sdsalud, i_nodren*i_sdsalud, i_noelec*i_sdsalud, i_nolav*i_sdsalud, i_ptierra*i_nosan, i_ptierra*i_noagua, i_nodren*i_ptierra, i_nolav*i_ptierra, i_nosan^2, i_nosan*i_noelec, i_noref*i_nosan, i_noagua*i_noelec, i_nodren*i_noelec, i_nodren*i_nolav, i_nolav*i_noelec, i_noref*i_noelec",704.227430792,0.465342420212766
24,24,0.930894308943089,0.906422716321949,0.90744078693606,0.897681269820091,0.924988144373946,0.0300000000000011,11,"i_analf, i_asistesc, i_edbasinc, i_sdsalud, i_ptierra, i_nosan, i_noagua, i_nodren, i_noelec, i_nolav, i_noref",43,"i_analf, i_asistesc, i_edbasinc, i_sdsalud, i_ptierra, i_nosan, i_noagua, i_nodren, i_nolav, i_noref, i_analf^2, i_asistesc*i_analf, i_analf*i_edbasinc, i_ptierra*i_analf, i_analf*i_nosan, i_nodren*i_analf, i_analf*i_noref, i_asistesc^2, i_asistesc*i_edbasinc, i_asistesc*i_sdsalud, i_asistesc*i_ptierra, i_asistesc*i_noagua, i_nodren*i_asistesc, i_edbasinc^2, i_edbasinc*i_sdsalud, i_ptierra*i_edbasinc, i_nosan*i_edbasinc, i_edbasinc*i_noagua, i_nodren*i_edbasinc, i_edbasinc*i_noelec, i_nolav*i_edbasinc, i_noagua*i_sdsalud, i_noelec*i_sdsalud, i_nolav*i_sdsalud, i_ptierra^2, i_ptierra*i_nosan, i_nodren*i_ptierra, i_ptierra*i_noelec, i_ptierra*i_noref, i_nosan^2, i_nodren*i_noagua, i_noagua*i_noelec, i_noelec^2",768.394513872,0.464178856382979
25,25,0.915989159891599,0.885861390287891,0.889833679509114,0.875476168686639,0.911256388151832,0.0300000000000011,10,"i_analf, i_asistesc, i_edbasinc, i_sdsalud, i_ptierra, i_noagua, i_nodren, i_noelec, i_nolav, i_noref",35,"i_analf, i_edbasinc, i_noagua, i_nodren, i_noref, i_analf^2, i_analf*i_edbasinc, i_analf*i_noagua, i_analf*i_noelec, i_nolav*i_analf, i_analf*i_noref, i_asistesc*i_edbasinc, i_nodren*i_asistesc, i_asistesc*i_nolav, i_edbasinc^2, i_edbasinc*i_sdsalud, i_ptierra*i_edbasinc, i_nodren*i_edbasinc, i_edbasinc*i_noelec, i_nolav*i_edbasinc, i_noref*i_edbasinc, i_noref*i_sdsalud, i_ptierra^2, i_nodren*i_ptierra, i_nolav*i_ptierra, i_ptierra*i_noref, i_noagua^2, i_nodren*i_noagua, i_nolav*i_noagua, i_noref*i_noagua, i_nodren^2, i_nodren*i_nolav, i_noelec^2, i_nolav*i_noelec, i_nolav*i_noref",662.486313801,0.471492686170213
26,26,0.941734417344173,0.920998386807671,0.912044644481153,0.901667830880339,0.931659406466798,0.029999999999994,11,"i_analf, i_asistesc, i_edbasinc, i_sdsalud, i_ptierra, i_nosan, i_noagua, i_nodren, i_noelec, i_nolav, i_noref",42,"i_analf, i_asistesc, i_edbasinc, i_sdsalud, i_ptierra, i_nosan, i_noagua, i_nodren, i_noelec, i_nolav, i_noref, i_analf*i_edbasinc, i_ptierra*i_analf, i_analf*i_noagua, i_analf*i_noelec, i_nolav*i_analf, i_analf*i_noref, i_asistesc^2, i_asistesc*i_edbasinc, i_asistesc*i_ptierra, i_nodren*i_asistesc, i_asistesc*i_noelec, i_asistesc*i_nolav, i_asistesc*i_noref, i_edbasinc^2, i_ptierra*i_edbasinc, i_nosan*i_edbasinc, i_edbasinc*i_noagua, i_edbasinc*i_noelec, i_sdsalud^2, i_nosan*i_sdsalud, i_nodren*i_sdsalud, i_noelec*i_sdsalud, i_nolav*i_sdsalud, i_ptierra*i_nosan, i_ptierra*i_noagua, i_ptierra*i_noelec, i_nolav*i_ptierra, i_nosan*i_noelec, i_nolav*i_noagua, i_noref*i_noagua, i_nolav*i_noelec",706.804373159,0.464594414893617
27,27,0.929539295392954,0.90492847835027,0.91746056545874,0.918324304109961,0.921675730829049,0.00999999999999801,10,"i_analf, i_asistesc, i_edbasinc, i_sdsalud, i_ptierra, i_noagua, i_nodren, i_noelec, i_nolav, i_noref",32,"i_analf, i_asistesc, i_edbasinc, i_sdsalud, i_ptierra, i_noagua, i_nodren, i_noelec, i_nolav, i_noref, i_analf^2, i_analf*i_edbasinc, i_analf*i_noelec, i_analf*i_noref, i_asistesc*i_edbasinc, i_nodren*i_asistesc, i_asistesc*i_noelec, i_edbasinc^2, i_edbasinc*i_noagua, i_edbasinc*i_noelec, i_sdsalud^2, i_noagua*i_sdsalud, i_ptierra^2, i_nodren*i_ptierra, i_ptierra*i_noelec, i_ptierra*i_noref, i_noref*i_noagua, i_nodren^2, i_nodren*i_noelec, i_nolav*i_noelec, i_noref*i_noelec, i_nolav*i_noref",771.445805402,0.460438829787234
28,28,0.920054200542005,0.891775139251707,0.905230966154135,0.895744128438936,0.919417170498721,0.0399999999999991,10,"i_analf, i_asistesc, i_edbasinc, i_ptierra, i_nosan, i_noagua, i_nodren, i_noelec, i_nolav, i_noref",31,"i_analf, i_edbasinc, i_ptierra, i_nosan, i_noagua, i_noref, i_ptierra*i_analf, i_analf*i_noelec, i_nolav*i_analf, i_asistesc^2, i_asistesc*i_edbasinc, i_asistesc*i_ptierra, i_asistesc*i_noagua, i_asistesc*i_nolav, i_asistesc*i_noref, i_edbasinc^2, i_ptierra*i_edbasinc, i_nosan*i_edbasinc, i_edbasinc*i_noagua, i_nodren*i_edbasinc, i_edbasinc*i_noelec, i_nolav*i_edbasinc, i_ptierra*i_noagua, i_nodren*i_ptierra, i_nolav*i_ptierra, i_nosan^2, i_nolav*i_noagua, i_nodren*i_noelec, i_nodren*i_nolav, i_nolav*i_noelec, i_nolav*i_noref",671.781225634,0.469581117021277
29,29,0.914634146341463,0.884700940118587,0.877032032396804,0.871306828930805,0.894610763108338,0.0599999999999952,10,"i_analf, i_asistesc, i_edbasinc, i_ptierra, i_nosan, i_noagua, i_nodren, i_noelec, i_nolav, i_noref",40,"i_analf, i_edbasinc, i_ptierra, i_nosan, i_noagua, i_nodren, i_noelec, i_noref, i_analf^2, i_asistesc*i_analf, i_analf*i_edbasinc, i_ptierra*i_analf, i_analf*i_nosan, i_analf*i_noelec, i_nolav*i_analf, i_analf*i_noref, i_asistesc*i_edbasinc, i_asistesc*i_ptierra, i_asistesc*i_noagua, i_nodren*i_asistesc, i_asistesc*i_noelec, i_asistesc*i_noref, i_edbasinc^2, i_ptierra*i_edbasinc, i_edbasinc*i_noagua, i_edbasinc*i_noelec, i_nolav*i_edbasinc, i_noref*i_edbasinc, i_ptierra^2, i_nolav*i_ptierra, i_nodren*i_nosan, i_noagua^2, i_noagua*i_noelec, i_noref*i_noagua, i_nodren*i_noelec, i_nodren*i_noref, i_noelec^2, i_nolav*i_noelec, i_noref*i_noelec, i_noref^2",710.938320998,0.462184175531915
30,30,0.929539295392954,0.905046801119367,0.901575464648764,0.90400645186568,0.903353058520526,0.0200000000000031,11,"i_analf, i_asistesc, i_edbasinc, i_sdsalud, i_ptierra, i_nosan, i_noagua, i_nodren, i_noelec, i_nolav, i_noref",40,"i_analf, i_asistesc, i_edbasinc, i_sdsalud, i_ptierra, i_nosan, i_noagua, i_nodren, i_noelec, i_nolav, i_noref, i_analf^2, i_ptierra*i_analf, i_analf*i_nosan, i_nolav*i_analf, i_analf*i_noref, i_asistesc^2, i_asistesc*i_edbasinc, i_asistesc*i_sdsalud, i_asistesc*i_ptierra, i_asistesc*i_nosan, i_asistesc*i_noref, i_ptierra*i_edbasinc, i_edbasinc*i_noagua, i_noref*i_edbasinc, i_sdsalud^2, i_ptierra*i_sdsalud, i_noagua*i_sdsalud, i_noelec*i_sdsalud, i_noref*i_sdsalud, i_ptierra*i_nosan, i_ptierra*i_noagua, i_nolav*i_ptierra, i_nosan^2, i_nodren*i_nosan, i_nosan*i_noelec, i_noagua*i_noelec, i_nodren*i_noelec, i_nodren*i_nolav, i_noref*i_noelec",767.404491531,0.464677526595745
31,31,0.943089430894309,0.923085703509233,0.931845974374563,0.928092433352382,0.937741479777731,0.0300000000000011,11,"i_analf, i_asistesc, i_edbasinc, i_sdsalud, i_ptierra, i_nosan, i_noagua, i_nodren, i_noelec, i_nolav, i_noref",38,"i_analf, i_asistesc, i_edbasinc, i_sdsalud, i_ptierra, i_noagua, i_nodren, i_noelec, i_nolav, i_noref, i_analf*i_sdsalud, i_nodren*i_analf, i_analf*i_noelec, i_asistesc^2, i_asistesc*i_sdsalud, i_asistesc*i_ptierra, i_asistesc*i_nosan, i_nodren*i_asistesc, i_asistesc*i_noelec, i_asistesc*i_nolav, i_edbasinc^2, i_ptierra*i_edbasinc, i_edbasinc*i_noagua, i_nodren*i_edbasinc, i_edbasinc*i_noelec, i_ptierra*i_sdsalud, i_noagua*i_sdsalud, i_nolav*i_sdsalud, i_ptierra^2, i_ptierra*i_nosan, i_ptierra*i_noagua, i_nodren*i_ptierra, i_nolav*i_ptierra, i_nosan^2, i_nosan*i_noagua, i_nodren*i_nosan, i_noelec^2, i_nolav*i_noref",674.132496079,0.465841090425532
32,32,0.944444444444444,0.924786724203074,0.926197752548601,0.91933451860345,0.936158317890955,0.0499999999999972,11,"i_analf, i_asistesc, i_edbasinc, i_sdsalud, i_ptierra, i_nosan, i_noagua, i_nodren, i_noelec, i_nolav, i_noref",28,"i_analf, i_edbasinc, i_sdsalud, i_ptierra, i_nosan, i_noagua, i_noelec, i_nolav, i_noref, i_asistesc*i_analf, i_analf*i_noagua, i_nolav*i_analf, i_analf*i_noref, i_asistesc*i_edbasinc, i_asistesc*i_noelec, i_asistesc*i_noref, i_edbasinc^2, i_nodren*i_edbasinc, i_nodren*i_sdsalud, i_noelec*i_sdsalud, i_ptierra^2, i_ptierra*i_nosan, i_nodren*i_ptierra, i_ptierra*i_noref, i_nolav*i_nosan, i_noref*i_nosan, i_noagua*i_noelec, i_nodren*i_nolav",707.216872236,0.469165558510638
33,33,0.926829268292683,0.900996199041065,0.917949695849551,0.911971271556332,0.92733275713535,0.00999999999999801,10,"i_analf, i_asistesc, i_edbasinc, i_ptierra, i_nosan, i_noagua, i_nodren, i_noelec, i_nolav, i_noref",34,"i_analf, i_asistesc, i_edbasinc, i_nosan, i_noagua, i_nodren, i_noref, i_analf*i_edbasinc, i_analf*i_noagua, i_analf*i_noelec, i_analf*i_noref, i_asistesc^2, i_asistesc*i_edbasinc, i_asistesc*i_ptierra, i_asistesc*i_nosan, i_asistesc*i_noagua, i_asistesc*i_noelec, i_asistesc*i_nolav, i_asistesc*i_noref, i_edbasinc^2, i_ptierra*i_edbasinc, i_edbasinc*i_noagua, i_nodren*i_edbasinc, i_edbasinc*i_noelec, i_nolav*i_edbasinc, i_nodren*i_ptierra, i_nolav*i_ptierra, i_nosan*i_noagua, i_nosan*i_noelec, i_noref*i_nosan, i_noagua*i_noelec, i_noref*i_noagua, i_nolav*i_noelec, i_noref*i_noelec",771.274927046,0.469913563829787
