"Bloque_Friedman","Corrida_Original","Accuracy","Kappa","Macro_F1","Macro_Rec","Macro_Prec","Tiempo_R_Segundos","Vars_E1","Nombres_E1","Vars_E2","Nombres_E2","Tiempo_Julia_AG","Ahorro_Espacio"
1,1,0.888888888888889,0.833333333333333,0.886309523809524,0.888888888888889,0.888989441930618,0.029999999999994,10,"V5, V7, V8, V10, V12, V13, V14, V15, V16, V20",26,"V12, V20, V5^2, V5*V12, V5*V16, V5*V20, V7^2, V7*V10, V7*V12, V7*V15, V7*V16, V8^2, V12*V8, V10^2, V10*V15, V12^2, V20*V12, V13^2, V13*V15, V16*V13, V14^2, V15^2, V16*V15, V20*V15, V16^2, V20^2",1151.422653691,0.229471409574468
2,2,0.933333333333333,0.9,0.933249791144528,0.933333333333333,0.936363636363636,0.0200000000000031,11,"V1, V4, V5, V6, V7, V10, V13, V14, V15, V16, V18",38,"V4, V6, V10, V15, V18, V1^2, V4*V1, V5*V1, V15*V1, V16*V1, V18*V1, V4^2, V5*V4, V7*V4, V10*V4, V4*V15, V5^2, V5*V6, V5*V7, V5*V13, V5*V15, V5*V18, V6^2, V7*V6, V6*V14, V6*V16, V7^2, V7*V13, V7*V18, V10^2, V13^2, V13*V18, V14^2, V16*V14, V15^2, V16*V15, V16^2, V18^2",1631.659629303,0.227476728723404
3,3,0.877777777777778,0.816666666666667,0.876497795989321,0.877777777777778,0.882089175192623,0.00999999999999801,8,"V4, V5, V7, V10, V13, V14, V15, V20",21,"V4, V4^2, V10*V4, V5^2, V5*V13, V5*V14, V5*V15, V7^2, V7*V10, V7*V13, V7*V15, V10^2, V10*V14, V20*V10, V13^2, V13*V14, V13*V15, V20*V13, V14^2, V15^2, V20^2",2459.243651079,0.227809175531915
4,4,0.833333333333333,0.75,0.83112598299731,0.833333333333333,0.843930185444912,0.029999999999994,11,"V1, V4, V5, V7, V9, V13, V14, V15, V16, V18, V20",43,"V1, V4, V5, V15, V18, V20, V1^2, V4*V1, V14*V1, V15*V1, V16*V1, V20*V1, V4^2, V16*V4, V20*V4, V5^2, V5*V7, V9*V5, V5*V13, V5*V14, V5*V15, V5*V16, V5*V18, V7^2, V9*V7, V7*V13, V7*V14, V7*V15, V7*V20, V9^2, V9*V13, V9*V14, V9*V18, V9*V20, V13^2, V13*V18, V14^2, V14*V15, V16*V14, V15^2, V16^2, V18^2, V20^2",1174.712562238,0.220744680851064
5,5,0.755555555555556,0.633333333333333,0.751433906896092,0.755555555555556,0.782296650717703,0.00999999999999801,8,"V1, V4, V5, V7, V10, V11, V14, V15",22,"V1, V10, V14, V1^2, V4*V1, V7*V1, V11*V1, V15*V1, V4^2, V5^2, V5*V11, V5*V15, V7^2, V7*V11, V7*V15, V10^2, V10*V14, V11^2, V11*V15, V14^2, V14*V15, V15^2",1726.240750383,0.234291888297872
6,6,0.755555555555556,0.633333333333333,0.750863359042247,0.755555555555556,0.783840190816935,0.0200000000000031,12,"V1, V3, V4, V5, V6, V7, V10, V11, V13, V14, V16, V20",41,"V3, V6, V1^2, V5*V1, V6*V1, V14*V1, V16*V1, V20*V1, V3^2, V3*V6, V3*V11, V3*V16, V3*V20, V4^2, V5*V4, V6*V4, V4*V13, V4*V14, V5^2, V5*V11, V5*V16, V6^2, V6*V10, V6*V13, V7^2, V7*V11, V7*V14, V7*V16, V7*V20, V10^2, V11*V10, V20*V10, V11^2, V11*V14, V13^2, V13*V14, V16*V13, V20*V13, V14^2, V20*V14, V16^2",2558.56720103,0.238946143617021
7,7,0.833333333333333,0.75,0.830640773055634,0.833333333333333,0.842417153996101,0.029999999999994,9,"V5, V6, V7, V13, V14, V15, V16, V18, V20",26,"V7, V15, V18, V20, V5^2, V5*V7, V5*V13, V5*V14, V5*V15, V6^2, V6*V13, V6*V16, V7^2, V7*V18, V13^2, V13*V18, V20*V13, V14^2, V20*V14, V15^2, V16*V15, V18*V15, V16^2, V20*V16, V18^2, V20^2",1143.491302802,0.24891954787234
8,8,0.811111111111111,0.716666666666667,0.804519774011299,0.811111111111111,0.806973180076628,0.0300000000000011,8,"V1, V7, V10, V11, V12, V14, V16, V20",26,"V1, V12, V14, V1^2, V7*V1, V10*V1, V11*V1, V12*V1, V16*V1, V20*V1, V7^2, V7*V10, V10^2, V10*V14, V10*V16, V20*V10, V11^2, V11*V12, V12^2, V12*V16, V14^2, V16*V14, V20*V14, V16^2, V20*V16, V20^2",1679.330161779,0.247922207446809
9,9,0.844444444444444,0.766666666666666,0.842830973671138,0.844444444444444,0.847678684376977,0.00999999999999801,9,"V2, V5, V8, V13, V14, V16, V17, V18, V20",32,"V8, V13, V14, V17, V18, V20, V2^2, V5*V2, V2*V13, V2*V16, V2*V17, V2*V18, V5^2, V5*V8, V5*V20, V8^2, V16*V8, V17*V8, V8*V18, V13^2, V14^2, V14*V17, V14*V18, V20*V14, V16^2, V16*V17, V16*V18, V20*V16, V17^2, V18^2, V20*V18, V20^2",2618.784906012,0.194730718085106
10,10,0.788888888888889,0.683333333333333,0.779553619416707,0.788888888888889,0.788501353718745,0.00999999999999801,9,"V2, V4, V6, V9, V14, V16, V18, V19, V20",24,"V4, V9, V14, V20, V2^2, V2*V14, V2*V19, V4^2, V9*V4, V4*V14, V16*V4, V4*V18, V6^2, V9^2, V9*V20, V14^2, V16*V14, V14*V19, V16^2, V16*V19, V18^2, V19^2, V20*V19, V20^2",1141.108709235,0.257147606382979
11,11,0.711111111111111,0.566666666666667,0.700633674542703,0.711111111111111,0.733747122417461,0.0200000000000031,9,"V2, V5, V7, V11, V12, V13, V14, V17, V18",27,"V2, V13, V14, V17, V2^2, V7*V2, V2*V14, V2*V17, V2*V18, V5^2, V5*V11, V5*V12, V5*V13, V7^2, V7*V11, V7*V12, V11^2, V11*V12, V11*V14, V11*V17, V12^2, V13^2, V13*V17, V14^2, V14*V17, V14*V18, V17^2",1720.840446994,0.237616356382979
12,12,0.855555555555556,0.783333333333333,0.852675270075933,0.855555555555556,0.873203560703561,0.00999999999999801,8,"V1, V4, V5, V7, V8, V13, V14, V15",17,"V14, V1^2, V4*V1, V15*V1, V4^2, V7*V4, V5^2, V5*V13, V5*V15, V7^2, V7*V8, V7*V13, V8^2, V14*V8, V13^2, V14^2, V15^2",2587.284636761,0.234042553191489
