"Bloque_Friedman","Corrida_Original","Accuracy","Kappa","Macro_F1","Macro_Rec","Macro_Prec","Tiempo_R_Segundos","Vars_E1","Nombres_E1","Vars_E2","Nombres_E2","Tiempo_Julia_AG","Ahorro_Espacio"
1,1,0.913934426229508,0.88746321250604,0.917521554125634,0.918667936810352,0.917494498519393,0.0300000000000011,8,"i_analf, i_edbasinc, i_ptierra, i_noagua, i_nodren, i_noelec, i_nolav, i_noref",24,"i_analf, i_edbasinc, i_ptierra, i_noagua, i_nodren, i_noelec, i_nolav, i_noref, i_analf^2, i_ptierra*i_analf, i_nolav*i_analf, i_analf*i_noref, i_edbasinc^2, i_edbasinc*i_noagua, i_nodren*i_edbasinc, i_edbasinc*i_noelec, i_ptierra^2, i_noagua^2, i_nodren*i_noagua, i_noagua*i_noelec, i_noref*i_noagua, i_nodren*i_noelec, i_nodren*i_nolav, i_noelec^2",882.555441101,0.471658909574468
2,2,0.924863387978142,0.901751200655968,0.927148978313425,0.929160117488291,0.927422986318948,0.0300000000000011,9,"i_analf, i_asistesc, i_edbasinc, i_ptierra, i_noagua, i_nodren, i_noelec, i_nolav, i_noref",28,"i_analf, i_asistesc, i_edbasinc, i_ptierra, i_noagua, i_nodren, i_nolav, i_noref, i_analf^2, i_analf*i_edbasinc, i_nolav*i_analf, i_asistesc^2, i_asistesc*i_ptierra, i_asistesc*i_nolav, i_asistesc*i_noref, i_ptierra*i_edbasinc, i_edbasinc*i_noelec, i_ptierra^2, i_ptierra*i_noelec, i_ptierra*i_noref, i_noagua^2, i_nolav*i_noagua, i_noref*i_noagua, i_nodren*i_noelec, i_nodren*i_nolav, i_nodren*i_noref, i_nolav*i_noelec, i_nolav^2",1208.055835613,0.472822473404255
3,3,0.918032786885246,0.892444152752813,0.918582672469223,0.912747479558625,0.927181839365,0.00999999999999801,9,"i_analf, i_asistesc, i_edbasinc, i_ptierra, i_noagua, i_nodren, i_noelec, i_nolav, i_noref",27,"i_analf, i_edbasinc, i_ptierra, i_noagua, i_nodren, i_nolav, i_noref, i_analf^2, i_asistesc*i_analf, i_ptierra*i_analf, i_analf*i_noagua, i_nolav*i_analf, i_analf*i_noref, i_asistesc*i_edbasinc, i_nodren*i_asistesc, i_asistesc*i_noelec, i_edbasinc^2, i_edbasinc*i_noelec, i_ptierra*i_noagua, i_nolav*i_ptierra, i_ptierra*i_noref, i_noagua^2, i_noagua*i_noelec, i_nolav*i_noagua, i_nodren*i_nolav, i_nolav*i_noelec, i_nolav^2",1676.057467029,0.471160239361702
4,4,0.898907103825137,0.867879704383034,0.902931578541012,0.903376994522505,0.907320560959923,0.0300000000000011,9,"i_analf, i_asistesc, i_edbasinc, i_ptierra, i_noagua, i_nodren, i_noelec, i_nolav, i_noref",31,"i_analf, i_edbasinc, i_ptierra, i_noagua, i_nodren, i_noelec, i_nolav, i_noref, i_analf^2, i_analf*i_edbasinc, i_analf*i_noagua, i_nodren*i_analf, i_analf*i_noelec, i_analf*i_noref, i_asistesc^2, i_asistesc*i_edbasinc, i_asistesc*i_ptierra, i_asistesc*i_noagua, i_asistesc*i_noelec, i_edbasinc^2, i_edbasinc*i_noagua, i_edbasinc*i_noelec, i_ptierra^2, i_nolav*i_noagua, i_noref*i_noagua, i_nodren^2, i_nodren*i_noref, i_noelec^2, i_nolav*i_noelec, i_nolav^2, i_nolav*i_noref",903.438101199,0.470744680851064
5,5,0.941256830601093,0.923089328387749,0.942485513467239,0.94226641263793,0.943920289052474,0.0300000000000011,9,"i_analf, i_asistesc, i_edbasinc, i_ptierra, i_noagua, i_nodren, i_noelec, i_nolav, i_noref",27,"i_analf, i_edbasinc, i_ptierra, i_noagua, i_nodren, i_noelec, i_nolav, i_noref, i_analf^2, i_ptierra*i_analf, i_analf*i_noagua, i_asistesc^2, i_asistesc*i_edbasinc, i_nodren*i_asistesc, i_asistesc*i_nolav, i_ptierra*i_edbasinc, i_edbasinc*i_noagua, i_edbasinc*i_noelec, i_ptierra^2, i_nolav*i_ptierra, i_noagua^2, i_nodren*i_noagua, i_noagua*i_noelec, i_nolav*i_noagua, i_noref*i_noagua, i_nodren*i_noref, i_nolav*i_noelec",1241.402981177,0.473238031914894
6,6,0.907103825136612,0.878195245855907,0.913377285559714,0.904449736709799,0.927741036553928,0.029999999999994,9,"i_analf, i_asistesc, i_edbasinc, i_ptierra, i_noagua, i_nodren, i_noelec, i_nolav, i_noref",33,"i_analf, i_edbasinc, i_ptierra, i_noagua, i_nodren, i_noelec, i_nolav, i_noref, i_analf^2, i_analf*i_edbasinc, i_ptierra*i_analf, i_nolav*i_analf, i_analf*i_noref, i_asistesc*i_edbasinc, i_nodren*i_asistesc, i_asistesc*i_noelec, i_asistesc*i_nolav, i_edbasinc^2, i_ptierra*i_edbasinc, i_edbasinc*i_noagua, i_edbasinc*i_noelec, i_ptierra^2, i_ptierra*i_noagua, i_nodren*i_ptierra, i_ptierra*i_noelec, i_nolav*i_ptierra, i_ptierra*i_noref, i_noref*i_noagua, i_nodren*i_noelec, i_nodren*i_nolav, i_nodren*i_noref, i_noelec^2, i_noref*i_noelec",1628.066131457,0.469913563829787
7,7,0.918032786885246,0.89288640886565,0.92066936578221,0.922878463126141,0.923419639119901,0.0300000000000011,9,"i_analf, i_asistesc, i_edbasinc, i_ptierra, i_noagua, i_nodren, i_noelec, i_nolav, i_noref",27,"i_analf, i_asistesc, i_edbasinc, i_ptierra, i_noagua, i_nodren, i_noelec, i_nolav, i_noref, i_analf^2, i_asistesc*i_analf, i_analf*i_edbasinc, i_analf*i_noelec, i_asistesc*i_noagua, i_asistesc*i_noelec, i_asistesc*i_nolav, i_asistesc*i_noref, i_edbasinc^2, i_nodren*i_edbasinc, i_edbasinc*i_noelec, i_ptierra*i_noelec, i_nolav*i_ptierra, i_noagua^2, i_nodren*i_noagua, i_nolav*i_noagua, i_nodren*i_noref, i_nolav^2",905.009174091,0.476978058510638
8,8,0.926229508196721,0.903323794849219,0.925751695668725,0.918426080283665,0.936794283230572,0.0300000000000011,9,"i_analf, i_asistesc, i_edbasinc, i_ptierra, i_noagua, i_nodren, i_noelec, i_nolav, i_noref",27,"i_analf, i_asistesc, i_edbasinc, i_ptierra, i_noagua, i_nodren, i_noelec, i_nolav, i_noref, i_analf^2, i_analf*i_edbasinc, i_nolav*i_analf, i_asistesc^2, i_asistesc*i_noagua, i_asistesc*i_nolav, i_asistesc*i_noref, i_edbasinc*i_noagua, i_edbasinc*i_noelec, i_ptierra^2, i_nodren*i_ptierra, i_ptierra*i_noref, i_noagua^2, i_nodren*i_noagua, i_nodren^2, i_nodren*i_noelec, i_nolav*i_noelec, i_noref*i_noelec",1219.824917423,0.471658909574468
9,9,0.927595628415301,0.90530031195536,0.927886313213443,0.927425842131725,0.930557651811867,0.019999999999996,9,"i_analf, i_asistesc, i_edbasinc, i_ptierra, i_noagua, i_nodren, i_noelec, i_nolav, i_noref",29,"i_analf, i_edbasinc, i_ptierra, i_noagua, i_nodren, i_nolav, i_noref, i_analf^2, i_analf*i_edbasinc, i_analf*i_noelec, i_nolav*i_analf, i_analf*i_noref, i_asistesc^2, i_asistesc*i_edbasinc, i_asistesc*i_ptierra, i_asistesc*i_noagua, i_nodren*i_asistesc, i_asistesc*i_noelec, i_asistesc*i_nolav, i_edbasinc^2, i_ptierra*i_edbasinc, i_edbasinc*i_noelec, i_nolav*i_ptierra, i_noagua^2, i_noagua*i_noelec, i_nolav*i_noagua, i_nodren*i_noref, i_noelec^2, i_noref*i_noelec",1655.153049008,0.475066489361702
10,10,0.923497267759563,0.900112091232516,0.921246885153229,0.927164668836496,0.918419686164115,0.0399999999999991,9,"i_analf, i_asistesc, i_edbasinc, i_ptierra, i_noagua, i_nodren, i_noelec, i_nolav, i_noref",26,"i_analf, i_asistesc, i_edbasinc, i_ptierra, i_noagua, i_nodren, i_nolav, i_noref, i_analf^2, i_analf*i_noelec, i_asistesc*i_edbasinc, i_asistesc*i_noagua, i_nodren*i_asistesc, i_asistesc*i_nolav, i_asistesc*i_noref, i_edbasinc*i_noagua, i_edbasinc*i_noelec, i_ptierra^2, i_ptierra*i_noagua, i_nolav*i_ptierra, i_noagua^2, i_nodren*i_noagua, i_noref*i_noagua, i_nodren^2, i_noelec^2, i_noref*i_noelec",902.355903979,0.472157579787234
11,11,0.922131147540984,0.898081019287515,0.920067821932857,0.919685904051229,0.923914958400762,0.029999999999994,10,"i_analf, i_asistesc, i_edbasinc, i_ptierra, i_nosan, i_noagua, i_nodren, i_noelec, i_nolav, i_noref",30,"i_analf, i_asistesc, i_edbasinc, i_ptierra, i_nosan, i_noagua, i_nodren, i_noelec, i_nolav, i_noref, i_analf^2, i_ptierra*i_analf, i_analf*i_noelec, i_nolav*i_analf, i_asistesc*i_edbasinc, i_asistesc*i_noagua, i_asistesc*i_noelec, i_asistesc*i_noref, i_edbasinc^2, i_edbasinc*i_noagua, i_edbasinc*i_noelec, i_ptierra^2, i_ptierra*i_nosan, i_ptierra*i_noagua, i_ptierra*i_noref, i_noref*i_nosan, i_nolav*i_noagua, i_nodren*i_nolav, i_noelec^2, i_nolav*i_noelec",1215.566925683,0.468085106382979
12,12,0.92896174863388,0.90738190365421,0.923373143729707,0.930387393823926,0.919606375966547,0.0200000000000031,9,"i_analf, i_asistesc, i_edbasinc, i_ptierra, i_noagua, i_nodren, i_noelec, i_nolav, i_noref",30,"i_analf, i_asistesc, i_edbasinc, i_ptierra, i_noagua, i_nodren, i_nolav, i_noref, i_analf^2, i_analf*i_edbasinc, i_ptierra*i_analf, i_nolav*i_analf, i_analf*i_noref, i_asistesc^2, i_asistesc*i_edbasinc, i_asistesc*i_noagua, i_asistesc*i_noelec, i_asistesc*i_nolav, i_edbasinc*i_noagua, i_nodren*i_edbasinc, i_edbasinc*i_noelec, i_ptierra^2, i_ptierra*i_noelec, i_noagua^2, i_nolav*i_noagua, i_nodren*i_noelec, i_nodren*i_nolav, i_noelec^2, i_nolav*i_noelec, i_nolav*i_noref",1665.243111627,0.472074468085106
13,13,0.918032786885246,0.892609310127294,0.914882434556035,0.910779286073404,0.921080947371118,0.0300000000000011,9,"i_analf, i_asistesc, i_edbasinc, i_ptierra, i_noagua, i_nodren, i_noelec, i_nolav, i_noref",34,"i_analf, i_edbasinc, i_ptierra, i_noagua, i_nodren, i_nolav, i_analf^2, i_analf*i_edbasinc, i_ptierra*i_analf, i_analf*i_noagua, i_asistesc*i_edbasinc, i_asistesc*i_ptierra, i_asistesc*i_noagua, i_nodren*i_asistesc, i_edbasinc^2, i_ptierra*i_edbasinc, i_edbasinc*i_noagua, i_nodren*i_edbasinc, i_edbasinc*i_noelec, i_nolav*i_edbasinc, i_noref*i_edbasinc, i_ptierra^2, i_nodren*i_ptierra, i_ptierra*i_noelec, i_nodren*i_noagua, i_noagua*i_noelec, i_nolav*i_noagua, i_noref*i_noagua, i_nodren*i_nolav, i_noelec^2, i_nolav*i_noelec, i_nolav^2, i_nolav*i_noref, i_noref^2",896.750028312,0.471742021276596
14,14,0.922131147540984,0.897867465632711,0.924355090271412,0.918031277288243,0.932941306193217,0.029999999999994,9,"i_analf, i_asistesc, i_edbasinc, i_ptierra, i_noagua, i_nodren, i_noelec, i_nolav, i_noref",32,"i_analf, i_edbasinc, i_ptierra, i_noagua, i_nodren, i_noelec, i_nolav, i_analf^2, i_asistesc*i_analf, i_analf*i_edbasinc, i_nodren*i_analf, i_analf*i_noelec, i_nolav*i_analf, i_analf*i_noref, i_asistesc^2, i_asistesc*i_edbasinc, i_asistesc*i_noagua, i_asistesc*i_noref, i_edbasinc^2, i_ptierra*i_edbasinc, i_edbasinc*i_noagua, i_edbasinc*i_noelec, i_nolav*i_edbasinc, i_noref*i_edbasinc, i_ptierra^2, i_ptierra*i_noagua, i_nodren*i_ptierra, i_ptierra*i_noelec, i_noagua^2, i_nodren*i_noagua, i_nodren*i_nolav, i_noref^2",1199.933560221,0.471492686170213
