"Corrida","Cost_Optimo","Gamma_Optimo","Accuracy","Kappa","Macro_F1","Macro_Rec","Macro_Prec","Tiempo_Segundos"
1,100,0.0112156373392191,0.978142076502732,0.971421181316402,0.97725791388321,0.979927495964648,0.974831370766266,105.08
2,100,0.0112156373392191,0.979508196721312,0.973204349778411,0.979491967852179,0.979369955809584,0.980022417804636,104.91
3,100,0.0112156373392191,0.975409836065574,0.967758038467185,0.974657396881954,0.968836495461882,0.981025156502953,104.92
4,100,0.0112156373392191,0.975409836065574,0.967821189756314,0.972284078981039,0.973308724299436,0.971409244955071,104.75
5,100,0.0112156373392191,0.971311475409836,0.962460255051455,0.973590220508296,0.975641554867561,0.971827917889356,105.24
6,100,0.0112156373392191,0.974043715846995,0.966031818914523,0.972018197354944,0.972262972665449,0.971798177044711,105.09
7,100,0.0112156373392191,0.98224043715847,0.976776763096627,0.984137217574562,0.985978672170623,0.982377737971669,105.04
8,100,0.0112156373392191,0.972677595628415,0.964302086279712,0.974011776882572,0.97669048186076,0.971878667420174,105.1
9,100,0.0112156373392191,0.980874316939891,0.974969591277459,0.981688677601377,0.980880368341669,0.98264613164222,105.04
10,100,0.0112156373392191,0.979508196721312,0.973172662503298,0.979451998225296,0.97840702812839,0.980700075499039,105.03
11,100,0.0112156373392191,0.974043715846995,0.965998269109472,0.971783000774746,0.971730041544283,0.972276314504977,105.05
12,100,0.0112156373392191,0.978142076502732,0.971440554802337,0.973199601295337,0.977147733587362,0.969653802057611,105.11
13,100,0.0112156373392191,0.978142076502732,0.971397730769419,0.971935909167096,0.971340530814215,0.972595444966833,104.99
14,100,0.0112156373392191,0.974043715846995,0.966044590279202,0.97134351365536,0.971946495197269,0.970772645702424,104.79
15,100,0.0112156373392191,0.976775956284153,0.969546426770952,0.973470486765456,0.967343282792199,0.980294099348961,105.16
16,100,0.0112156373392191,0.975409836065574,0.967809869099331,0.973143847145686,0.970136540446138,0.976631133192394,104.7
17,100,0.0112156373392191,0.974043715846995,0.966016380944934,0.975410514780016,0.973776825170014,0.977124182225641,104.79
18,100,0.0112156373392191,0.983606557377049,0.97853917870336,0.981322114839535,0.980002910745945,0.982680954905952,105.16
19,100,0.0112156373392191,0.969945355191257,0.960666116291907,0.966648835597358,0.964357386679368,0.969429420028101,104.92
20,100,0.0112156373392191,0.984972677595628,0.980344772031577,0.985560486353843,0.985531211134926,0.985710269262901,105.22
21,100,0.0112156373392191,0.979508196721312,0.9731305152187,0.976861913806451,0.97079701516234,0.983700308391058,105.01
22,100,0.0112156373392191,0.978142076502732,0.971402060848757,0.976588984230779,0.977846312614114,0.975383670451507,104.97
23,100,0.0112156373392191,0.976775956284153,0.969608010746123,0.97706632730769,0.976363419861872,0.977833628342789,105.03
24,100,0.0112156373392191,0.972677595628415,0.964201527792721,0.972182755860123,0.969583234103358,0.974889405116699,105.04
25,100,0.0112156373392191,0.98224043715847,0.976780049777951,0.981566766076705,0.983728665555291,0.979510552565838,104.97
26,100,0.0112156373392191,0.972677595628415,0.964227944230779,0.973166458578504,0.972366436453124,0.974048287111408,104.9
27,100,0.0112156373392191,0.979508196721312,0.973187336999521,0.974865543892292,0.978441427853193,0.97197666681232,105.16
28,100,0.0112156373392191,0.969945355191257,0.960621295408752,0.970093438708478,0.969982800137599,0.970704741132564,105.05
29,100,0.0112156373392191,0.971311475409836,0.962452736172583,0.97237733661841,0.972524675187214,0.972262060737376,105
30,100,0.0112156373392191,0.978142076502732,0.971399826132823,0.978479815146349,0.978630626339605,0.978397286046156,105.22
31,100,0.0112156373392191,0.975409836065574,0.967792243347495,0.972258737750978,0.971506178719801,0.97322585039911,104.95
32,100,0.0112156373392191,0.968579234972678,0.958958207383427,0.970191882555344,0.973171390013495,0.967572458147962,104.99
33,100,0.0112156373392191,0.98224043715847,0.976756001524197,0.979329742208542,0.976018893387314,0.983452380952381,105.03
