Metrica,Media,Std_Dev
Accuracy,0.9789103690685412,0.003514938488576492
F1-Score,0.9768328974728574,0.003834130665854733
Recall,0.9725589354834259,0.0042821476279661505
Precision,0.9827396253109922,0.0034213680310079967
Vars_E1,10.8,1.9888578520235063
Vars_E2,24.8,10.097304370749429
Tiempo,1342.6794987590001,20.735864704446474
