Corrida,Acc,F1,Rec,Prec,Vars_E1,Nombres_E1,Vars_E2,Nombres_E2,Tiempo,Ahorro
1,0.9633333333333333,0.9606961095769811,0.9617501017501017,0.9662408424908424,9,"V1, V2, V3, V4, V5, V6, V7, V8, V9",27,"V4, V5, V6, V7, V8, V9, V1^2, V4*V1, V7*V1, V9*V1, V2^2, V6*V2, V3^2, V3*V4, V3*V6, V7*V3, V3*V8, V4^2, V5^2, V5*V7, V5*V8, V6^2, V7*V6, V7^2, V8^2, V9*V8, V9^2",824.7006538429999,0.4927692819148936
2,0.96,0.9573190937378582,0.9566786916786917,0.9600209376679963,9,"V1, V2, V3, V4, V5, V6, V7, V8, V9",20,"V1, V9, V1^2, V4*V1, V2^2, V7*V2, V9*V2, V3^2, V3*V6, V4^2, V5*V4, V5^2, V5*V8, V9*V5, V6^2, V7^2, V7*V8, V9*V7, V8^2, V9^2",821.056441468,0.4934341755319149
3,0.9666666666666668,0.9639928280640977,0.9603373015873015,0.9736111111111111,9,"V1, V2, V3, V4, V5, V6, V7, V8, V9",18,"V1, V5, V7, V1^2, V3*V1, V5*V1, V7*V1, V2^2, V3^2, V4^2, V5^2, V9*V5, V6^2, V7*V6, V6*V8, V7^2, V8^2, V9^2",818.9606749870001,0.4936003989361702
4,0.95,0.951259298905595,0.9567929292929293,0.952934102934103,9,"V1, V2, V3, V4, V5, V6, V7, V8, V9",24,"V4, V5, V6, V9, V1^2, V3*V1, V4*V1, V7*V1, V2^2, V9*V2, V3^2, V7*V3, V3*V8, V4^2, V5*V4, V5^2, V5*V8, V6^2, V7*V6, V6*V8, V7^2, V9*V7, V8^2, V9^2",831.643836537,0.4901097074468085
5,0.9533333333333334,0.9516470179827069,0.9564831464831464,0.9511732711732712,9,"V1, V2, V3, V4, V5, V6, V7, V8, V9",21,"V4, V5, V6, V7, V9, V1^2, V3*V1, V4*V1, V9*V1, V2^2, V5*V2, V6*V2, V3^2, V5*V3, V3*V8, V4^2, V5^2, V6^2, V7^2, V8^2, V9^2",819.38354901,0.4956781914893617
6,0.9466666666666667,0.9462895846843216,0.9484704184704185,0.9512218337218336,9,"V1, V2, V3, V4, V5, V6, V7, V8, V9",23,"V1, V5, V6, V9, V1^2, V6*V1, V8*V1, V9*V1, V2^2, V6*V2, V3^2, V5*V3, V4^2, V5*V4, V5^2, V6^2, V7*V6, V9*V6, V7^2, V7*V8, V8^2, V9*V8, V9^2",824.7392288350001,0.4936003989361702
7,0.9633333333333333,0.9616442983990403,0.9598288748288748,0.9668899618899619,9,"V1, V2, V3, V4, V5, V6, V7, V8, V9",25,"V1, V4, V5, V9, V1^2, V3*V1, V4*V1, V7*V1, V2^2, V3*V2, V5*V2, V3^2, V9*V3, V4^2, V5^2, V5*V8, V6^2, V7*V6, V6*V8, V9*V6, V7^2, V7*V8, V9*V7, V8^2, V9^2",831.025609244,0.4931848404255319
8,0.9566666666666667,0.9525186282203826,0.9512373737373736,0.9595615495615493,9,"V1, V2, V3, V4, V5, V6, V7, V8, V9",25,"V1, V5, V6, V9, V1^2, V4*V1, V2^2, V3*V2, V2*V4, V7*V2, V3^2, V3*V6, V3*V8, V4^2, V5*V4, V5^2, V5*V8, V6^2, V6*V8, V9*V6, V7^2, V7*V8, V8^2, V9*V8, V9^2",829.718631436,0.4946808510638298
9,0.9633333333333333,0.9617762665154419,0.9619332519332516,0.9648697598697599,9,"V1, V2, V3, V4, V5, V6, V7, V8, V9",22,"V6, V7, V8, V1^2, V2*V1, V4*V1, V2^2, V2*V4, V5*V2, V3^2, V5*V3, V4^2, V5*V4, V4*V8, V9*V4, V5^2, V5*V8, V6^2, V7^2, V8^2, V9*V8, V9^2",832.489568952,0.49268617021276595
10,0.9533333333333334,0.9480055360564086,0.9463115588115585,0.9564989177489176,9,"V1, V2, V3, V4, V5, V6, V7, V8, V9",21,"V1, V6, V1^2, V6*V1, V9*V1, V2^2, V7*V2, V3^2, V5*V3, V3*V8, V4^2, V5*V4, V6*V4, V5^2, V5*V8, V6^2, V9*V6, V7^2, V7*V8, V8^2, V9^2",826.403559288,0.49152260638297873
