Metrica,Media,Std_Dev
Accuracy,0.9576666666666667,0.006675919504799911
F1-Score,0.9555148662142834,0.0063446813544935
Recall,0.9559823648573648,0.005540782090245314
Precision,0.9603022288169345,0.007541202929140305
Vars_E1,9.0,0.0
Vars_E2,22.6,2.7162065049951147
Tiempo,826.0121753599999,5.101850181187841
