Metrica,Media,Std_Dev
Accuracy,0.9565555555555556,0.008234277173009258
F1-Score,0.9541474230188192,0.009292990985594666
Recall,0.9562837190949937,0.009540482869605335
Precision,0.9574713718561755,0.009083316512299842
Vars_E1,9.0,0.0
Vars_E2,22.333333333333332,3.0998702234607904
Tiempo,1892.0443358206333,695.363816658955
