Corrida,Acc,F1,Rec,Prec,Vars_E1,Nombres_E1,Vars_E2,Nombres_E2,Tiempo,Ahorro
1,0.9133305453328873,0.9136653875910256,0.9208335195306775,0.911973840891083,8,"i_analf, i_edbasinc, i_ptierra, i_noagua, i_nodren, i_noelec, i_nolav, i_noref",18,"i_analf, i_edbasinc, i_ptierra, i_noagua, i_nodren, i_nolav, i_noref, i_ptierra*i_analf, i_edbasinc^2, i_edbasinc*i_noagua, i_edbasinc*i_noelec, i_nolav*i_edbasinc, i_ptierra^2, i_nolav*i_noagua, i_nodren*i_noelec, i_nodren*i_noref, i_noelec^2, i_nolav*i_noelec",266.322547,0.332
2,0.915371361659418,0.9159858316831839,0.9203964039421038,0.9169053968642025,8,"i_analf, i_edbasinc, i_ptierra, i_noagua, i_nodren, i_noelec, i_nolav, i_noref",16,"i_analf, i_edbasinc, i_ptierra, i_noagua, i_nodren, i_noelec, i_nolav, i_noref, i_analf*i_noref, i_nodren*i_edbasinc, i_noref*i_edbasinc, i_ptierra^2, i_nodren*i_ptierra, i_nodren*i_noagua, i_nolav*i_noagua, i_nodren*i_noelec",326.5911494,0.332
3,0.910066912010706,0.9104141832989431,0.9188260464915841,0.9087148545907935,8,"i_analf, i_edbasinc, i_ptierra, i_noagua, i_nodren, i_noelec, i_nolav, i_noref",15,"i_analf, i_edbasinc, i_ptierra, i_noagua, i_nodren, i_nolav, i_noref, i_analf*i_noref, i_nodren*i_edbasinc, i_edbasinc*i_noelec, i_nolav*i_ptierra, i_noagua^2, i_noref*i_noagua, i_nodren*i_noref, i_noref*i_noelec",285.58695950000003,0.3363333333333333
4,0.9153997992639678,0.9124317001528514,0.925211537977528,0.907106437156466,8,"i_analf, i_edbasinc, i_ptierra, i_noagua, i_nodren, i_noelec, i_nolav, i_noref",16,"i_analf, i_edbasinc, i_ptierra, i_noagua, i_nodren, i_nolav, i_noref, i_ptierra*i_analf, i_nolav*i_analf, i_edbasinc*i_noelec, i_ptierra^2, i_noagua^2, i_noagua*i_noelec, i_nodren*i_noelec, i_nodren*i_noref, i_noelec^2",266.3649951,0.33366666666666667
5,0.9125158916025427,0.9134542421499031,0.9243286024598399,0.9090849474074455,8,"i_analf, i_edbasinc, i_ptierra, i_noagua, i_nodren, i_noelec, i_nolav, i_noref",15,"i_analf, i_edbasinc, i_ptierra, i_noagua, i_nodren, i_noelec, i_nolav, i_analf^2, i_edbasinc*i_noagua, i_edbasinc*i_noelec, i_noref*i_edbasinc, i_ptierra*i_noref, i_nodren*i_noagua, i_nodren^2, i_nolav*i_noelec",322.0073626,0.3363333333333333
6,0.9088139846102375,0.9112780096996967,0.918938383201225,0.9092828292184045,8,"i_analf, i_edbasinc, i_ptierra, i_noagua, i_nodren, i_noelec, i_nolav, i_noref",16,"i_analf, i_edbasinc, i_ptierra, i_noagua, i_nodren, i_nolav, i_ptierra*i_edbasinc, i_edbasinc*i_noagua, i_edbasinc*i_noelec, i_nolav*i_edbasinc, i_noref*i_edbasinc, i_ptierra*i_noref, i_noagua^2, i_nolav*i_noagua, i_nodren^2, i_noref*i_noelec",295.47431,0.31933333333333336
7,0.9202810304449649,0.9205216730706238,0.9310649869531143,0.9179148047172557,8,"i_analf, i_edbasinc, i_ptierra, i_noagua, i_nodren, i_noelec, i_nolav, i_noref",17,"i_analf, i_edbasinc, i_ptierra, i_noagua, i_nodren, i_noelec, i_nolav, i_noref, i_analf^2, i_nolav*i_analf, i_edbasinc*i_noagua, i_edbasinc*i_noelec, i_ptierra*i_noref, i_noagua^2, i_nolav*i_noagua, i_nodren^2, i_noref*i_noelec",275.7388513,0.32466666666666666
8,0.9186333221813318,0.9207851351914629,0.9291920111061167,0.9191782337906819,8,"i_analf, i_edbasinc, i_ptierra, i_noagua, i_nodren, i_noelec, i_nolav, i_noref",16,"i_analf, i_edbasinc, i_noagua, i_nodren, i_nolav, i_noref, i_analf^2, i_analf*i_noelec, i_nolav*i_analf, i_analf*i_noref, i_ptierra*i_edbasinc, i_nodren*i_edbasinc, i_edbasinc*i_noelec, i_ptierra*i_noref, i_noref*i_noagua, i_nodren*i_noelec",331.6712027,0.3426666666666667
9,0.9170040147206425,0.9151205620088427,0.9229874497619287,0.913038076059828,8,"i_analf, i_edbasinc, i_ptierra, i_noagua, i_nodren, i_noelec, i_nolav, i_noref",18,"i_analf, i_edbasinc, i_ptierra, i_noagua, i_nodren, i_nolav, i_noref, i_ptierra*i_analf, i_nodren*i_analf, i_analf*i_noelec, i_ptierra*i_edbasinc, i_edbasinc*i_noelec, i_nolav*i_edbasinc, i_ptierra*i_noagua, i_noref*i_noagua, i_nodren*i_noref, i_noelec^2, i_nolav*i_noelec",280.5101946,0.35
10,0.9075978588156574,0.9109904860855513,0.924790823038626,0.9061342536126759,8,"i_analf, i_edbasinc, i_ptierra, i_noagua, i_nodren, i_noelec, i_nolav, i_noref",18,"i_analf, i_noagua, i_nodren, i_nolav, i_noref, i_analf^2, i_ptierra*i_analf, i_edbasinc^2, i_ptierra*i_edbasinc, i_edbasinc*i_noelec, i_ptierra^2, i_ptierra*i_noagua, i_noagua^2, i_noagua*i_noelec, i_nolav*i_noagua, i_nodren^2, i_noelec^2, i_nolav*i_noelec",265.034752,0.33766666666666667
