"pob_tot","i_analf","i_asistesc","i_edbasinc","i_sdsalud","i_ptierra","i_nosan","i_noagua","i_nodren","i_noelec","i_nolav","i_noref","grs"
143915,2.629206,4.044198,39.87945,26.50384,1.555197,4.942251,2.323395,3.859791,3.789954,18.16009,6.239592,"Muy bajo"
3379,7.323568,7.025411,64.52048,33.73779,2.620087,3.820961,12.8821,41.48471,3.930131,22.27074,9.279476,"Muy bajo"
56708,4.183327,3.12645,38.99926,28.58327,1.892154,5.44081,6.674522,10.17466,5.094261,22.28999,11.63709,"Muy bajo"
53042,3.08968,4.529799,40.13734,23.96403,1.25308,4.730729,2.407603,6.399155,2.942626,13.53045,4.470257,"Muy bajo"
2063,5.650102,5.013927,44.10361,33.73727,1.084991,1.446655,0.7233273,29.47559,1.084991,16.81736,6.509946,"Muy bajo"
648929,2.713658,3.035626,31.84673,25.99221,1.440659,4.14481,3.957556,2.256507,2.836553,14.8246,6.984515,"Muy bajo"
19620,3.044815,4.333726,39.44312,32.27829,1.014656,1.785043,4.340474,16.08418,3.307027,16.27208,5.20481,"Muy bajo"
40115,2.659927,4.3383,41.64181,18.35722,1.450063,3.996737,4.97553,9.153525,2.392605,11.88146,4.41363,"Muy bajo"
93677,6.565609,4.830944,51.44748,46.08602,6.922515,9.199598,6.648718,22.25062,2.528064,27.59879,11.57707,"Muy bajo"
5245,4.473219,3.568243,51.80902,29.9714,4.244955,7.585247,15.7968,9.881698,13.98747,27.69659,18.71955,"Muy bajo"
577477,2.142497,3.629068,32.4086,29.95167,2.774049,4.958672,0.7461517,1.913419,3.323271,17.02248,6.393736,"Muy bajo"
19328,8.972242,4.727181,61.78065,53.90108,6.356311,14.27932,4.095792,28.51388,3.40197,38.42883,16.49508,"Muy bajo"
6138,4.787364,6.224406,57.07582,43.20626,2.511962,3.229665,3.588517,29.06699,5.263158,21.59091,8.851675,"Muy bajo"
12411,4.960293,5.952891,57.72408,36.23399,2.5916,5.36193,8.817396,21.62645,6.851356,20.34555,9.711052,"Muy bajo"
24939,12.2466,7.303257,62.92683,25.91523,17.13396,6.448598,5.233645,2.897196,3.302181,43.58255,20.20249,"Muy bajo"
132273,4.010395,3.474463,35.69612,26.58366,3.663732,6.637319,1.374609,0.4515763,5.57228,27.20818,10.41181,"Muy bajo"
19495,6.109058,5.59303,57.38732,28.50475,16.46529,8.580791,6.737661,5.693222,6.205202,49.15011,26.6025,"Muy bajo"
17363,9.76701,5.09768,56.99173,23.42913,14.49989,5.101812,2.416648,1.029313,4.609532,42.0452,16.84941,"Muy bajo"
25576,5.64137,4.239631,49.08358,22.3569,6.676624,4.958925,3.480209,0.8364451,4.615385,28.51382,12.9649,"Muy bajo"
4759,12.03732,5.984766,64.16185,13.57428,16.37239,8.346709,6.661316,4.654896,5.457464,51.60514,25.44141,"Muy bajo"
137842,5.316139,3.581805,42.28958,25.28837,4.765372,7.308522,4.007551,1.178533,5.636462,30.26699,13.15264,"Muy bajo"
7478,9.290709,3.448276,55.68644,11.43354,12.68499,8.139535,13.16068,4.386892,6.553911,40.06342,21.51163,"Muy bajo"
98150,13.15556,9.452141,59.72466,33.71167,15.65659,5.821197,2.566113,1.188168,3.935806,44.78733,21.00747,"Bajo"
100121,2.459977,2.040931,28.19139,23.04112,2.823877,5.921271,0.9351321,0.2772131,5.570135,25.06376,9.077805,"Muy bajo"
14653,17.70599,9.401476,72.34861,94.68369,23.39796,12.84916,26.25698,13.40782,9.069997,86.69077,52.80973,"Medio"
26003,24.05315,9.687736,69.23853,84.36334,18.36172,12.74939,11.19221,9.002433,6.682887,80.53528,48.01298,"Medio"
24165,21.01332,8.063937,68.4936,84.95758,24.67949,16.04345,60.13177,13.49715,5.288462,77.13675,40.42023,"Medio"
24725,32.15712,9.561543,78.93875,82.56825,36.4229,20.24852,17.31514,14.23915,23.97637,93.82767,86.29049,"Alto"
19637,30.46547,10.52131,83.10162,97.5811,56.52406,8.315508,48.34225,25.42781,17.94118,98.55615,86.01604,"Alto"
25346,23.68593,9.482221,77.41235,98.21668,27.05951,6.067067,20.4497,13.68482,4.08994,83.17503,57.54991,"Medio"
8506,40.8475,13.4592,90.20094,79.59087,61.40351,41.87889,23.25976,47.36842,25.18393,99.49066,97.96265,"Muy alto"
28883,27.23577,10.20067,73.71672,55.52747,30.86512,28.61395,17.6,6.902326,26.15814,93.04186,66.58604,"Alto"
38572,14.3825,5.436242,58.35715,75.66888,7.008462,11.01045,25.20657,9.218516,5.863614,65.42558,30.92086,"Bajo"
6612,14.93976,9.67742,84.7211,93.90502,49.87169,5.731394,63.30197,49.35843,7.527802,95.72284,86.91189,"Alto"
17553,12.22042,6.660746,76.78537,98.02313,35.06773,9.174877,41.96429,38.57759,6.527093,93.65764,74.59975,"Alto"
33842,19.24427,15.93983,67.4469,82.04893,18.70381,13.20352,29.34906,10.00568,6.935759,68.61853,42.09778,"Medio"
26446,24.53481,6.730623,68.96687,74.47629,39.83324,7.788516,15.53913,13.62517,2.274019,90.90392,70.09665,"Medio"
14932,38.23566,12.26144,81.57426,80.48486,42.28385,9.95106,3.19739,9.102774,8.548124,98.53181,86.13377,"Alto"
40975,17.67782,7.758435,58.54338,76.30994,16.42424,6.35666,18.70347,10.62879,4.730271,84.87,48.08155,"Medio"
15876,19.52282,3.933483,66.77186,80.64374,28.3029,14.36627,22.39527,12.32546,6.713212,71.42857,40.33297,"Medio"
73668,16.64861,7.674777,63.38343,79.96416,22.06754,16.38953,21.42949,19.0513,6.670534,73.18252,46.94509,"Medio"
7681,21.19333,7.501321,78.8243,77.60709,44.16859,22.57506,23.78753,22.69053,7.101617,96.5358,83.71825,"Alto"
121263,16.1245,10.88611,61.13655,72.93898,16.44128,7.355872,15.60142,17.36299,4.97153,67.06762,44.2669,"Bajo"
40189,28.01403,12.45631,76.0803,86.57095,27.30756,18.0541,36.17787,17.29943,9.160571,80.05341,46.89423,"Alto"
20257,16.61624,6.6785,65.83646,75.97868,32.10515,14.32881,9.049774,12.23874,11.03211,90.15298,60.93514,"Medio"
13295,45.19145,19.49751,92.25384,97.16434,82.28447,8.948709,77.95562,95.27101,25.64569,100,99.41797,"Muy alto"
67085,53.1076,22.83925,95.84461,96.01252,57.22292,16.57559,49.03321,85.76433,11.83971,99.54462,98.95615,"Muy alto"
9050,40.35394,7.624751,80.40404,75.12708,78.98215,8.92267,51.6193,97.02578,10.44283,99.73563,98.74422,"Muy alto"
7124,24.02153,5.048944,70.10789,96.35036,36.69725,3.899083,14.44954,13.99083,14.14373,96.48318,77.14067,"Alto"
31788,38.75727,18.9161,92.2506,55.87643,64.35856,27.67937,32.22401,62.92718,22.61585,99.21274,97.29826,"Muy alto"
73552,17.30084,8.013745,59.90598,73.21487,20.4895,13.05727,23.55933,11.25007,6.145653,71.67136,35.88056,"Medio"
4957,33.39166,8.290686,78.64706,96.93363,14.58886,5.393457,1.061008,2.122016,3.448276,81.60919,54.73033,"Medio"
5112,16.57143,5.198488,62.68521,73.20031,12.80277,14.35986,4.584775,10.64014,3.979239,76.47059,38.58131,"Bajo"
28260,23.36963,10.28653,79.46032,79.94692,31.01894,17.33093,39.45897,18.84581,7.069432,89.25158,55.74391,"Alto"
95907,41.62015,11.83098,80.20926,94.52699,69.35239,37.9325,24.55457,62.23168,24.01338,98.4433,92.68471,"Muy alto"
27364,18.05239,6.946814,66.61198,85.71481,24.20075,17.27094,36.3815,13.77032,11.94856,86.2654,53.65244,"Medio"
6454,28.04296,7.627119,82.36708,88.28633,47.33096,21.35231,30.24911,26.69039,22.15302,98.22064,80.33808,"Alto"
57580,15.59569,9.096878,70.64777,86.10107,19.56365,9.18245,13.27419,13.83361,4.850955,70.31087,38.64781,"Medio"
10902,21.49945,5.83691,60.82917,83.7461,35.46012,10.63395,40.4908,8.629857,5.97137,82.00409,42.82209,"Medio"
6723,15.07914,8.283703,76.0486,94.70474,39.18919,5.405406,45.13514,67.74775,10.36036,90.63063,83.51351,"Alto"
30450,19.41624,7.789052,59.42334,79.00493,29.09064,20.07179,66.42238,19.68292,7.612923,87.93,45.24379,"Medio"
19018,37.14747,10.84386,85.36633,94.60511,72.31804,5.203157,53.90237,78.07658,10.114,98.71383,98.09997,"Muy alto"
20087,35.50435,8.367466,80.34454,89.25674,57.82101,7.367056,41.63424,70.11673,17.87289,98.6511,85.42153,"Alto"
47953,13.76552,6.318927,56.67514,69.62442,15.19984,11.13408,32.72298,6.704076,6.576097,74.37488,37.80272,"Bajo"
36951,21.99311,16.7579,87.16735,82.13039,31.82741,3.984771,10.73604,66.43401,4.022842,86.75127,81.63705,"Alto"
8734,24.72419,9.574001,76.30893,71.37623,44.85876,5.9887,5.141243,4.067797,6.045198,94.12429,74.46328,"Alto"
9696,18.34025,7.055215,62.72455,89.81023,27.95591,7.765531,26.0521,11.97395,13.77756,87.02405,56.76353,"Medio"
21705,20.944,12.14859,76.04919,89.44022,34.14397,16.14786,10.40856,18.33658,5.447471,91.41537,75.19455,"Alto"
4911,25.51055,8.551069,78.71337,97.23071,39.04959,8.677686,45.76446,4.64876,10.12397,91.83884,67.76859,"Alto"
35831,16.51107,6.360228,65.15813,84.25386,19.37958,12.44277,24.85119,11.962,5.860806,74.86264,48.07692,"Medio"
15005,27.61586,8.021121,73.71185,84.2919,50.80354,16.46441,1.967858,9.872089,8.396195,93.50607,85.24107,"Alto"
20173,16.79852,6.987427,64.10918,84.35037,24.21659,12.34278,38.09422,6.544447,8.100618,66.25453,38.4353,"Medio"
17320,34.8582,11.02209,84.15071,62.6963,61.707,22.23676,41.138,55.49379,17.6259,100,98.00523,"Muy alto"
5286,17.70474,4.968287,68.08227,88.6871,6.245513,15.29074,38.83704,14.28571,9.547739,68.77243,31.80187,"Bajo"
37945,19.66984,8.472266,69.63882,89.45579,17.85386,9.283089,33.42142,9.018842,5.526195,70.34697,36.17877,"Medio"
98374,30.19136,14.5109,82.69209,83.74265,34.99634,13.82961,34.56839,58.05507,19.31978,92.96132,83.10152,"Alto"
6845,13.49751,12.27856,79.28571,97.15121,37.37134,7.60095,31.51227,18.28979,3.800475,94.616,69.04196,"Alto"
24017,16.58954,6.062401,61.21181,71.08298,31.18373,13.12359,79.6454,11.12463,4.623674,70.41544,39.71841,"Medio"
4806,18.8383,5.168986,57.24247,73.26259,26.63092,10.00894,33.4227,11.34942,5.987489,79.44593,33.4227,"Medio"
9042,56.75043,29.57464,93.61384,96.78168,69.8364,1.635992,72.08589,75.46012,3.834356,99.84663,98.773,"Muy alto"
58115,13.45178,9.957569,73.40049,91.86613,29.4754,9.448593,50.42122,11.4685,5.006701,91.78633,66.81983,"Alto"
3935,28.98936,14.81481,83.71674,95.98475,55.01285,15.42416,3.341902,5.269923,8.097687,98.58612,63.62468,"Alto"
170280,31.86548,9.966505,75.16107,78.80432,47.8876,27.98347,30.30413,40.43636,28.26446,93.42149,80.17851,"Alto"
10543,41.68898,8.339403,85.93211,98.1694,41.78794,27.23493,18.55509,12.47401,11.27859,99.68815,93.19127,"Alto"
72426,19.2049,11.90259,69.94258,78.15425,29.25494,11.14008,22.95809,16.50479,7.137735,77.58295,55.49182,"Medio"
16392,19.99788,9.46086,73.71129,89.21425,29.63287,28.58392,38.92774,15.32634,22.96037,86.48019,64.24825,"Alto"
3440,13.00962,8.005822,65.56474,83.0814,20.82811,4.516939,2.38394,3.638645,2.007528,78.79549,49.43538,"Medio"
41423,26.4773,6.884188,74.35004,25.33617,82.35545,5.739796,70.63492,73.89455,27.2534,99.53231,98.18594,"Alto"
97991,22.37027,6.851013,64.55533,77.5806,26.78821,23.47948,20.89905,23.40231,9.853856,78.23277,51.65678,"Medio"
19228,49.7481,24.61343,89.77529,89.28646,67.79359,27.90629,23.54686,32.85884,32.20641,98.90273,93.89087,"Muy alto"
9785,37.07447,9.599028,81.07577,98.20133,56.30456,11.3967,18.91368,13.04559,6.062076,97.72066,90.15519,"Alto"
29583,19.64854,7.83162,60.87585,84.11926,20.28964,15.85458,30.26097,8.76452,8.975713,79.68019,42.54035,"Medio"
46439,20.16352,7.511017,68.24319,80.07494,16.9004,12.99892,60.40094,13.12477,6.823085,64.4822,36.25494,"Medio"
12831,13.51313,6.958839,73.11069,92.1674,43.67631,11.09325,73.57985,29.95713,11.09325,95.39121,87.03108,"Alto"
26414,20.27848,6.322461,67.69926,88.6916,27.84223,17.90112,54.70284,15.47385,8.388364,79.90363,51.06193,"Medio"
27832,38.4655,14.55367,80.80827,70.67404,59.78573,4.878515,6.27511,15.49646,5.586379,94.89191,84.38875,"Alto"
7965,29.44297,13.9196,74.12556,92.34149,38.91001,8.681876,18.75792,3.231939,8.365019,96.4512,83.65019,"Alto"
34896,10.19615,5.343833,52.21833,65.01891,10.31184,7.323411,8.929837,3.602646,4.016064,47.28325,26.83676,"Bajo"
24969,37.48119,16.7886,82.27866,64.50799,42.76027,19.92302,27.10777,13.28812,15.24927,83.32111,70.12463,"Alto"
23675,31.8626,4.596593,78.54823,88.95459,63.29915,3.403884,19.59415,45.2542,14.03011,99.06175,89.0683,"Alto"
53547,34.93166,6.849315,74.60738,88.56519,57.46825,35.13404,19.97581,41.33239,13.01149,95.70651,83.82383,"Alto"
166460,15.46665,9.938251,51.17001,63.73724,20.90533,10.74727,14.32497,11.81519,9.458387,71.60784,57.57181,"Medio"
29543,19.47014,11.42433,73.81257,87.47588,18.09848,10.58702,20.95224,6.993937,3.726157,82.12332,50.95372,"Medio"
35871,22.80903,7.572497,78.95397,94.21259,44.69983,12.72727,40.18868,27.4271,9.656947,93.97942,78.97084,"Alto"
32451,39.7999,9.415197,78.81544,81.67391,59.4551,19.68402,12.33274,29.35676,17.42705,97.5657,84.53974,"Alto"
10246,55.98592,25.25028,88.79925,96.23267,75.06453,64.37791,57.97625,73.25761,44.2953,97.31544,94.26949,"Muy alto"
15885,30.00964,11.60034,79.53443,59.339,29.76951,11.19134,29.6862,15.05137,3.748959,68.11996,44.01555,"Medio"
7900,24.26377,6.956522,70.76362,95.78481,36.26444,7.252888,28.62644,9.884467,9.627728,90.94994,64.76252,"Alto"
8852,27.39524,8.474576,75.61521,95.69588,16.76486,4.60632,6.695233,4.820568,2.035351,94.10819,62.23889,"Medio"
18406,20.18333,7.045862,58.45135,77.02923,17.05719,10.45603,12.69841,8.238852,4.560343,73.3938,35.1222,"Medio"
32976,21.09451,11.74586,67.97169,77.42297,30.16066,13.64925,38.54462,14.41879,7.2634,83.05656,43.40489,"Medio"
2088,23.37079,9.791667,69.54198,96.40804,36.82984,13.28671,34.73193,10.48951,17.24942,95.5711,64.56876,"Alto"
282420,11.62059,6.617081,48.33095,57.21656,19.73402,8.63306,31.9181,6.36473,5.979312,64.51107,29.14553,"Bajo"
3928,22.00521,6.069652,81.09518,96.86864,35.27397,5.251142,13.69863,7.762557,4.79452,97.94521,84.58904,"Alto"
9934,23.62031,8.942731,61.5052,92.8931,35.26316,33.11404,10.48246,8.903509,5.219298,89.51755,66.31579,"Alto"
37543,22.61092,9.403791,76.811,86.92166,31.61331,18.04143,19.53547,16.86127,11.45009,87.0182,58.00377,"Alto"
37826,31.37423,10.99838,88.00142,94.33194,72.51034,11.07222,10.14954,72.65352,7.508749,99.69774,98.77505,"Alto"
32368,36.04657,17.26279,85.99331,89.86962,55.91195,9.81132,8.097485,27.45283,6.462264,89.95283,81.5566,"Alto"
63172,35.04919,7.081678,75.75153,94.79517,67.03639,5.805892,22.33969,55.51993,14.32409,98.08492,87.88561,"Alto"
78516,15.71627,5.002786,57.69934,75.91064,8.977057,9.113871,40.97032,6.10924,5.830351,59.51379,29.17807,"Bajo"
5839,35.72192,12.94396,78.01342,99.04093,22.95374,22.33096,5.69395,18.41637,7.829182,95.90747,72.41993,"Alto"
60417,19.80313,13.76271,83.80766,89.27123,25.55059,5.022321,31.01191,48.19941,3.184524,84.63541,59.56101,"Alto"
28884,41.82967,8.245392,77.58757,89.54784,61.09545,20.39871,37.1325,60.65244,16.37132,99.39589,93.53605,"Alto"
503320,6.846082,4.753897,35.32497,50.26206,7.432535,5.005814,16.57083,0.8284214,4.360239,42.89186,16.08004,"Muy bajo"
34101,20.71258,4.682927,55.49542,76.49629,27.77704,16.86795,52.9927,11.20106,6.051758,88.45388,44.71135,"Medio"
24417,16.04113,7.218872,66.63625,91.48953,28.37942,19.93088,39.76574,19.02842,7.123656,91.83948,56.97005,"Alto"
12757,28.39405,12.10673,81.68235,72.76789,15.66341,11.62937,13.67791,29.24677,3.78191,75.22849,56.60258,"Medio"
13459,17.2759,5.769911,60.29195,77.91069,19.77382,6.202878,19.32831,11.75463,5.037697,87.76559,57.12817,"Medio"
56833,29.41209,11.49852,72.90973,84.3524,33.76481,20.45972,12.68534,16.16067,7.476269,73.63301,55.78568,"Alto"
67814,24.02711,11.13295,69.35163,88.10718,21.59918,16.1004,33.43339,16.02376,8.149189,72.07178,44.6034,"Medio"
93023,18.23164,8.645518,62.13931,82.70643,18.46997,9.390272,22.8728,8.061201,4.580955,65.69993,37.27335,"Medio"
31457,33.78687,12.13728,70.35289,80.74515,43.53292,13.78281,12.72984,25.63256,14.25428,89.03033,67.90822,"Alto"
5918,32.6977,10.7483,84.43569,98.54681,48.74016,12.28346,4.645669,9.291339,6.535433,95.74803,74.48819,"Alto"
31061,51.18694,29.62359,94.27056,97.44696,61.49733,27.57576,30.26738,46.41711,3.885918,99.19786,97.41533,"Muy alto"
24906,45.90109,14.48422,87.96593,93.43933,77.40076,15.03659,44.6884,10.60102,17.29874,100,99.8004,"Muy alto"
4906,40.14767,12.67241,91.85185,73.97065,61.46682,33.0617,57.15949,75.55297,32.36321,100,98.13737,"Muy alto"
15213,29.54099,9.182081,80.02611,96.37152,33.45968,22.05376,70.60648,41.38525,7.339766,83.59752,56.85734,"Alto"
10906,29.22089,16.47244,88.7576,96.3598,41.3738,3.620873,37.75293,60.33014,22.52396,95.15442,76.51757,"Alto"
8538,26.63824,8.76494,83.0787,95.36191,39.68454,24.73186,89.08517,63.78549,8.643533,82.64984,67.06625,"Alto"
6511,22.05263,11.32076,80.27005,97.84979,35.8952,11.0917,37.99127,15.72052,8.296944,92.13974,75.72053,"Alto"
3145,47.07379,13.74696,89.76982,89.15739,42.94976,10.859,2.106969,21.88006,11.66937,99.83793,90.76175,"Alto"
2854,59.04908,16.10644,85.45035,90.04906,52.26415,36.03773,36.22641,77.16982,13.39623,100,97.92453,"Muy alto"
11727,5.646937,6.853448,70.27241,34.27987,1.346696,7.610398,7.077983,12.62136,4.979643,25.11744,9.865331,"Muy bajo"
19879,4.945509,4.759329,56.44533,37.94456,1.468032,7.243577,5.949391,2.24068,6.625459,16.78578,7.881012,"Muy bajo"
8263,5.104131,6.944445,54.65969,59.76038,2.296895,10.59124,4.296044,8.592089,5.231816,21.52276,10.93152,"Muy bajo"
6212,3.834151,4.74537,54.47099,38.44173,1.903251,10.86439,4.203013,3.013481,5.709754,23.63204,8.961142,"Muy bajo"
22392,5.298248,12.62775,67.55582,66.78725,2.864407,11.1017,7.20339,17.15254,10.62712,31.84746,17.98305,"Bajo"
5843,6.316862,7.370737,77.08387,43.96714,1.915709,15.87302,3.886152,20.96333,12.15107,25.6705,17.56979,"Muy bajo"
16235,32.40335,23.87079,81.73,68.94364,47.34596,37.71672,61.21632,69.08509,36.6231,80.34142,66.71112,"Alto"
13298,43.03315,34.76575,88.32455,85.3211,80.04783,69.01264,70.07175,83.29347,67.33857,93.20123,86.91493,"Muy alto"
29907,17.01569,9.867842,66.20057,72.90936,30.04016,19.26372,37.28246,64.96653,31.29853,67.61713,56.7336,"Alto"
20533,5.306578,9.242871,65.32444,57.01067,2.80626,7.051628,1.744918,14.15722,3.399892,14.31912,9.084368,"Muy bajo"
47209,3.828389,4.700034,46.84014,43.58067,1.317375,5.968351,3.831633,4.056551,3.413929,15.10161,5.992449,"Muy bajo"
8377,39.19805,40.71789,84.1001,77.62923,42.24095,39.56371,40.65444,57.31284,44.91819,67.03024,57.8582,"Muy alto"
8413,4.148122,7.352097,66.5102,50.64781,1.630202,26.72673,11.62591,16.60232,10.51051,19.90562,14.71472,"Muy bajo"
2046,6.50134,3.682719,59.29919,60.65494,3.28152,11.05354,3.799654,9.499136,1.036269,21.93437,9.326425,"Muy bajo"
