"pob_tot","i_analf","i_asistesc","i_edbasinc","i_sdsalud","i_ptierra","i_nosan","i_noagua","i_nodren","i_noelec","i_nolav","i_noref","grs"
63420,4.07562,8.4281,53.41947,48.02428,4.72057,8.51226,32.67093,19.30105,4.88046,37.8864,14.69469,"Muy bajo"
63864,7.03224,5.93783,53.95533,47.78122,14.56639,7.14332,10.11645,35.80118,4.43693,47.02362,21.06564,"Muy bajo"
45989,5.428,8.41221,54.63578,39.59425,13.89914,12.59006,18.90705,28.44843,6.78264,39.03532,22.09629,"Muy bajo"
196907,3.24254,4.54103,37.52204,35.56958,7.19044,5.37097,10.71072,13.24423,4.3509,42.98235,13.08602,"Muy bajo"
105469,3.8275,6.11252,46.56907,40.37869,13.03306,11.86866,16.10693,16.72096,7.16238,53.71972,24.70328,"Muy bajo"
11812,4.41402,5.37412,52.66121,42.59228,18.36089,9.56736,11.25572,24.7274,6.15547,40.97784,24.05909,"Muy bajo"
46899,18.18801,6.70583,59.59049,72.96318,20.47162,49.64524,15.11895,56.84474,6.09349,66.38147,63.37646,"Bajo"
216897,7.18432,4.86025,46.24863,40.82306,5.23106,9.73788,7.85598,16.51312,3.55742,36.12211,27.56816,"Muy bajo"
172076,8.15104,8.5153,52.58195,53.83377,12.15844,10.07907,26.43379,22.91813,5.84526,36.73806,29.64668,"Muy bajo"
70554,16.50324,9.37018,70.05838,69.59209,13.1485,22.9573,21.52964,51.28107,8.66794,57.55258,57.884,"Bajo"
24889,15.81479,6.50558,61.05802,71.7345,15.07905,37.74703,23.59684,65.21739,8.57707,64.09091,65.6917,"Bajo"
31214,18.45972,12.00948,74.06414,84.52938,15.30109,48.09148,18.60809,72.26061,13.80388,63.22803,70.17111,"Medio"
8401,13.32719,11.54914,69.64055,77.26461,26.51435,11.53029,41.28587,53.3475,8.44846,60.04251,51.32837,"Bajo"
8400,16.49964,8.83028,65.71224,78.13095,13.62069,64.42529,12.75862,79.08046,9.13793,57.52873,63.73563,"Medio"
50563,16.65639,10.46249,71.5255,78.83037,25.1854,20.86899,12.54991,52.16771,13.64328,63.65278,56.80737,"Medio"
23115,25.73695,10.86789,85.46138,93.00887,52.69205,28.04686,78.5312,86.19058,40.70737,88.4884,85.15431,"Alto"
37681,19.54244,11.82679,80.60656,91.55543,43.31259,31.94462,42.77912,72.36124,34.24362,77.89915,71.87857,"Alto"
1126,4.65995,7.14286,51.63728,62.34458,1.47059,4.11765,4.11765,27.05882,4.41176,23.23529,9.41176,"Muy bajo"
110487,3.47696,8.2013,51.80213,23.16924,9.69021,9.11507,7.98064,26.73436,3.73646,37.56297,18.09528,"Muy bajo"
20943,3.97673,6.65719,52.89786,30.46841,2.39713,3.94488,6.66289,26.99132,1.77425,21.49868,6.73839,"Muy bajo"
19374,9.65596,9.04614,68.55729,44.68876,11.77532,12.49718,18.45251,41.68735,5.59441,37.69456,37.53666,"Muy bajo"
1677,12.93488,9.41558,71.45406,53.07096,8.45361,5.56701,7.62887,50.10309,6.59794,43.29897,20.61856,"Muy bajo"
22530,4.196,4.1507,50.39978,26.18731,3.20611,10.53435,15.64886,46.5458,4.86641,31.75572,14.58015,"Muy bajo"
12154,7.40164,7.09356,59.51175,44.35577,12.14736,10.35513,13.80684,40.42483,5.77498,45.80153,30.63392,"Muy bajo"
2784,7.01254,6.17284,66.59065,70.97701,6.73352,9.74212,6.87679,72.20631,4.58453,37.10602,20.20057,"Muy bajo"
46452,6.67687,7.67391,56.25936,39.09842,10.7983,10.6188,6.07463,41.85168,1.74776,37.8649,22.92867,"Muy bajo"
66579,3.60563,4.7222,45.34453,23.33769,2.87963,4.83478,6.00912,21.28803,1.47417,24.3613,9.31351,"Muy bajo"
11316,11.75424,8.15261,70.96333,49.16932,8.93263,22.33157,11.20363,56.66162,5.71537,58.25133,40.38607,"Bajo"
2050,9.02312,15,71.96122,42.82927,6.55738,6.92168,19.67213,49.36248,7.28597,46.44809,18.21494,"Muy bajo"
1441,10.76087,7.91367,70.54348,72.93546,10.42781,9.09091,8.55615,64.97326,13.1016,55.88235,30.48128,"Bajo"
9724,6.36116,12.07243,81.253,42.15344,10.72501,14.28571,51.26555,77.22008,9.69541,36.72244,20.42042,"Bajo"
1610,5.40806,7.25076,66.0767,69.31677,9.66981,12.0283,30.18868,60.37736,19.10377,42.45283,30.18868,"Bajo"
1781,6.19835,4.15335,51.57025,51.60022,2.54237,7.20339,5.29661,48.09322,3.17797,36.44068,18.4322,"Muy bajo"
92029,6.55825,6.84924,54.23428,38.86818,11.08552,12.55257,5.45263,31.59924,2.08292,37.19207,20.98438,"Muy bajo"
193744,2.67663,4.08066,36.81172,22.23088,1.71732,3.1761,6.00959,10.93454,0.92277,17.99092,6.59184,"Muy bajo"
7263,4.12088,4.56165,52.17667,28.98251,3.26508,8.13503,7.08356,37.18871,2.37963,21.52739,8.13503,"Muy bajo"
62773,4.96616,6.10194,52.25503,22.83147,3.41699,6.44328,6.11218,29.48149,2.32435,23.75339,10.95954,"Muy bajo"
5946,5.62654,6.27763,47.22359,33.58561,6.21622,6.01351,6.41892,54.18919,3.04054,30.27027,14.12162,"Muy bajo"
23019,3.8104,6.76192,55.30405,19.54472,6.81775,5.61798,8.96972,33.26985,3.44696,25.89983,10.85507,"Muy bajo"
12053,6.88765,9.60814,63.76851,43.93927,11.64602,15.46903,40.46018,40.0354,12.21239,53.69912,44.10619,"Bajo"
43339,7.21886,6.26945,51.58528,37.1536,13.47097,18.70401,15.36182,28.54661,3.03557,40.84219,26.3798,"Muy bajo"
128130,3.19543,6.53785,45.65566,24.61484,3.68509,4.32157,4.82097,11.0879,1.53409,23.05056,7.36364,"Muy bajo"
3608,7.33453,8.83117,72.71914,39.13526,9.06149,5.07012,18.33873,71.62891,3.99137,34.51996,15.85761,"Muy bajo"
39853,5.68484,5.85167,49.44557,17.62728,7.55984,7.77645,13.17015,21.78057,3.5958,30.03358,19.08372,"Muy bajo"
52379,3.44406,5.33871,45.13679,26.49726,2.66808,4.90412,6.32911,13.85583,1.44774,19.47245,6.09414,"Muy bajo"
2006,5.98227,6.1008,49.85229,27.7667,7.17131,5.37849,3.58566,57.17131,2.78884,37.84861,22.50996,"Muy bajo"
578046,3.15687,4.62653,36.60253,23.66991,2.82339,5.49253,6.50382,7.11013,1.31596,20.08738,11.81096,"Muy bajo"
20046,3.65719,5.98925,42.961,30.28035,2.60295,3.67133,5.32246,28.67133,2.0979,24.9223,9.92619,"Muy bajo"
40138,2.73001,4.7367,43.8736,21.52823,2.53938,4.13365,5.48926,13.01193,1.76611,15.89499,5.69928,"Muy bajo"
88343,7.89002,6.3675,59.77154,50.00283,12.98688,10.18324,8.70131,36.85291,3.3043,39.96696,28.45199,"Muy bajo"
6023,5.85326,6.11028,59.52185,25.90071,9.09686,13.02356,18.84817,29.84293,3.9267,32.65707,24.80367,"Muy bajo"
529512,2.64117,5.4468,36.68574,29.92057,3.71262,4.07412,2.48094,5.48335,0.7398,21.06964,8.10506,"Muy bajo"
18969,9.68727,7.94652,69.0156,53.45036,16.90174,21.34831,7.57829,59.67009,3.77719,52.66555,35.28568,"Muy bajo"
6159,6.38618,12.30126,69.27122,36.67803,5.37428,8.70122,11.70825,44.65771,4.41459,31.03007,13.1158,"Muy bajo"
12664,5.15601,10.05677,60.73967,35.25742,5.55215,5.92025,11.71779,33.77301,6.44172,28.15951,13.37423,"Muy bajo"
28574,12.84867,12.53347,68.97058,67.11346,24.90205,8.88575,10.34321,16.97226,4.294,55.14809,33.16095,"Muy bajo"
129958,4.46193,5.13067,40.46211,41.15637,6.49224,3.02538,3.4279,3.46686,1.25625,33.12342,12.5982,"Muy bajo"
19384,7.10103,8.23589,65.49278,68.32439,19.50594,14.89163,5.38336,15.03146,7.01468,60.98812,39.15171,"Muy bajo"
18756,10.52814,10.7087,63.26424,64.27277,20.95837,6.80058,7.52662,7.88964,5.4453,54.71926,30.22749,"Muy bajo"
26771,6.66089,6.92903,55.98845,40.18528,7.36739,3.78193,8.26785,4.0275,2.29208,41.55206,19.4499,"Muy bajo"
5478,12.99629,9.93314,73.32191,74.80832,27.87149,21.5261,11.88755,22.32932,8.91566,64.8996,35.90361,"Bajo"
125143,6.00313,6.36582,49.79248,40.5584,8.41307,7.97407,8.85894,8.27932,2.12299,38.79686,18.12944,"Muy bajo"
8466,10.4821,4.35859,62.91258,53.20104,18.97463,11.09937,9.88372,9.51374,6.92389,51.37421,29.06977,"Muy bajo"
99289,12.89596,14.2871,66.38762,64.85109,22.35619,6.77404,7.02715,8.59641,3.64933,54.85044,32.80718,"Muy bajo"
80808,3.42004,3.97123,36.82145,36.09667,5.90871,1.76576,1.58655,1.69197,1.04364,35.19397,11.58549,"Muy bajo"
14189,18.1548,15.46554,79.87616,90.83093,35.66038,24.03774,30.33962,40.26415,16.07547,96.18868,73.39622,"Alto"
24754,27.38735,14.81618,74.53917,84.09146,31.59082,18.27755,11.54569,24.29485,7.16435,90.91764,66.58518,"Medio"
25154,20.92529,13.188,76.2962,84.85728,36.02928,28.3806,53.57731,34.6752,9.93596,91.32662,60.09149,"Medio"
21948,38.18497,16.97302,83.59538,55.5996,59.85892,22.70742,31.20591,65.435,29.92946,95.16292,88.07524,"Alto"
18778,34.09319,16.29438,90.93192,97.93375,78.1575,23.62556,41.81278,70.28232,35.60178,99.01932,91.88707,"Alto"
26094,24.51013,15.03954,84.96398,70.14256,44.19958,23.1185,23.55509,43.45114,10.31185,94.74012,76.77755,"Alto"
6559,47.4515,18.51278,94.73857,74.40159,62.11982,51.52074,26.45161,70.59908,9.21659,99.81567,98.98617,"Alto"
21848,26.55314,17.81513,80.32955,94.78671,40.57056,24.43827,10.72961,30.11866,13.17849,92.62812,65.46327,"Alto"
37989,14.65396,10.31464,63.4576,73.54497,9.55456,19.95184,47.77279,19.55784,6.56671,74.44457,41.80803,"Bajo"
6673,19.15952,16.93723,92.59055,94.36535,71.3628,8.56354,72.19153,78.45304,18.32412,99.17127,93.92265,"Alto"
18205,13.35818,13.28238,84.85681,86.86075,55.20231,20.64868,44.50867,56.71163,15.22158,98.2659,87.4438,"Alto"
28719,21.5592,25.44892,75.8558,82.25913,29.32658,20.78204,32.25923,29.38088,6.15496,81.17306,58.87038,"Medio"
22722,30.20234,10.99423,76.90409,87.55831,56.07017,18.47953,23.04094,40.72514,13.1462,92.60819,76.18713,"Alto"
14993,42.55681,26.81225,88.80816,74.32802,60.62335,9.35031,9.21861,27.04127,5.92625,97.89289,87.66462,"Alto"
39033,19.38202,14.08298,66.32568,79.45072,25.3494,11.23221,14.79677,21.04116,8.89858,92.94781,64.54673,"Medio"
15709,19.61199,8.72007,73.72262,89.78293,35.2976,29.87859,24.90376,35.80101,11.72638,79.24193,53.83477,"Medio"
64013,18.1892,12.91493,71.72148,84.71248,25.26386,26.82474,32.88985,35.89267,11.77345,83.60339,59.19429,"Medio"
7217,23.78907,10.74286,86.63803,95.30275,64.73988,37.50803,16.2492,47.01349,12.71676,98.65125,91.00835,"Alto"
105210,17.5778,14.83608,67.58748,75.6525,25.501,16.80403,30.92305,37.19528,4.98395,78.00382,56.78841,"Medio"
39770,28.14478,23.17496,81.70695,95.27533,34.35256,32.81042,32.385,37.29061,15.46131,92.86094,68.19994,"Alto"
19298,17.38095,13.56873,74.23469,90.34097,46.90771,27.92579,12.91627,33.65842,15.81827,94.52902,71.93149,"Medio"
12256,50.77481,24.57407,95.58193,88.35672,96.94323,57.16554,77.41167,97.97539,74.03731,99.9603,99.64272,"Muy alto"
59005,58.16317,27.0197,97.69688,97.75273,85.8988,55.84533,60.41958,90.90909,20.29617,99.42411,99.15261,"Muy alto"
7568,46.68008,16.42355,88.87612,83.02062,95.69708,59.46644,97.33219,94.92255,14.97418,99.56971,99.13942,"Muy alto"
6965,30.21346,7.19755,84.81116,95.69275,64.56628,21.11293,23.89525,37.64321,32.97872,99.018,87.64321,"Alto"
27331,42.63018,27.91808,94.5267,75.33936,85.97306,46.98096,49.18718,84.78867,37.5987,98.93172,96.86484,"Muy alto"
60620,19.95832,13.54655,67.36642,74.76906,29.07289,18.25793,29.4339,33.13619,5.07719,87.05738,53.75221,"Medio"
5242,36.52279,14.69565,86.35678,93.97177,28.26087,17.57246,4.07609,17.3913,5.3442,95.38044,78.62319,"Medio"
4345,17.57553,10.55901,72.36551,75.374,25.90959,21.83021,12.89967,24.36604,3.41786,91.17971,59.42668,"Bajo"
24994,24.56225,16.76692,83.97121,94.91078,44.36154,37.51865,28.99169,51.31102,14.66638,96.18418,72.5858,"Alto"
77686,46.37729,23.48308,87.9485,77.70255,77.49566,63.35738,30.03927,80.92977,38.588,98.43822,92.87606,"Muy alto"
28064,19.1475,13.86152,74.77461,79.58595,28.34948,26.15609,19.88668,34.81996,15.40852,92.50594,63.69951,"Medio"
5236,35.70638,11.59317,89.26595,98.28113,76.33333,49.77778,43.88889,68.11111,45.22222,99.55556,94,"Muy alto"
52168,16.41034,15.62826,77.28076,88.88207,35.36632,17.46908,17.98287,42.902,8.62036,88.98192,60.38059,"Medio"
10917,23.02126,9.30752,67.97829,81.91811,47.82609,25.38428,55.86298,37.90075,14.97585,92.35837,61.83575,"Medio"
5969,14.75875,15.06276,83.60139,93.39923,70.30114,7.892,49.22118,78.60851,20.76843,98.23468,93.14642,"Alto"
31464,20.80164,14.29677,66.32391,80.21231,41.4986,35.12256,60.9215,43.46882,13.96215,93.68601,60.76637,"Alto"
18630,36.59741,13.71825,91.18494,79.47397,85.37304,25.91623,63.12173,76.66885,14.39791,98.72382,97.74215,"Alto"
20041,37.63201,15.27955,91.00862,96.36246,86.13663,18.80023,41.38921,84.90241,40.81515,99.56946,92.73823,"Muy alto"
48476,14.74828,11.42806,63.32483,72.58025,20.72243,20.25665,31.72053,23.23194,8.60266,86.5019,50.97909,"Bajo"
32245,21.9612,22.6896,93.16728,95.50938,45.5965,14.27233,24.60962,84.21299,6.5584,98.54778,92.23922,"Alto"
8877,29.95738,20.71337,85.0619,84.18385,56.5534,25.84952,8.98058,29.79369,16.86893,97.14806,84.8301,"Alto"
9143,20.20657,13.04348,73.80282,90.12359,35.56059,21.91393,25.14156,28.25595,20.55493,92.3556,71.8573,"Medio"
18533,25.77803,16.55629,83.79265,87.90805,44.60999,28.86357,14.57786,39.73123,6.13497,95.35495,83.52323,"Alto"
4707,24.32638,14.86596,88.99431,97.17442,68.16525,31.71324,32.07777,41.43378,36.452,98.42041,91.00851,"Alto"
34937,16.95511,11.67119,73.2927,85.02734,24.85812,21.40245,31.88296,25.86707,8.02119,85.60979,63.36234,"Medio"
13076,34.65942,14.73354,84.21903,73.33282,62.60434,21.24374,14.69115,40.94324,13.98164,95.70117,89.44073,"Alto"
19956,19.1376,11.69701,72.98127,90.2285,30.90737,22.61342,61.24763,23.48771,15.57183,81.75803,59.33365,"Medio"
16538,41.28209,14.49016,90.79982,76.12166,86.54166,29.08333,36.875,88.95833,14.75,99.45833,98.70833,"Alto"
5288,16.47093,11.53505,79.71928,93.24887,11.82879,22.41245,47.47082,20.93385,24.59144,79.92218,55.71985,"Medio"
39055,20.96788,13.06297,76.58373,66.54974,25.56337,19.19637,47.65709,31.09574,12.11399,86.16907,57.04066,"Medio"
87034,35.07796,21.46991,88.17685,75.0316,57.84137,15.70432,49.04005,77.78097,17.9478,95.67124,87.89818,"Alto"
7180,12.15827,17.36183,83.69305,77.53482,50.53061,15.10204,40.2449,38.36735,14.77551,97.55102,83.2653,"Alto"
24079,18.92937,11.10497,69.39458,80.85884,51.87272,28.4,82.98182,37.89091,8.85455,91.21818,62.63636,"Alto"
4794,17.7211,8.77193,63.33223,71.67292,33.49191,14.46242,33.30162,25.49953,8.84872,89.91437,49.47669,"Bajo"
7602,61.85156,30.37149,95.2913,83.24125,91.09913,15.91369,56.30479,61.76669,18.00405,99.86514,97.90964,"Muy alto"
59875,15.23272,15.88194,79.05794,87.038,32.3767,21.41975,26.31379,32.53825,10.96645,94.64982,74.62701,"Medio"
146696,33.55412,16.83597,82.1801,62.73723,57.32721,34.70033,18.77072,65.58531,18.18414,93.84851,81.15787,"Alto"
9271,49.18534,17.23695,92.72912,97.34656,70.46243,44.62428,29.59538,64.27746,24.27746,99.01734,95.89595,"Muy alto"
65673,20.74299,22.02278,77.76007,89.01832,38.75928,17.11104,21.31495,30.55598,12.33904,86.44902,66.64142,"Medio"
17026,25.84126,16.94804,84.2645,93.92106,39.78993,34.16744,41.55082,40.22243,35.74297,93.32715,77.47915,"Alto"
3132,13.28,14.88178,76.10667,78.99106,32.13257,16.28242,11.23919,16.42651,5.18732,88.9049,60.66282,"Medio"
37887,31.085,13.60102,84.78051,81.80643,89.50795,43.48221,75.53369,91.80924,45.07191,99.40954,98.89477,"Muy alto"
85464,23.77136,11.40363,73.42182,82.12346,38.31196,36.31465,24.19024,43.232,13.62971,84.00984,65.89352,"Medio"
16262,52.15012,32.52116,91.88295,77.22297,83.32109,46.28949,25.90007,69.36076,22.00588,99.00808,93.93828,"Muy alto"
8566,45.16674,15.75592,91.02997,53.85244,76.55334,36.34232,22.91911,44.90035,30.12896,99.06213,94.07972,"Alto"
29357,21.20795,14.44477,69.52596,85.93521,29.41375,25.23585,41.4252,26.33086,21.47911,89.3531,61.32075,"Medio"
46949,20.38561,10.74775,74.44041,89.31394,25.06208,21.17479,57.77459,30.63037,11.27985,84.63228,53.82044,"Medio"
11641,15.03759,11.89681,83.68261,96.68413,59.43562,11.22869,64.49147,73.60376,15.4027,98.23633,93.47442,"Alto"
26706,21.06191,13.11867,77.1813,91.44012,36.05948,34.79554,50.09294,43.90334,15.65056,91.95167,68.02974,"Alto"
24405,41.51689,20.58733,88.18562,94.7101,71.74316,24.43208,14.48772,48.74826,17.22299,97.12564,90.77423,"Alto"
6870,34.25134,17.08145,79.06417,91.25182,55.31915,22.56839,26.44377,35.18237,25.45593,96.65654,87.46201,"Alto"
34809,12.14979,8.90411,62.32085,66.74136,17.91877,14.67497,22.60283,12.40431,6.33191,63.50071,44.64772,"Bajo"
21100,38.60734,27.39139,87.13356,87.33175,58.98826,28.04878,31.41373,35.77236,12.51129,88.09847,75.04517,"Alto"
21156,36.18614,13.28111,90.09572,74.26735,81.88679,8.67925,34.77089,66.30728,22.39892,99.24529,92.74933,"Alto"
49300,40.1626,11.84709,85.77425,82.01014,68.04088,67.03032,25.6316,82.26918,25.45935,96.54341,89.06752,"Alto"
132421,17.74284,15.40809,56.06528,73.01636,26.69367,13.20748,17.57405,20.49129,3.824,75.0158,61.65595,"Bajo"
26436,22.59219,20.93105,80.71931,87.80072,27.55484,28.99947,27.67968,36.06206,4.51222,93.66863,71.48207,"Alto"
32457,24.95636,13.92476,86.54203,82.31198,64.25848,28.07854,50.5528,48.7419,21.9024,97.4838,89.00114,"Alto"
31615,44.54927,22.10355,85.30997,70.1281,74.0458,16.94656,22.85714,55.89967,21.26499,96.13959,84.40567,"Alto"
7987,60.33025,56.20861,90.4551,53.54952,84.49883,66.78322,43.47319,78.67133,55.24476,97.31935,92.30769,"Muy alto"
15171,31.73129,20.55824,87.34205,76.65942,47.42396,29.54687,35.69212,48.44817,9.49721,83.17815,61.79392,"Alto"
7784,25.93442,15.33562,81.8161,95.55498,47.69648,29.8103,21.61247,38.75339,17.00542,97.28997,81.70732,"Alto"
7767,30.51633,17.20147,83.1421,90.52401,37.39988,11.46026,8.44116,13.49353,4.37461,98.15157,81.57732,"Medio"
15890,24.24366,15.64425,66.84383,83.52423,26.82627,19.52118,19.95089,21.27072,8.22591,91.12953,58.53284,"Medio"
30251,22.056,18.53358,72.99578,84.61869,41.16769,22.12931,41.57085,32.82067,8.27236,91.0557,54.69613,"Medio"
1936,25.60866,10.27132,78.71957,86.05372,59.77961,33.33333,56.47383,47.6584,56.19835,98.07162,85.12397,"Alto"
271674,12.36108,12.10915,54.93339,61.91023,24.81447,16.14478,37.56103,17.70555,6.40258,78.10852,40.47751,"Bajo"
3639,22.80959,16.93462,87.07783,64.90794,69.04458,29.68153,18.21656,43.3121,19.87261,98.72612,92.10191,"Alto"
10349,25.76038,11.84604,71.03008,89.87342,43.94904,17.19745,11.95492,20.43116,11.46497,93.09162,71.92553,"Medio"
38383,22.1319,18.50988,82.44966,87.53094,44.06387,25.98506,21.05331,31.43188,16.41772,92.38991,72.48262,"Alto"
33161,34.65444,16.60557,93.61468,91.86092,86.84312,41.84698,16.92427,88.71716,9.23493,99.30448,98.28053,"Alto"
26996,41.22491,25.8315,88.26812,92.19514,55.21116,22.16195,13.30879,47.11352,9.27935,93.95583,87.8148,"Alto"
58153,38.57194,15.32117,85.2399,84.9724,80.67285,21.48348,29.81931,59.98802,24.33862,98.20306,91.36468,"Alto"
78438,15.93235,8.83343,65.73588,80.69686,14.24011,18.12222,44.03147,21.60529,8.73903,75.11116,43.78064,"Bajo"
5513,44.24393,18.9519,84.50529,97.9503,36.31791,37.02213,11.46881,44.4668,13.07847,98.79276,84.60765,"Alto"
59686,21.44745,20.92218,90.37576,94.93181,47.01457,12.97423,42.47639,80.28654,8.70018,95.846,80.43861,"Alto"
26866,44.52828,17.56425,85.24026,85.65101,79.1568,38.53624,38.37044,77.00142,21.74325,99.0289,95.21554,"Alto"
434143,7.65788,7.98936,41.78295,55.64664,9.83744,5.45328,21.25561,5.56896,1.89887,58.55789,25.05136,"Muy bajo"
33467,21.62034,9.77482,61.92486,78.8538,37.55683,26.74879,61.19666,34.00792,11.17466,94.00205,61.44596,"Medio"
23180,17.44,13.93849,75.79637,89.28818,32.43065,28.04932,36.76794,40.18054,12.61559,96.34522,69.9912,"Medio"
11925,29.33704,19.37407,89.1756,83.95807,41.37291,27.42115,23.93321,53.13544,7.86642,92.02226,76.80891,"Alto"
13934,18.53843,11.25461,69.22461,79.48902,30.86552,12.33906,11.87411,27.39628,14.48498,94.88555,71.35193,"Medio"
52833,32.13411,21.60264,79.47462,83.18475,37.73381,27.01439,17.23921,30.09892,7.58094,80.1169,63.18345,"Medio"
68685,25.15441,20.44975,77.15403,90.98639,33.06151,29.09468,26.29578,35.43884,14.87215,84.92053,63.01313,"Alto"
85957,19.32364,15.92595,69.66923,84.84707,22.83356,16.36218,22.16778,18.88149,5.77896,78.21038,52.76165,"Medio"
26044,34.88512,22.44726,75.60112,86.91829,54.93764,30.21877,19.36209,34.30791,16.82682,91.61726,73.72726,"Alto"
5673,36.83877,19.7787,88.21666,97.39115,68.75551,46.86673,4.94263,43.86584,10.59135,98.94087,86.93733,"Alto"
29754,54.38707,35.05921,96.3704,96.47442,77.99746,62.12589,39.57918,81.66153,9.64992,99.52839,97.96844,"Muy alto"
20688,52.37139,32.95836,90.22757,50.66222,94.35463,74.74981,62.66358,97.63921,23.63357,99.33282,99.07621,"Muy alto"
3635,58.17157,28.72727,97.37007,79.64237,94.45325,65.61014,60.53883,92.23455,41.04596,100,99.84152,"Muy alto"
14436,26.75475,24.09553,88.78338,94.7146,53.65191,45.0272,84.45998,65.22921,51.98135,92.54079,82.86713,"Muy alto"
10526,31.81555,19.01153,95.09937,96.13338,69.33988,13.63884,61.42935,98.14512,23.8407,98.69067,90.8347,"Muy alto"
8580,30.42275,21.81035,87.49371,89.02098,57.5089,45.90747,85.69395,77.15303,48.54093,92.81139,85.5516,"Muy alto"
5086,28.28096,18.35125,86.13678,89.06803,44.61358,27.75176,17.21312,41.45199,16.15925,97.18969,82.3185,"Alto"
3423,46.13912,23.54533,91.51244,86.64914,67.15596,13.3945,11.74312,69.54128,3.85321,99.81651,95.22936,"Alto"
2174,68.4796,38.76739,94.06675,81.18675,79.39189,59.7973,10.13514,98.31081,16.21622,99.32432,98.98649,"Muy alto"
11901,5.02618,12.61487,71.53141,42.79472,1.65854,7.70732,4.78049,27.08943,3.54472,33.49594,18.0813,"Muy bajo"
19378,5.17906,6.53856,63.66785,40.69047,2.9857,7.14886,5.50883,13.16232,3.55341,24.53743,12.69975,"Muy bajo"
8561,5.40494,7.61203,59.84655,58.47448,3.25418,13.80827,5.7168,13.67634,3.34213,27.08883,17.72208,"Muy bajo"
5327,4.33813,4.45344,61.20476,39.08391,1.45833,17.08333,4.27083,18.85417,0.9375,23.125,8.33333,"Muy bajo"
21939,5.05903,12.87333,70.58735,63.91358,3.97738,6.74835,6.4656,30.10367,6.541,29.34967,18.85014,"Muy bajo"
6403,5.68002,11.32231,82.25843,74.18398,2,9.83784,4.75676,37.89189,3.24324,22.97297,18.48649,"Muy bajo"
16770,33.10797,27.8028,85.60746,85.83184,48.54611,46.71836,62.72501,76.04542,55.22016,83.32872,71.08834,"Muy alto"
12545,41.40523,31.96639,90.25589,94.09326,82.50389,72.20062,58.82581,90.24106,87.36392,97.35614,93.07932,"Muy alto"
27907,18.41293,14.72763,73.00428,70.68477,30.87857,26.0245,37.18433,72.94723,38.34871,76.57644,68.44095,"Alto"
20056,4.93274,10.27791,68.21555,53.86418,3.67578,6.9934,8.46371,28.72761,3.86428,22.33742,17.90763,"Muy bajo"
45852,3.64623,5.99891,51.75529,47.75582,2.052,8.35579,5.68646,8.46883,2.33023,24.32832,12.11199,"Muy bajo"
7760,41.10914,31.54279,87.42846,86.90721,47.14653,48.8946,46.63239,71.51671,52.85347,73.47044,64.98715,"Muy alto"
10004,5.25256,11.28956,73.19492,59.87605,2.27015,7.83201,11.53992,41.35452,13.50738,38.479,29.85244,"Muy bajo"
2205,7.72849,5.60538,68.21237,79.18367,4.64716,19.62134,9.1222,23.40792,5.50775,36.3167,22.2031,"Muy bajo"
1708,8.30508,12.5,81.52542,77.10773,2.63158,14.77733,9.51417,17.20648,8.09717,33.19838,22.67206,"Muy bajo"
