"Semilla","LDA_MASS","KFDA","QDA","SVM_Radial","SVM_Poly2","SVM_Poly3","GNLPDA"
1,0.388888888888889,0.388888888888889,0.911111111111111,1,0.922222222222222,0.455555555555556,0.911111111111111
2,0.4,0.4,0.9,0.977777777777778,0.877777777777778,0.477777777777778,0.955555555555556
3,0.422222222222222,0.422222222222222,0.822222222222222,0.966666666666667,0.9,0.455555555555556,0.966666666666667
4,0.455555555555556,0.455555555555556,0.911111111111111,0.988888888888889,0.966666666666667,0.522222222222222,0.977777777777778
5,0.377777777777778,0.377777777777778,0.855555555555556,0.955555555555556,0.922222222222222,0.477777777777778,0.911111111111111
6,0.411111111111111,0.411111111111111,0.855555555555556,0.955555555555556,0.944444444444444,0.511111111111111,0.944444444444444
7,0.511111111111111,0.5,0.811111111111111,0.977777777777778,0.855555555555556,0.422222222222222,0.977777777777778
8,0.4,0.4,0.888888888888889,0.955555555555556,0.888888888888889,0.455555555555556,0.955555555555556
9,0.433333333333333,0.433333333333333,0.788888888888889,0.988888888888889,0.877777777777778,0.522222222222222,0.966666666666667
10,0.466666666666667,0.466666666666667,0.888888888888889,0.988888888888889,0.844444444444444,0.511111111111111,0.911111111111111
11,0.388888888888889,0.388888888888889,0.888888888888889,0.955555555555556,0.9,0.522222222222222,0.933333333333333
12,0.411111111111111,0.411111111111111,0.888888888888889,0.966666666666667,0.877777777777778,0.444444444444444,0.955555555555556
13,0.488888888888889,0.488888888888889,0.877777777777778,0.977777777777778,0.9,0.477777777777778,0.966666666666667
14,0.433333333333333,0.433333333333333,0.877777777777778,0.988888888888889,0.922222222222222,0.444444444444444,0.944444444444444
15,0.388888888888889,0.388888888888889,0.922222222222222,0.988888888888889,0.911111111111111,0.455555555555556,0.933333333333333
16,0.466666666666667,0.466666666666667,0.822222222222222,0.955555555555556,0.888888888888889,0.533333333333333,0.955555555555556
17,0.344444444444444,0.344444444444444,0.866666666666667,1,0.911111111111111,0.466666666666667,0.933333333333333
18,0.4,0.4,0.911111111111111,0.977777777777778,0.9,0.444444444444444,0.944444444444444
19,0.444444444444444,0.444444444444444,0.866666666666667,0.977777777777778,0.888888888888889,0.477777777777778,0.922222222222222
20,0.4,0.4,0.866666666666667,0.988888888888889,0.944444444444444,0.477777777777778,0.977777777777778
21,0.511111111111111,0.511111111111111,0.855555555555556,0.977777777777778,0.933333333333333,0.511111111111111,0.944444444444444
22,0.366666666666667,0.355555555555556,0.9,0.977777777777778,0.955555555555556,0.444444444444444,0.933333333333333
23,0.477777777777778,0.477777777777778,0.866666666666667,0.988888888888889,0.888888888888889,0.477777777777778,0.966666666666667
24,0.466666666666667,0.466666666666667,0.877777777777778,0.977777777777778,0.9,0.455555555555556,0.933333333333333
25,0.411111111111111,0.411111111111111,0.922222222222222,0.988888888888889,0.888888888888889,0.466666666666667,0.966666666666667
26,0.377777777777778,0.377777777777778,0.777777777777778,0.988888888888889,0.922222222222222,0.477777777777778,0.955555555555556
27,0.444444444444444,0.444444444444444,0.844444444444444,0.988888888888889,0.9,0.5,0.922222222222222
28,0.366666666666667,0.366666666666667,0.888888888888889,1,0.877777777777778,0.522222222222222,0.911111111111111
29,0.477777777777778,0.488888888888889,0.844444444444444,0.977777777777778,0.911111111111111,0.511111111111111,0.955555555555556
30,0.366666666666667,0.366666666666667,0.9,0.988888888888889,0.933333333333333,0.511111111111111,0.944444444444444
