"Corrida","Cost_Optimo","Gamma_Optimo","Accuracy","Kappa","Macro_F1","Macro_Rec","Macro_Prec","Tiempo_Segundos"
1,10,0.0194704802288778,0.955555555555556,0.933333333333333,0.955486283132474,0.955555555555556,0.957997311827957,2.89
2,1,0.194704802288778,0.966666666666667,0.95,0.966583124477861,0.966666666666667,0.96969696969697,3.40000000000001
3,1,0.194704802288778,0.966666666666667,0.95,0.966583124477861,0.966666666666667,0.96969696969697,3.30999999999999
4,10,0.0194704802288778,0.933333333333333,0.9,0.933249791144528,0.933333333333333,0.936363636363636,3.14999999999999
5,1,0.194704802288778,0.988888888888889,0.983333333333333,0.988885801611559,0.988888888888889,0.989247311827957,3.36
6,10,0.194704802288778,0.977777777777778,0.966666666666666,0.977576785377803,0.977777777777778,0.978494623655914,3.14
7,100,0.0194704802288778,0.966666666666667,0.95,0.966657404834676,0.966666666666667,0.967000370782351,3.12
8,10,0.194704802288778,0.966666666666667,0.95,0.966583124477861,0.966666666666667,0.96969696969697,3.51000000000001
9,100,0.0194704802288778,0.955555555555556,0.933333333333333,0.955364144361088,0.955555555555556,0.955530836732172,3.03
10,1,0.194704802288778,0.955555555555556,0.933333333333333,0.955357142857143,0.955555555555556,0.96078431372549,3.02
11,1,0.194704802288778,0.955555555555556,0.933333333333333,0.955357142857143,0.955555555555556,0.96078431372549,3.39
12,10,0.0194704802288778,0.977777777777778,0.966666666666666,0.977774690500448,0.977777777777778,0.978136200716846,2.91
13,100,0.0194704802288778,1,1,1,1,1,2.92999999999999
14,100,0.0194704802288778,0.955555555555556,0.933333333333333,0.955364144361088,0.955555555555556,0.955530836732172,3.23
15,100,0.0194704802288778,0.955555555555556,0.933333333333333,0.955364144361088,0.955555555555556,0.955530836732172,3.22
16,10,0.0194704802288778,0.966666666666667,0.95,0.966475255472199,0.966666666666667,0.966641947843283,2.92999999999999
17,100,0.0194704802288778,0.977777777777778,0.966666666666666,0.977753058954394,0.977777777777778,0.979166666666667,3.25
18,10,0.0194704802288778,0.977777777777778,0.966666666666666,0.977576785377803,0.977777777777778,0.978494623655914,3.2
19,10,0.0194704802288778,0.933333333333333,0.9,0.932925472747497,0.933333333333333,0.933928571428571,3.11
20,10,0.0194704802288778,0.977777777777778,0.966666666666666,0.977777777777778,0.977777777777778,0.977777777777778,3.21000000000001
21,1,0.194704802288778,0.955555555555556,0.933333333333333,0.954852979443143,0.955555555555556,0.958944281524927,3.22
22,100,0.0194704802288778,0.955555555555556,0.933333333333333,0.955364144361088,0.955555555555556,0.955530836732172,3.03
23,1,0.194704802288778,0.966666666666667,0.95,0.966583124477861,0.966666666666667,0.96969696969697,3.29000000000001
24,100,0.0194704802288778,0.955555555555556,0.933333333333333,0.955364144361088,0.955555555555556,0.955530836732172,3.08
25,100,0.0194704802288778,0.977777777777778,0.966666666666666,0.977777777777778,0.977777777777778,0.977777777777778,2.95999999999999
26,100,0.0194704802288778,0.966666666666667,0.95,0.966475255472199,0.966666666666667,0.966641947843283,3.59
27,1,0.194704802288778,0.966666666666667,0.95,0.966583124477861,0.966666666666667,0.96969696969697,3.14
28,100,0.0194704802288778,0.955555555555556,0.933333333333333,0.955153570755606,0.955555555555556,0.955837173579109,2.97
29,100,0.0194704802288778,0.977777777777778,0.966666666666666,0.977777777777778,0.977777777777778,0.977777777777778,3.44
30,100,0.0194704802288778,0.977777777777778,0.966666666666666,0.977576785377803,0.977777777777778,0.978494623655914,3.22999999999999
31,10,0.194704802288778,0.966666666666667,0.95,0.966583124477861,0.966666666666667,0.96969696969697,3.08
32,10,0.194704802288778,0.977777777777778,0.966666666666666,0.977753058954394,0.977777777777778,0.979166666666667,3.31
33,1,0.194704802288778,0.922222222222222,0.883333333333333,0.921148972120529,0.922222222222222,0.936936936936937,2.83
