"Dataset","Mean_Accuracy","Std_Accuracy","Mean_F1","Std_F1","Mean_Precision","Std_precision","Mean_Recall","Std_Recall"
"1.3.pimadiabetes.csv",0.781311232627022,0.00024958877079298,0.839626038791234,0.000223036588237081,0.803099869503087,7.3044816862582e-05,0.881933333333333,0.000365148371670111
