Metrica,Media,Std_Dev
Accuracy,0.9052222222222224,0.012766194983433591
F1-Score,0.9003068890905517,0.013614102320319071
Recall,0.9048794110754893,0.013704837597377322
Precision,0.9093474860097666,0.012661693288546225
Vars_E1,10.933333333333334,0.9071871393197363
Vars_E2,37.9,7.979931725574323
Tiempo,788.7230029947333,120.10904731942993
