"Metodo","Accuracy","Std_Acc","Precision","Std_Pre","Recall","Std_Rec","F1","Std_F1"
"LDA_Simple",0.988230201171378,0.015200227840853,0.9875,0.0175682092231577,0.985238095238095,0.0215058375750083,0.985511761752029,0.0188107101144288
"QDA",0.988230201171378,0.015200227840853,0.9875,0.0175682092231577,0.985238095238095,0.0215058375750083,0.985511761752029,0.0188107101144288
"SVM_Radial",0.982169595110772,0.0209723764865286,0.983578431372549,0.0188015030897288,0.974126984126984,0.0365044856892221,0.976761761752029,0.0289439470580383
"SVM_Poly2",0.876330532212885,0.0563513648100182,0.893654643286996,0.0472468063725838,0.884247557997558,0.0561884277238988,0.886485593233393,0.0517981859751477
"SVM_Poly3",0.982085561497326,0.0210218216474998,0.985661764705882,0.016733912941258,0.971587301587302,0.0371008520526695,0.9764940378803,0.0290637708245483
"RF",0.967542653425006,0.0296645824367443,0.96271164021164,0.0364329995425896,0.962673992673993,0.0398627780131986,0.960625776611502,0.0376725385150043
