Metrica,Media,Std_Dev
Accuracy,0.9904494382022475,0.004926442636904272
F1-Score,0.9898104543409393,0.00642777116106328
Recall,0.9921340805470023,0.005845407231253092
Precision,0.9896298863433695,0.005667279402026028
Vars_E1,6.033333333333333,0.18257418583505536
Vars_E2,10.666666666666666,1.3978637231524922
Tiempo,1106.5746356739664,353.1722822966841
