"Bloque","Metodo","Accuracy","Macro_F1"
1,"GNLPDA",0.888888888888889,0.886309523809524
2,"GNLPDA",0.933333333333333,0.933249791144528
3,"GNLPDA",0.877777777777778,0.876497795989321
4,"GNLPDA",0.833333333333333,0.83112598299731
5,"GNLPDA",0.755555555555556,0.751433906896092
6,"GNLPDA",0.755555555555556,0.750863359042247
7,"GNLPDA",0.833333333333333,0.830640773055634
8,"GNLPDA",0.811111111111111,0.804519774011299
9,"GNLPDA",0.844444444444444,0.842830973671138
10,"GNLPDA",0.788888888888889,0.779553619416707
12,"GNLPDA",0.855555555555556,0.852675270075933
13,"GNLPDA",0.822222222222222,0.821477285141314
14,"GNLPDA",0.811111111111111,0.807723818402689
15,"GNLPDA",0.8,0.795641654097536
16,"GNLPDA",0.8,0.797435897435897
17,"GNLPDA",0.855555555555556,0.853784369687612
18,"GNLPDA",0.866666666666667,0.865267821585026
19,"GNLPDA",0.755555555555556,0.749876448124258
20,"GNLPDA",0.888888888888889,0.887107697160298
21,"GNLPDA",0.833333333333333,0.831517141861969
22,"GNLPDA",0.844444444444444,0.841592327931126
23,"GNLPDA",0.877777777777778,0.877212647704451
24,"GNLPDA",0.788888888888889,0.78525641025641
25,"GNLPDA",0.866666666666667,0.865993265993266
26,"GNLPDA",0.755555555555556,0.751835093011564
27,"GNLPDA",0.766666666666667,0.762081128747795
28,"GNLPDA",0.788888888888889,0.785963645118575
29,"GNLPDA",0.711111111111111,0.697243478655944
30,"GNLPDA",0.877777777777778,0.875697414256988
31,"GNLPDA",0.788888888888889,0.782598487156057
1,"KFDA",0.977777777777778,0.977774690500448
2,"KFDA",0.966666666666667,0.96664844177146
3,"KFDA",0.977777777777778,0.977753058954394
4,"KFDA",0.944444444444444,0.944055944055944
5,"KFDA",0.944444444444444,0.944277183070671
6,"KFDA",0.888888888888889,0.888018493560946
7,"KFDA",0.944444444444444,0.943399155489319
8,"KFDA",0.966666666666667,0.96664844177146
9,"KFDA",0.944444444444444,0.94438104780725
10,"KFDA",1,1
12,"KFDA",0.977777777777778,0.977753058954394
13,"KFDA",0.955555555555556,0.955488760865733
14,"KFDA",0.944444444444444,0.944049571714963
15,"KFDA",0.933333333333333,0.932994971130564
16,"KFDA",0.933333333333333,0.933189655172414
17,"KFDA",0.977777777777778,0.977753058954394
18,"KFDA",0.966666666666667,0.966583124477861
19,"KFDA",0.933333333333333,0.933249791144528
20,"KFDA",0.955555555555556,0.955488760865733
21,"KFDA",0.955555555555556,0.955488760865733
22,"KFDA",0.955555555555556,0.955488760865733
23,"KFDA",0.977777777777778,0.977774690500448
24,"KFDA",0.944444444444444,0.944277183070671
25,"KFDA",0.966666666666667,0.966583124477861
26,"KFDA",0.955555555555556,0.955488760865733
27,"KFDA",0.966666666666667,0.96664844177146
28,"KFDA",0.933333333333333,0.933189655172414
29,"KFDA",0.922222222222222,0.921623009758603
30,"KFDA",0.944444444444444,0.944270968861133
31,"KFDA",0.966666666666667,0.966647823629169
1,"SVM_RBF",0.988888888888889,0.988885801611559
2,"SVM_RBF",1,1
3,"SVM_RBF",0.988888888888889,0.988885801611559
4,"SVM_RBF",0.988888888888889,0.988885801611559
5,"SVM_RBF",0.988888888888889,0.988885801611559
6,"SVM_RBF",0.988888888888889,0.988885801611559
7,"SVM_RBF",0.966666666666667,0.966583124477861
8,"SVM_RBF",0.977777777777778,0.977753058954394
9,"SVM_RBF",0.977777777777778,0.977753058954394
10,"SVM_RBF",1,1
12,"SVM_RBF",1,1
13,"SVM_RBF",1,1
14,"SVM_RBF",1,1
15,"SVM_RBF",0.977777777777778,0.977777777777778
16,"SVM_RBF",0.988888888888889,0.988885801611559
17,"SVM_RBF",1,1
18,"SVM_RBF",0.988888888888889,0.988885801611559
19,"SVM_RBF",0.988888888888889,0.988885801611559
20,"SVM_RBF",0.977777777777778,0.977753058954394
21,"SVM_RBF",0.988888888888889,0.988885801611559
22,"SVM_RBF",0.988888888888889,0.988885801611559
23,"SVM_RBF",1,1
24,"SVM_RBF",0.988888888888889,0.988885801611559
25,"SVM_RBF",0.988888888888889,0.988885801611559
26,"SVM_RBF",0.988888888888889,0.988885801611559
27,"SVM_RBF",0.988888888888889,0.988885801611559
28,"SVM_RBF",0.977777777777778,0.977576785377803
29,"SVM_RBF",0.988888888888889,0.988885801611559
30,"SVM_RBF",0.988888888888889,0.988885801611559
31,"SVM_RBF",0.988888888888889,0.988885801611559
1,"SVM_POLY2",0.844444444444444,0.842486383569768
2,"SVM_POLY2",0.922222222222222,0.921929048970791
3,"SVM_POLY2",0.877777777777778,0.877212647704451
4,"SVM_POLY2",0.844444444444444,0.843371194342752
5,"SVM_POLY2",0.777777777777778,0.774164925437216
6,"SVM_POLY2",0.755555555555556,0.751304653316726
7,"SVM_POLY2",0.855555555555556,0.85275666885574
8,"SVM_POLY2",0.855555555555556,0.85389878938266
9,"SVM_POLY2",0.911111111111111,0.910912698412698
10,"SVM_POLY2",0.9,0.899701992922332
12,"SVM_POLY2",0.844444444444444,0.843287506573511
13,"SVM_POLY2",0.766666666666667,0.76304607304846
14,"SVM_POLY2",0.844444444444444,0.841069358119025
15,"SVM_POLY2",0.811111111111111,0.80919449010827
16,"SVM_POLY2",0.888888888888889,0.888500388500388
17,"SVM_POLY2",0.877777777777778,0.876434676434676
18,"SVM_POLY2",0.855555555555556,0.854457891609594
19,"SVM_POLY2",0.822222222222222,0.819572900218062
20,"SVM_POLY2",0.888888888888889,0.88841618151963
21,"SVM_POLY2",0.866666666666667,0.865817688094012
22,"SVM_POLY2",0.911111111111111,0.910838103215599
23,"SVM_POLY2",0.877777777777778,0.877247046738572
24,"SVM_POLY2",0.866666666666667,0.865817688094012
25,"SVM_POLY2",0.855555555555556,0.853676470588235
26,"SVM_POLY2",0.877777777777778,0.876497795989321
27,"SVM_POLY2",0.822222222222222,0.819993571198971
28,"SVM_POLY2",0.822222222222222,0.820329094565125
29,"SVM_POLY2",0.822222222222222,0.820542558909225
30,"SVM_POLY2",0.8,0.795454545454545
31,"SVM_POLY2",0.833333333333333,0.828329882677709
1,"SVM_POLY3",0.688888888888889,0.66747462505681
2,"SVM_POLY3",0.866666666666667,0.865993265993266
3,"SVM_POLY3",0.744444444444444,0.739340414069114
4,"SVM_POLY3",0.733333333333333,0.724198506807203
5,"SVM_POLY3",0.655555555555556,0.635744044007604
6,"SVM_POLY3",0.644444444444444,0.623491033247131
7,"SVM_POLY3",0.744444444444444,0.739340414069114
