"Bloque","Accuracy","Metodo"
22,0.935294117647059,"SVM_POLY2"
23,0.970588235294118,"SVM_POLY2"
24,0.988235294117647,"SVM_POLY2"
25,0.976470588235294,"SVM_POLY2"
26,0.982352941176471,"SVM_POLY2"
27,0.964705882352941,"SVM_POLY2"
28,0.964705882352941,"SVM_POLY2"
29,0.976470588235294,"SVM_POLY2"
30,0.964705882352941,"SVM_POLY2"
1,0.929411764705882,"SVM_POLY3"
2,0.964705882352941,"SVM_POLY3"
3,0.958823529411765,"SVM_POLY3"
4,0.982352941176471,"SVM_POLY3"
5,0.970588235294118,"SVM_POLY3"
6,0.952941176470588,"SVM_POLY3"
7,0.964705882352941,"SVM_POLY3"
8,0.947058823529412,"SVM_POLY3"
9,0.964705882352941,"SVM_POLY3"
10,0.982352941176471,"SVM_POLY3"
11,0.976470588235294,"SVM_POLY3"
12,0.976470588235294,"SVM_POLY3"
13,0.964705882352941,"SVM_POLY3"
14,1,"SVM_POLY3"
15,0.988235294117647,"SVM_POLY3"
16,0.982352941176471,"SVM_POLY3"
17,0.976470588235294,"SVM_POLY3"
18,0.958823529411765,"SVM_POLY3"
19,0.970588235294118,"SVM_POLY3"
20,0.941176470588235,"SVM_POLY3"
21,0.970588235294118,"SVM_POLY3"
22,0.952941176470588,"SVM_POLY3"
23,0.976470588235294,"SVM_POLY3"
24,0.970588235294118,"SVM_POLY3"
25,0.988235294117647,"SVM_POLY3"
26,0.976470588235294,"SVM_POLY3"
27,0.970588235294118,"SVM_POLY3"
28,0.964705882352941,"SVM_POLY3"
29,0.982352941176471,"SVM_POLY3"
30,0.958823529411765,"SVM_POLY3"
1,0.935294117647059,"LDA"
2,0.929411764705882,"LDA"
3,0.947058823529412,"LDA"
4,0.947058823529412,"LDA"
5,0.941176470588235,"LDA"
6,0.958823529411765,"LDA"
7,0.947058823529412,"LDA"
8,0.947058823529412,"LDA"
9,0.941176470588235,"LDA"
10,0.964705882352941,"LDA"
11,0.958823529411765,"LDA"
12,0.958823529411765,"LDA"
13,0.952941176470588,"LDA"
14,0.964705882352941,"LDA"
15,0.982352941176471,"LDA"
16,0.964705882352941,"LDA"
17,0.958823529411765,"LDA"
18,0.976470588235294,"LDA"
19,0.952941176470588,"LDA"
20,0.923529411764706,"LDA"
21,0.970588235294118,"LDA"
22,0.929411764705882,"LDA"
23,0.947058823529412,"LDA"
24,0.964705882352941,"LDA"
25,0.970588235294118,"LDA"
26,0.952941176470588,"LDA"
27,0.952941176470588,"LDA"
28,0.964705882352941,"LDA"
29,0.958823529411765,"LDA"
30,0.941176470588235,"LDA"
1,0.970588235294118,"QDA"
2,0.935294117647059,"QDA"
3,0.952941176470588,"QDA"
4,0.958823529411765,"QDA"
5,0.958823529411765,"QDA"
6,0.947058823529412,"QDA"
7,0.976470588235294,"QDA"
8,0.935294117647059,"QDA"
9,0.976470588235294,"QDA"
10,0.964705882352941,"QDA"
11,0.976470588235294,"QDA"
12,0.952941176470588,"QDA"
13,0.964705882352941,"QDA"
14,0.970588235294118,"QDA"
15,0.952941176470588,"QDA"
16,0.958823529411765,"QDA"
17,0.952941176470588,"QDA"
18,0.964705882352941,"QDA"
19,0.958823529411765,"QDA"
20,0.941176470588235,"QDA"
21,0.976470588235294,"QDA"
22,0.935294117647059,"QDA"
23,0.976470588235294,"QDA"
24,0.964705882352941,"QDA"
25,0.970588235294118,"QDA"
26,0.958823529411765,"QDA"
27,0.935294117647059,"QDA"
28,0.958823529411765,"QDA"
29,0.970588235294118,"QDA"
30,0.952941176470588,"QDA"
