"Bloque","Accuracy","Metodo"
13,0.717391304347826,"QDA"
14,0.743478260869565,"QDA"
15,0.78695652173913,"QDA"
16,0.730434782608696,"QDA"
17,0.726086956521739,"QDA"
18,0.734782608695652,"QDA"
19,0.760869565217391,"QDA"
20,0.721739130434783,"QDA"
21,0.717391304347826,"QDA"
22,0.760869565217391,"QDA"
23,0.743478260869565,"QDA"
24,0.730434782608696,"QDA"
25,0.726086956521739,"QDA"
26,0.704347826086957,"QDA"
27,0.765217391304348,"QDA"
28,0.752173913043478,"QDA"
29,0.734782608695652,"QDA"
30,0.739130434782609,"QDA"
31,0.760869565217391,"QDA"
32,0.726086956521739,"QDA"
33,0.743478260869565,"QDA"
