"Semilla","LDA_MASS","KFDA","QDA","SVM_Radial","SVM_Poly2","SVM_Poly3","GNLPDA"
1,0.522222222222222,0.522222222222222,0.8,0.988888888888889,0.766666666666667,0.4,0.866666666666667
2,0.533333333333333,0.522222222222222,0.8,1,0.855555555555556,0.377777777777778,0.922222222222222
3,0.566666666666667,0.566666666666667,0.766666666666667,0.988888888888889,0.855555555555556,0.366666666666667,0.911111111111111
4,0.566666666666667,0.566666666666667,0.877777777777778,0.988888888888889,0.855555555555556,0.366666666666667,0.888888888888889
5,0.455555555555556,0.455555555555556,0.833333333333333,1,0.866666666666667,0.377777777777778,0.877777777777778
6,0.511111111111111,0.511111111111111,0.766666666666667,1,0.888888888888889,0.377777777777778,0.855555555555556
7,0.477777777777778,0.477777777777778,0.833333333333333,1,0.8,0.4,0.877777777777778
8,0.511111111111111,0.511111111111111,0.7,1,0.888888888888889,0.388888888888889,0.9
9,0.488888888888889,0.488888888888889,0.822222222222222,1,0.855555555555556,0.366666666666667,0.788888888888889
10,0.6,0.6,0.8,1,0.866666666666667,0.388888888888889,0.866666666666667
11,0.5,0.5,0.777777777777778,1,0.877777777777778,0.366666666666667,0.844444444444444
12,0.588888888888889,0.588888888888889,0.811111111111111,0.988888888888889,0.866666666666667,0.355555555555556,0.855555555555556
13,0.511111111111111,0.511111111111111,0.788888888888889,0.977777777777778,0.9,0.4,0.944444444444444
14,0.477777777777778,0.466666666666667,0.8,1,0.922222222222222,0.366666666666667,0.866666666666667
15,0.5,0.488888888888889,0.833333333333333,1,0.877777777777778,0.377777777777778,0.888888888888889
16,0.533333333333333,0.533333333333333,0.822222222222222,0.988888888888889,0.822222222222222,0.366666666666667,0.833333333333333
17,0.588888888888889,0.588888888888889,0.877777777777778,0.955555555555556,0.833333333333333,0.344444444444444,0.844444444444444
18,0.488888888888889,0.488888888888889,0.8,0.988888888888889,0.777777777777778,0.344444444444444,0.866666666666667
19,0.511111111111111,0.511111111111111,0.744444444444444,0.988888888888889,0.855555555555556,0.366666666666667,0.855555555555556
20,0.411111111111111,0.422222222222222,0.822222222222222,1,0.855555555555556,0.366666666666667,0.922222222222222
21,0.477777777777778,0.477777777777778,0.766666666666667,0.988888888888889,0.855555555555556,0.355555555555556,0.888888888888889
22,0.511111111111111,0.5,0.766666666666667,1,0.844444444444444,0.366666666666667,0.944444444444444
23,0.511111111111111,0.511111111111111,0.822222222222222,0.988888888888889,0.844444444444444,0.377777777777778,0.855555555555556
24,0.544444444444444,0.544444444444444,0.822222222222222,0.988888888888889,0.833333333333333,0.366666666666667,0.833333333333333
25,0.577777777777778,0.577777777777778,0.777777777777778,1,0.855555555555556,0.344444444444444,0.888888888888889
26,0.522222222222222,0.522222222222222,0.822222222222222,0.977777777777778,0.866666666666667,0.377777777777778,0.9
27,0.5,0.5,0.877777777777778,1,0.777777777777778,0.355555555555556,0.888888888888889
28,0.488888888888889,0.488888888888889,0.788888888888889,0.988888888888889,0.844444444444444,0.366666666666667,0.911111111111111
29,0.533333333333333,0.522222222222222,0.866666666666667,0.977777777777778,0.766666666666667,0.355555555555556,0.833333333333333
30,0.422222222222222,0.422222222222222,0.866666666666667,1,0.788888888888889,0.388888888888889,0.833333333333333
